ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,3.298245,15,11,1,1965,1973,58
42866,Frank Ronald,2.824561,14,12,1,1964,1972,58
45447,William Massy,3.263157,10,5,1,1964,1970,58
39839,Yoram Wind,3.263157,8,7,4,1969,1973,58
38226,John Farley,5.263157,7,6,4,1968,1972,58
40833,Harper Boyd,3.385964,6,6,1,1964,1971,58
39213,James Hulbert,4.491228,5,4,2,1971,1972,58
43097,Donald Morrison,3.263157,5,4,1,1965,1973,58
55896,Patrick Robinson,4.210526,5,4,2,1965,1968,58
39200,Donald Lehmann,3.824561,4,4,1,1972,1973,58
38677,Vithala Rao,4.280701,4,1,1,1969,1972,58
41041,George Day,5.842105,3,3,1,1971,1973,58
42581,Michael Ray,4.122807,3,3,1,1971,1972,58
41216,Frederick Webster,4,3,3,3,1972,1972,58
41623,David Montgomery,4.789473,3,4,1,1970,1972,58
43273,John Howard,5.333333,3,3,3,1971,1972,58
45319,Alvin Silk,5.701754,3,3,2,1971,1972,58
45861,Roger Heeler,4.929824,3,4,1,1971,1973,58
56133,Halbert Michael,4.245614,3,2,1,1965,1966,58
66586,Douglas Susan,3.578947,2,3,2,1967,1973,58
56027,Henry Claycamp,4.210526,2,2,1,1968,1969,58
56004,Westfall Ralph,4.368421,2,1,1,1965,1970,58
45997,Winston Ring,6.245614,2,1,1,1970,1972,58
46182,Charles Strain,3.771929,2,2,1,1970,1972,58
50211,Otto Davis,6.210526,2,2,1,1971,1972,58
44677,Glen Urban,5.736842,2,2,1,1970,1971,58
42865,Arun Jain,4.087719,2,2,1,1972,1972,58
41133,Noel Capon,5.473684,2,1,1,1972,1972,58
42076,Tinkham Spencer,6.315789,1,1,1,1971,1971,58
44040,Alan Sawyer,5.105263,1,1,1,1971,1971,58
43393,Philip Harvey,6.245614,1,1,1,1972,1972,58
43317,Stephen Silver,4.245614,1,1,1,1973,1973,58
43282,James Clokey,3.789473,1,2,1,1971,1971,58
44776,Lee Cooper,4.877192,1,2,1,1972,1972,58
44624,Frank Carmone,4.280701,1,1,1,1969,1969,58
44605,Harry Davis,6.68421,1,1,1,1972,1972,58
50212,H Rueter,7.192982,1,1,1,1972,1972,58
50622,Robert Pratt,6.824561,1,1,1,1971,1971,58
46175,K Jain,4.087719,1,2,1,1973,1973,58
46177,J Kearney,5.894736,1,2,1,1973,1973,58
46178,J Mehaffey,5.894736,1,2,1,1973,1973,58
46070,Neil Beckwith,4.807017,1,1,1,1973,1973,58
46167,William Dunkelbeng,6.824561,1,1,1,1973,1973,58
46168,Neil Beckworth,4.807017,1,1,1,1973,1973,58
54458,Harold Leavitt,6.245614,1,1,1,1968,1968,58
55897,Bent Stidsen,5.192982,1,1,1,1968,1968,58
56093,Gross Irwin,4.245614,1,2,1,1967,1967,58
56096,Polli Rolando,3.789473,1,2,1,1967,1967,58
56124,Sieber Harry,3.631578,1,2,1,1967,1967,58
56028,Liddy Lucien,5.192982,1,1,1,1969,1969,58
56001,Gluck Donald,4.245614,1,1,1,1970,1970,58
56014,Maheshwari Arun,4.280701,1,1,1,1970,1970,58
56221,Becknell James,3.789473,1,2,1,1971,1971,58
56235,Karash Richard,6.719298,1,1,1,1971,1971,58
56247,Miller Bill,4.754385,1,1,1,1970,1970,58
56186,Henderson Steuart,4.368421,1,1,1,1965,1965,58
56195,Geiger Frank,6.68421,1,1,1,1972,1972,58
56199,Zoheir Mostafa,3.561403,1,3,1,1964,1964,58
41367,Frank Bass,2.40909,6,5,2,1967,1972,23
44434,Edgar Pessemier,3.045454,5,5,2,1967,1973,23
39027,Jagdish Sheth,3.5,3,3,2,1968,1973,23
43668,Douglas Tigert,2.545454,3,5,2,1967,1973,23
43152,Darral Clarke,3.090909,3,2,1,1972,1973,23
45468,M Venkatesan,4.272727,3,3,1,1968,1973,23
56068,Lonsdale Ronald,2.863636,3,3,1,1966,1968,23
45417,Robert Buzzell,3.863636,2,3,1,1965,1973,23
44443,Wayne Talarzyk,2.90909,2,2,1,1972,1972,23
44674,William Wilkie,3.90909,2,2,1,1973,1973,23
40522,Thomas Hustad,4,2,1,1,1973,1973,23
40337,Philip Burger,3.181818,2,3,1,1967,1972,23
40848,James Ginter,3.363636,1,1,1,1972,1972,23
41881,Arnold Stephen,3.5,1,1,1,1973,1973,23
45633,Michael Peters,5.227272,1,1,1,1973,1973,23
45675,Paul Root,4,1,1,1,1973,1973,23
47403,Milan Smiljanic,4.454545,1,1,1,1973,1973,23
56073,Haaland Gordon,5.227272,1,1,1,1968,1968,23
56171,Kolin Marshall,4.772727,1,2,1,1965,1965,23
56172,Murphy Malcolm,4.772727,1,2,1,1965,1965,23
56139,Vass Frank,3.818181,1,1,1,1966,1966,23
56183,Schott Barbara,4.136363,1,1,1,1972,1972,23
71617,Frank Bass,4.863636,1,1,1,1973,1973,23
41089,Robert Peterson,1.333333,7,7,3,1969,1973,10
43354,James Cagley,1.777777,2,2,1,1971,1973,10
43360,Richard Cardozo,2.444444,2,2,2,1971,1973,10
42103,Mark Alpert,2.222222,2,1,1,1972,1972,10
43359,Martin Lehman,3.333333,1,1,1,1973,1973,10
42942,Ivan Ross,2.222222,1,1,1,1972,1972,10
56044,Pennington Allan,2.222222,1,1,1,1969,1969,10
73725,Wm Rudelius,2.111111,1,2,1,1972,1972,10
73726,L Wood,2.111111,1,2,1,1972,1972,10
56207,Pruden Henry,2.222222,1,1,1,1971,1971,10
39832,Asc Ehrenberg,1.25,10,6,2,1965,1973,9
43405,James Myers,1.375,6,5,2,1968,1972,9
56449,Sloan Alfred,1.125,6,7,1,1972,1972,9
45262,Gerald Goodhardt,2.125,4,1,1,1967,1970,9
43415,William Cunningham,1.375,4,5,4,1972,1973,9
40463,Thomas Robertson,2,4,2,1,1968,1972,9
39517,Coskun Samli,1.75,3,3,2,1969,1971,9
47306,Monroe Bird,1.5,3,4,3,1970,1973,9
56447,Brice Edward,1.625,2,3,1,1972,1972,9
56154,E Fothergill,2.125,2,1,1,1965,1965,9
43373,P Charlton,2.125,2,1,2,1973,1973,9
41476,Wilton Anderson,1.75,2,3,2,1972,1972,9
41074,William Crissy,2,2,2,2,1967,1972,9
37765,Howard Thomas,2.125,1,1,1,1971,1971,9
37851,Clayton Edward,2.375,1,1,1,1973,1973,9
39740,Isabella Cunningham,2.25,1,1,1,1973,1973,9
43403,Stephanie Kohan,2.125,1,2,1,1972,1972,9
43404,Mille De,2.125,1,2,1,1972,1972,9
45682,D Pruden,2.125,1,2,1,1972,1972,9
45684,D English,2.125,1,2,1,1972,1972,9
46768,James Robinson,2.375,1,1,1,1973,1973,9
46796,Larry French,2.625,1,1,1,1971,1971,9
54925,Carl Bellas,2.625,1,1,1,1971,1971,9
55902,Jr Cox,2.875,1,1,1,1967,1967,9
55800,Gordon Bloom,2,1,1,1,1972,1972,9
56085,Kennedy James,2.875,1,1,1,1968,1968,9
56067,Gregory Warner,2.25,1,1,1,1968,1968,9
56162,Sharpe Louis,2.625,1,1,1,1972,1972,9
55990,C Channon,1.75,1,2,1,1970,1970,9
56450,Zannelos Zenon,2,1,1,1,1972,1972,9
56453,Sloan Alfed,2.5,1,1,1,1972,1972,9
56454,Menezes Victor,2,1,1,1,1972,1972,9
56455,Lay Colin,2,1,1,1,1972,1972,9
56418,Zannetos Zenon,2,1,1,1,1972,1972,9
56448,M Candidate,1.75,1,2,1,1972,1972,9
56005,Bruce Grady,1.857142,5,3,1,1970,1972,8
42748,Wells William,2.142857,4,3,1,1965,1967,8
41182,Ronald Dornoff,1.714285,3,4,2,1972,1973,8
46151,Richard Heslin,2.285714,3,3,1,1970,1973,8
56006,Witt Robert,2.714285,3,1,1,1970,1972,8
56098,Lo Leonard,1.857142,3,2,1,1966,1967,8
56110,Perloff Robert,1.857142,2,3,1,1967,1970,8
42455,George Szybillo,3.142857,2,1,1,1973,1973,8
42600,Jerome Kernan,1.571428,2,3,1,1972,1972,8
41045,Ronald Tatham,2.571428,1,1,1,1973,1973,8
41181,Guy Banville,2.571428,1,1,1,1973,1973,8
45466,Benton Cocanougher,2.714285,1,1,1,1971,1971,8
45632,Robert Hisrich,2,1,2,1,1972,1972,8
56178,Chinsky Jack,3,1,1,1,1965,1965,8
56130,Gubar George,3,1,1,1,1966,1966,8
56248,Blake Brian,2.428571,1,2,1,1970,1970,8
46775,Joseph Mason,1.333333,4,4,2,1968,1973,7
43805,Louis Stern,1.166666,4,5,1,1971,1973,7
41557,Samuel Craig,1.833333,3,2,2,1973,1973,7
37465,Abraham Charnes,1.166666,3,5,1,1972,1973,7
44592,Brian Sternthal,1.833333,3,2,2,1973,1973,7
44599,John Summers,1.5,3,3,1,1970,1973,7
47829,Hausman Warren,1.333333,3,4,1,1972,1973,7
71077,Ansary El,1.5,2,3,2,1972,1973,7
64372,George Kozmetsky,1.666666,2,3,1,1972,1973,7
50167,Wallace Crowston,1.333333,2,4,1,1973,1973,7
46215,I Adel,1.5,2,3,2,1972,1973,7
46761,Edward Smith,1.5,2,3,2,1970,1973,7
46582,Charles King,2.333333,2,1,1,1970,1971,7
49980,O Kortanek,1.333333,2,4,1,1973,1973,7
44623,Donald Granbois,1.5,2,3,2,1973,1973,7
37466,William Cooper,1.333333,2,4,1,1973,1973,7
42004,Frederic Kraft,1.333333,2,4,1,1973,1973,7
40934,Larry Rosenberg,2,1,1,1,1971,1971,7
41128,Danny Bellenger,2.166666,1,1,1,1973,1973,7
38376,B Wilkinson,2.166666,1,2,1,1973,1973,7
43636,Gerald Hills,2.333333,1,1,1,1973,1973,7
45665,Oscar Kramer,2.166666,1,2,1,1973,1973,7
50216,T Ruefli,1.833333,1,2,1,1972,1972,7
50374,Rei Peterson,2.166666,1,1,1,1972,1972,7
49981,V Soden,2.166666,1,1,1,1973,1973,7
49998,Richard Sides,2.166666,1,1,1,1973,1973,7
50068,C Colantoni,1.5,1,3,1,1973,1973,7
50112,R Kampe,1.666666,1,2,1,1973,1973,7
46762,Barr Mason,2.166666,1,2,1,1973,1973,7
46527,Morris Mayer,2.166666,1,1,1,1972,1972,7
46157,B Granbois,2,1,2,1,1973,1973,7
50168,Jack Williams,2,1,2,1,1973,1973,7
49017,Michael Wagner,2,1,2,1,1973,1973,7
56069,Thomas Charles,2.166666,1,1,1,1968,1968,7
59416,Donald Houlihan,2,1,2,1,1973,1973,7
43358,Richard Staelin,1.2,7,4,3,1971,1973,6
43357,Joseph Newman,1.6,3,2,2,1971,1973,6
45489,Edward Cundiff,1.6,3,3,1,1964,1971,6
56043,Willett Ronald,1.8,3,2,1,1967,1969,6
55992,Kollat David,1.4,3,3,1,1967,1970,6
56179,Alderson Wroe,1.2,2,4,2,1941,1965,6
55993,Engel James,1.6,2,3,1,1970,1970,6
55967,Charles Phillips,1.2,2,4,1,1941,1954,6
56033,Curtis Hamm,1.6,2,2,1,1969,1969,6
46794,Roger Blackwell,1.6,2,3,1,1970,1970,6
49523,Ronald Turner,2,2,1,1,1973,1973,6
43201,Michael Perry,2,2,2,1,1969,1969,6
41421,Dennis Gensch,2,2,1,2,1972,1972,6
40520,Ronald Stephenson,2.6,1,1,1,1969,1969,6
42425,Arnold Barban,2.4,1,1,1,1964,1964,6
43312,Abe Shuchman,2.8,1,1,1,1969,1969,6
46150,Richard Werbel,2.4,1,1,1,1973,1973,6
55937,J Albright,1.4,1,3,1,1941,1941,6
55938,W Huegy,1.4,1,3,1,1941,1941,6
55968,James Crutchfield,2,1,1,1,1954,1954,6
55994,Spence Homer,2.2,1,2,1,1970,1970,6
