ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.662025,43,26,8,1965,1984,2371
38635,Arch Woodside,6.73924,31,22,11,1974,1984,2371
39839,Yoram Wind,5.517299,29,31,12,1969,1984,2371
38634,William Bearden,5.961603,28,18,11,1976,1984,2371
38208,Gilbert Churchill,6.120675,28,20,8,1968,1984,2371
38226,John Farley,6.476371,25,20,9,1968,1984,2371
38597,William Perreault,6.703375,25,18,10,1975,1984,2371
40375,John Swan,6.368776,23,16,8,1974,1984,2371
39200,Donald Lehmann,5.970886,21,15,6,1972,1984,2371
39885,William Darden,6.655696,21,14,7,1971,1984,2371
37445,Vijay Mahajan,5.215189,21,33,9,1976,1984,2371
43358,Richard Staelin,6.378902,21,21,7,1971,1984,2371
42591,Jacob Jacoby,5.987341,20,23,6,1971,1984,2371
40811,Jesse Teel,6.135021,20,11,8,1976,1984,2371
41270,Charles Weinberg,5.841772,20,17,7,1975,1984,2371
40287,Leonard Reid,7.029957,19,11,7,1976,1983,2371
39738,Robert Green,6.529535,19,16,7,1972,1983,2371
66010,Dubinsky Alan,6.068776,19,12,6,1979,1984,2371
41133,Noel Capon,7.297468,18,11,6,1972,1984,2371
41089,Robert Peterson,5.714767,18,13,10,1969,1984,2371
40722,Charles Futrell,7.157805,18,11,7,1976,1984,2371
41367,Frank Bass,5.749789,18,20,5,1967,1984,2371
41545,David Aaker,5.781434,18,16,9,1969,1984,2371
43097,Donald Morrison,6.301687,17,9,6,1965,1983,2371
44592,Brian Sternthal,6.112658,17,13,3,1973,1984,2371
39031,Morris Holbrook,6.190295,17,11,6,1979,1984,2371
39230,John Ryans,9.509704,16,14,10,1968,1984,2371
39517,Coskun Samli,7.723206,16,16,9,1969,1984,2371
41128,Danny Bellenger,6.599578,16,14,6,1973,1984,2371
38077,Ian Mitroff,10.246413,16,6,5,1973,1984,2371
38375,Barry Mason,6.44135,16,15,8,1975,1982,2371
38687,Richard Durand,5.817299,15,16,7,1975,1983,2371
38720,Del Hawkins,7.104219,15,8,7,1972,1983,2371
38176,Charles Lamb,7.037974,15,15,6,1977,1983,2371
40687,Roger Kerin,5.748101,15,14,10,1974,1984,2371
40426,Thomas Barry,6.499578,15,12,6,1973,1982,2371
42866,Frank Ronald,6.028691,15,13,2,1964,1979,2371
