ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,3.955056,19,12,3,1965,1975,90
42866,Frank Ronald,3.505617,14,12,1,1964,1972,90
39839,Yoram Wind,3.786516,12,9,6,1969,1975,90
38226,John Farley,5.269662,11,8,5,1968,1975,90
45447,William Massy,3.955056,10,5,1,1964,1970,90
39200,Donald Lehmann,4.146067,8,6,3,1972,1975,90
39213,James Hulbert,4.47191,8,5,5,1971,1975,90
38635,Arch Woodside,5.179775,7,7,5,1974,1975,90
40833,Harper Boyd,4.179775,6,6,1,1964,1971,90
43273,John Howard,5.314606,6,5,5,1971,1975,90
41133,Noel Capon,4.988764,5,2,3,1972,1975,90
43097,Donald Morrison,3.808988,5,4,1,1965,1973,90
38677,Vithala Rao,4.921348,5,2,1,1969,1975,90
55896,Patrick Robinson,4.898876,5,4,2,1965,1968,90
45997,Winston Ring,6.258426,4,1,1,1970,1974,90
41545,David Aaker,6.955056,4,4,3,1969,1975,90
41041,George Day,6.764044,4,4,2,1971,1974,90
44589,James Bettman,5.269662,4,3,3,1972,1975,90
44588,Masao Nakanishi,4.966292,3,3,2,1967,1974,90
45861,Roger Heeler,5.842696,3,4,1,1971,1973,90
44776,Lee Cooper,4.629213,3,4,1,1972,1974,90
45319,Alvin Silk,5.77528,3,3,2,1971,1972,90
41623,David Montgomery,4.853932,3,4,1,1970,1972,90
41216,Frederick Webster,4.30337,3,3,3,1972,1972,90
41270,Charles Weinberg,7.876404,3,3,2,1975,1975,90
42581,Michael Ray,4.988764,3,3,1,1971,1972,90
38011,Lucas Henry,8.83146,3,3,2,1972,1975,90
56133,Halbert Michael,4.921348,3,2,1,1965,1966,90
66586,Douglas Susan,4.179775,2,3,2,1967,1973,90
56186,Henderson Steuart,5.146067,2,2,2,1965,1974,90
56004,Westfall Ralph,5.168539,2,1,1,1965,1970,90
56027,Henry Claycamp,4.921348,2,2,1,1968,1969,90
50211,Otto Davis,6.235955,2,2,1,1971,1972,90
46182,Charles Strain,4.47191,2,2,1,1970,1972,90
39035,John O'shaughnessy,5.134831,2,1,1,1974,1975,90
42865,Arun Jain,4.651685,2,2,1,1972,1972,90
41560,Morgan Jones,6.101123,2,2,2,1971,1972,90
44586,Michael Devita,4.94382,2,1,1,1974,1975,90
44677,Glen Urban,5.820224,2,2,1,1970,1971,90
46070,Neil Beckwith,5.134831,2,1,1,1973,1975,90
43282,James Clokey,4.325842,2,3,2,1971,1974,90
44605,Harry Davis,6.741573,2,2,2,1972,1974,90
44515,David Reid,6.168539,1,1,1,1975,1975,90
44040,Alan Sawyer,5.977528,1,1,1,1971,1971,90
44613,Kathryn Villani,4.77528,1,1,1,1975,1975,90
44603,William Brandt,7.752808,1,1,1,1974,1974,90
44593,Terrence O'brien,5.134831,1,1,1,1974,1974,90
43245,Gerald Waddle,6.168539,1,1,1,1975,1975,90
43393,Philip Harvey,6.258426,1,1,1,1972,1972,90
43402,Phillip Brown,7.94382,1,1,1,1972,1972,90
43317,Stephen Silver,4.77528,1,1,1,1973,1973,90
46113,William Davenport,6.168539,1,1,1,1974,1974,90
45678,Harold Kassarjian,5.955056,1,1,1,1967,1967,90
44624,Frank Carmone,4.94382,1,1,1,1969,1969,90
45406,David Weinstein,6.258426,1,1,1,1975,1975,90
40716,Taylor Sims,6.168539,1,1,1,1974,1974,90
40809,Harsharanjeet Jagpal,6.30337,1,1,1,1975,1975,90
42076,Tinkham Spencer,6.30337,1,1,1,1971,1971,90
40189,Rigaux Benny,7.730337,1,1,1,1974,1974,90
38227,Charles Tapiero,6.258426,1,1,1,1975,1975,90
55798,Rodney Plimpton,9.820224,1,1,1,1972,1972,90
55897,Bent Stidsen,5.88764,1,1,1,1968,1968,90
54458,Harold Leavitt,6.258426,1,1,1,1968,1968,90
46175,K Jain,4.651685,1,2,1,1973,1973,90
46177,J Kearney,6.820224,1,2,1,1973,1973,90
46178,J Mehaffey,6.820224,1,2,1,1973,1973,90
46167,William Dunkelbeng,7.752808,1,1,1,1973,1973,90
46168,Neil Beckworth,5.134831,1,1,1,1973,1973,90
48782,John Mcclain,5.910112,1,1,1,1975,1975,90
50212,H Rueter,7.224719,1,1,1,1972,1972,90
50622,Robert Pratt,7.752808,1,1,1,1971,1971,90
56028,Liddy Lucien,5.910112,1,1,1,1969,1969,90
56030,Saigal Romesh,7.94382,1,1,1,1969,1969,90
56001,Gluck Donald,4.797752,1,1,1,1970,1970,90
56014,Maheshwari Arun,4.94382,1,1,1,1970,1970,90
56113,Nakanishi Mosao,5.617977,1,1,1,1974,1974,90
56120,Denny Joseph,4.77528,1,1,1,1974,1974,90
56121,William Devenport,6.168539,1,1,1,1974,1974,90
56124,Sieber Harry,4.35955,1,2,1,1967,1967,90
56072,Clowes Kenneth,8.842696,1,2,1,1975,1975,90
56338,Diane Janice,6.134831,1,1,1,1974,1974,90
56288,Andress Ruth,6.168539,1,1,1,1975,1975,90
56235,Karash Richard,6.808988,1,1,1,1971,1971,90
56247,Miller Bill,5.460674,1,1,1,1970,1970,90
56221,Becknell James,4.404494,1,2,1,1971,1971,90
56195,Geiger Frank,6.764044,1,1,1,1972,1972,90
56199,Zoheir Mostafa,4.314606,1,3,1,1964,1964,90
56093,Gross Irwin,4.921348,1,2,1,1967,1967,90
56096,Polli Rolando,4.483146,1,2,1,1967,1967,90
65240,Mac James,5.426966,1,2,1,1975,1975,90
41367,Frank Bass,4.046511,8,6,2,1967,1975,44
56005,Bruce Grady,7.232558,5,3,1,1970,1972,44
44434,Edgar Pessemier,4.790697,5,5,2,1967,1973,44
45417,Robert Buzzell,5.581395,5,5,2,1965,1975,44
42793,Albert Bruno,6.418604,4,3,4,1974,1975,44
41182,Ronald Dornoff,6.279069,4,5,3,1972,1975,44
44674,William Wilkie,5.627906,4,4,2,1973,1975,44
43668,Douglas Tigert,4.325581,3,5,2,1967,1973,44
45468,M Venkatesan,4.790697,3,3,1,1968,1973,44
40522,Thomas Hustad,5.581395,3,2,2,1973,1975,44
43152,Darral Clarke,4.790697,3,2,1,1972,1973,44
39027,Jagdish Sheth,4.465116,3,3,2,1968,1973,44
38306,Albert Wildt,7.348837,3,2,2,1968,1975,44
56006,Witt Robert,8.209302,3,1,1,1970,1972,44
56068,Lonsdale Ronald,4.627906,3,3,1,1966,1968,44
40337,Philip Burger,5,2,3,1,1967,1972,44
43158,Ronald Bush,8.093023,2,2,2,1974,1974,44
42600,Jerome Kernan,6.348837,2,3,1,1972,1972,44
41258,Dick Wittink,5.023255,2,1,1,1975,1975,44
41181,Guy Banville,7.209302,2,2,2,1973,1974,44
41045,Ronald Tatham,7.16279,2,2,2,1973,1974,44
45632,Robert Hisrich,5.674418,2,3,2,1972,1974,44
45633,Michael Peters,5.209302,2,2,2,1973,1974,44
44443,Wayne Talarzyk,4.232558,2,2,1,1972,1972,44
45646,Robert Gwinner,9.069767,1,1,1,1974,1974,44
45675,Paul Root,5.767441,1,1,1,1973,1973,44
45466,Benton Cocanougher,8.209302,1,1,1,1971,1971,44
40848,James Ginter,5.023255,1,1,1,1972,1972,44
41881,Arnold Stephen,5.302325,1,1,1,1973,1973,44
42394,Barbara Pletcher,8.186046,1,1,1,1974,1974,44
42960,Clint Tankersley,7.255813,1,1,1,1975,1975,44
38722,Paul Farris,6.604651,1,1,1,1975,1975,44
39520,David Gardner,6.604651,1,1,1,1974,1974,44
54306,Sidney Schoeffler,6.558139,1,1,1,1974,1974,44
53509,Bradley Gale,6.558139,1,1,1,1975,1975,44
55778,Terry Bibbens,7.395348,1,1,1,1974,1974,44
47403,Milan Smiljanic,5.44186,1,1,1,1973,1973,44
56073,Haaland Gordon,5.767441,1,1,1,1968,1968,44
56080,Schooler Robert,8.325581,1,1,1,1968,1968,44
56171,Kolin Marshall,6.534883,1,2,1,1965,1965,44
56172,Murphy Malcolm,6.534883,1,2,1,1965,1965,44
56139,Vass Frank,5.604651,1,1,1,1966,1966,44
56183,Schott Barbara,5.976744,1,1,1,1972,1972,44
71617,Frank Bass,6.604651,1,1,1,1973,1973,44
39738,Robert Green,3.605263,9,7,5,1972,1975,39
41089,Robert Peterson,3.105263,8,8,4,1969,1974,39
43415,William Cunningham,3.026315,7,7,6,1972,1975,39
41476,Wilton Anderson,2.842105,6,6,4,1972,1975,39
39740,Isabella Cunningham,3.789473,4,2,4,1973,1975,39
42103,Mark Alpert,2.921052,4,3,3,1972,1975,39
44614,Peter Bennett,4.473684,4,3,2,1969,1975,39
45590,Eric Langeard,4.552631,3,2,2,1974,1975,39
40007,Chatrathi Rao,4.789473,3,3,3,1974,1975,39
56207,Pruden Henry,3.921052,2,3,2,1971,1974,39
40375,John Swan,3.921052,2,2,1,1974,1975,39
42781,Kelly Shuptrine,4.815789,2,3,2,1974,1975,39
40636,Gilbert Harrell,5.447368,2,1,2,1974,1975,39
41074,William Crissy,3.947368,2,2,2,1967,1972,39
45645,Russell Moore,3.947368,2,2,2,1971,1974,39
45793,Eli Cox,3.789473,2,2,1,1974,1974,39
43354,James Cagley,3.973684,2,2,1,1971,1973,39
43360,Richard Cardozo,4.894736,2,2,2,1971,1973,39
43359,Martin Lehman,5.868421,1,1,1,1973,1973,39
45682,D Pruden,3.973684,1,2,1,1972,1972,39
45684,D English,3.973684,1,2,1,1972,1972,39
45640,Jon Bidd,3.894736,1,1,1,1974,1974,39
45488,Phillip White,4.578947,1,1,1,1975,1975,39
45603,Frank Osmanski,5.789473,1,1,1,1975,1975,39
41158,E Kiser,5.763157,1,1,1,1975,1975,39
42942,Ivan Ross,4.078947,1,1,1,1972,1972,39
40366,Donald Weinrauch,5.763157,1,1,1,1974,1974,39
55902,Jr Cox,4.921052,1,1,1,1967,1967,39
54985,Christopher Korth,4.578947,1,1,1,1974,1974,39
56029,Mandell Robert,5.447368,1,1,1,1969,1969,39
56044,Pennington Allan,4.078947,1,1,1,1969,1969,39
56112,Favell Alice,4.552631,1,2,1,1974,1974,39
56162,Sharpe Louis,3.815789,1,1,1,1972,1972,39
56104,Fulcher David,3.789473,1,2,1,1974,1974,39
56317,Longman Douglas,4.842105,1,2,1,1974,1974,39
73725,Wm Rudelius,4.052631,1,2,1,1972,1972,39
73726,L Wood,4.052631,1,2,1,1972,1972,39
63413,Hillman Richard,4.921052,1,1,1,1971,1971,39
43358,Richard Staelin,2.333333,7,4,3,1971,1973,16
41421,Dennis Gensch,2.066666,6,5,3,1972,1975,16
43216,Philip Kotler,2.866666,4,3,3,1969,1975,16
43357,Joseph Newman,3.133333,4,2,3,1971,1974,16
49220,V Balachandran,2.333333,3,3,2,1974,1975,16
49523,Ronald Turner,3.133333,3,2,2,1973,1975,16
46150,Richard Werbel,4.066666,2,1,2,1973,1974,16
44660,Paul Bloom,3.666666,2,2,2,1973,1975,16
44059,Sidney Levy,3.8,2,1,2,1969,1971,16
46097,B Ranganathan,3,1,1,1,1974,1974,16
46069,Thomas Golob,3,1,1,1,1975,1975,16
39373,Nikhilesh Dholakia,4.6,1,1,1,1973,1973,16
55753,Phillip Kotler,3.266666,1,1,1,1975,1975,16
49633,Clarence Curry,3,1,1,1,1975,1975,16
49522,Roy Shanker,4.066666,1,1,1,1975,1975,16
58048,Joseph Newman,3.266666,1,1,1,1972,1972,16
43405,James Myers,1.416666,8,7,3,1968,1975,13
40463,Thomas Robertson,2,5,3,2,1968,1974,13
39517,Coskun Samli,1.833333,4,4,2,1969,1974,13
43403,Stephanie Kohan,2.25,1,2,1,1972,1972,13
43404,Mille De,2.25,1,2,1,1972,1972,13
42286,John Rossiter,2.916666,1,1,1,1974,1974,13
43053,Jonathan Gutman,2.333333,1,1,1,1975,1975,13
54925,Carl Bellas,2.75,1,1,1,1971,1971,13
54974,Edward Forgy,2.333333,1,1,1,1975,1975,13
46748,Ernest Uhr,2.75,1,1,1,1974,1974,13
46796,Larry French,2.75,1,1,1,1971,1971,13
56067,Gregory Warner,2.333333,1,1,1,1968,1968,13
56085,Kennedy James,2.916666,1,1,1,1968,1968,13
39885,William Darden,2.181818,10,5,4,1971,1975,12
42169,Fred Reynolds,3.090909,5,1,2,1971,1974,12
40426,Thomas Barry,2.090909,5,5,4,1973,1975,12
38669,Hiram Barksdale,2,4,4,2,1971,1974,12
42746,Robert Settle,2.727272,4,4,2,1972,1974,12
44723,Michael Mazis,2.272727,3,3,2,1973,1975,12
44773,Joel Cohen,2.181818,3,4,1,1970,1972,12
42806,Richard Hansen,1.90909,3,3,3,1972,1974,12
38597,William Perreault,3.090909,2,1,1,1975,1975,12
38684,Jean Weber,2.636363,2,2,2,1972,1975,12
40149,Michael Harvey,2.272727,2,2,1,1974,1974,12
42628,Roger Tremblay,3,2,1,1,1975,1975,12
41173,Warren French,2,2,2,2,1972,1974,12
40687,Roger Kerin,2.818181,2,3,2,1974,1975,12
44616,T Ahtola,2.090909,2,3,2,1972,1975,12
44801,Michael Houston,2.90909,2,2,1,1972,1975,12
43655,Marvin Goldberg,2.90909,2,2,2,1970,1974,12
44084,Hugh Guffey,2.545454,2,3,2,1972,1974,12
44595,Gerald Gorn,3.818181,1,1,1,1974,1974,12
43366,Robert Anderson,2.90909,1,2,1,1975,1975,12
46091,Robert Jefferson,3.818181,1,1,1,1975,1975,12
46098,Alan Flaschner,3.090909,1,1,1,1974,1974,12
45681,Ered Reynolds,3.090909,1,1,1,1972,1972,12
44622,Gary Munsinger,3.545454,1,1,1,1975,1975,12
45625,William George,2.90909,1,1,1,1974,1974,12
42404,Linda Golden,3.636363,1,1,1,1974,1974,12
38081,Jimmy Hilliard,3.363636,1,2,1,1974,1974,12
55851,C Berksdale,3.363636,1,2,1,1974,1974,12
56132,Leslie Dennis,2.90909,1,2,1,1973,1973,12
56166,Fishbein Martin,2.545454,1,2,1,1972,1972,12
56388,Bruce Gibby,3.636363,1,1,1,1972,1972,12
56291,Johnson Barry,2.90909,1,2,1,1975,1975,12
65998,Michael Harvey,3,1,1,1,1974,1974,12
71575,Bill Darden,2.90909,1,1,1,1971,1971,12
63628,Jackie Reeves,3.636363,1,2,1,1975,1975,12
63629,Wayne Woodward,3.636363,1,2,1,1975,1975,12
44599,John Summers,1.5,7,5,2,1970,1975,11
44623,Donald Granbois,1.9,3,3,3,1973,1975,11
38161,Richard Olshavsky,2,3,3,2,1972,1975,11
46582,Charles King,2.4,2,1,1,1970,1971,11
42004,Frederic Kraft,1.8,2,4,1,1973,1973,11
44063,Bernard Pras,2.4,2,1,1,1975,1975,11
44606,David Mackay,2.9,1,1,1,1975,1975,11
43636,Gerald Hills,2.8,1,1,1,1973,1973,11
42356,John Miller,2.9,1,1,1,1972,1972,11
46157,B Granbois,2.6,1,2,1,1973,1973,11
59416,Donald Houlihan,2.6,1,2,1,1973,1973,11
39832,Asc Ehrenberg,1.333333,10,6,2,1965,1973,10
38208,Gilbert Churchill,1.222222,8,7,3,1968,1975,10
43968,Orville Walker,1.555555,6,4,3,1972,1975,10
43805,Louis Stern,1.333333,5,6,2,1971,1974,10
43967,Neil Ford,1.444444,5,5,2,1970,1975,10
45262,Gerald Goodhardt,2,5,2,1,1967,1975,10
41557,Samuel Craig,2.111111,4,2,3,1973,1974,10
44592,Brian Sternthal,2.111111,4,2,3,1973,1974,10
40934,Larry Rosenberg,1.777777,3,3,3,1971,1975,10
46215,I Adel,1.888888,3,3,3,1972,1975,10
47306,Monroe Bird,1.666666,3,4,3,1970,1973,10
56012,Ozanne Urban,2,3,2,1,1970,1971,10
71077,Ansary El,1.888888,3,3,3,1972,1975,10
56154,E Fothergill,2.222222,2,1,1,1965,1965,10
45692,Richard Sauter,2.444444,2,1,2,1972,1974,10
43373,P Charlton,2.222222,2,1,2,1973,1973,10
44576,William Sargent,2.222222,1,1,1,1974,1974,10
46132,Sauter Jr,2.444444,1,1,1,1974,1974,10
46090,Christopher Chatfield,2.888888,1,1,1,1975,1975,10
45665,Oscar Kramer,2.666666,1,2,1,1973,1973,10
40933,Robert Small,2.666666,1,1,1,1975,1975,10
39620,Lampert Shlomo,2.666666,1,1,1,1975,1975,10
37765,Howard Thomas,2.222222,1,1,1,1971,1971,10
37851,Clayton Edward,2.555555,1,1,1,1973,1973,10
55891,A Gilbert,2.111111,1,1,1,1968,1968,10
46768,James Robinson,2.555555,1,1,1,1973,1973,10
47393,Ford Jr,1.888888,1,3,1,1974,1974,10
46710,Robert Collings,2.111111,1,1,1,1975,1975,10
55990,C Channon,1.888888,1,2,1,1970,1970,10
64297,Neil Miller,1.888888,1,3,1,1974,1974,10
56449,Sloan Alfred,1.125,6,7,1,1972,1972,9
52089,Edward Lawler,1.5,5,4,2,1971,1975,9
50702,Robert Pritchard,2.25,4,4,1,1973,1974,9
51645,Richard Hackman,1.375,4,5,1,1971,1975,9
46775,Joseph Mason,1.75,4,4,2,1968,1973,9
50926,Ilgen Daniel,2.625,3,2,1,1974,1975,9
46742,James Terborg,2.25,3,2,1,1975,1975,9
56447,Brice Edward,1.625,2,3,1,1972,1972,9
51496,Lawrence Peters,2.125,2,2,1,1974,1975,9
51577,Gordon O'brien,3.25,2,2,1,1974,1974,9
46761,Edward Smith,1.625,2,3,2,1970,1973,9
38376,B Wilkinson,1.875,2,4,2,1973,1975,9
41128,Danny Bellenger,2.625,1,1,1,1973,1973,9
42529,H Bonfield,2.625,1,2,1,1975,1975,9
38375,Barry Mason,2.625,1,2,1,1975,1975,9
52090,Lloyd Suttle,2.375,1,1,1,1973,1973,9
52124,Bernard Karasick,3.125,1,1,1,1973,1973,9
52031,Thomas Hewett,4.125,1,1,1,1974,1974,9
52043,Douglas Hall,2.375,1,1,1,1974,1974,9
52077,Michael Curtis,3.125,1,1,1,1973,1973,9
55800,Gordon Bloom,2,1,1,1,1972,1972,9
54580,Robert Janson,2,1,3,1,1975,1975,9
54955,G Oldham,2.25,1,1,1,1975,1975,9
46762,Barr Mason,2.125,1,2,1,1973,1973,9
46527,Morris Mayer,2.625,1,1,1,1972,1972,9
51854,Leo De,3.125,1,1,1,1974,1974,9
51285,Greg Oldham,2,1,3,1,1975,1975,9
56069,Thomas Charles,2.625,1,1,1,1968,1968,9
56418,Zannetos Zenon,2,1,1,1,1972,1972,9
56450,Zannelos Zenon,2,1,1,1,1972,1972,9
56453,Sloan Alfed,2.5,1,1,1,1972,1972,9
56454,Menezes Victor,2,1,1,1,1972,1972,9
56455,Lay Colin,2,1,1,1,1972,1972,9
