ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.51539,70,38,13,1965,1993,8123
38635,Arch Woodside,6.276532,48,35,13,1974,1994,8123
39200,Donald Lehmann,5.406426,46,35,15,1972,1994,8123
66010,Dubinsky Alan,5.690593,45,35,14,1979,1994,8123
38634,William Bearden,5.787983,43,25,12,1976,1994,8123
38208,Gilbert Churchill,5.78589,42,32,11,1968,1993,8123
37615,Wayne Desarbo,5.329598,40,43,11,1978,1994,8123
37445,Vijay Mahajan,5.202659,39,47,10,1976,1994,8123
38226,John Farley,5.818025,37,30,12,1968,1994,8123
39839,Yoram Wind,5.485717,36,37,14,1969,1992,8123
40375,John Swan,5.826766,36,33,9,1974,1994,8123
40314,A Parasuraman,5.727283,35,30,11,1977,1994,8123
41545,David Aaker,5.740704,35,19,13,1969,1994,8123
43097,Donald Morrison,5.837232,34,23,8,1965,1994,8123
43358,Richard Staelin,5.652548,33,37,9,1971,1994,8123
39885,William Darden,6.062176,33,26,11,1971,1994,8123
39517,Coskun Samli,6.471558,33,30,11,1969,1994,8123
39031,Morris Holbrook,5.695148,33,23,11,1979,1994,8123
37430,George Zinkhan,6.010957,32,27,12,1983,1994,8123
61626,Venkat Srinivasan,5.854715,32,28,10,1973,1994,8123
40722,Charles Futrell,5.992982,31,20,7,1976,1992,8123
41367,Frank Bass,5.584338,30,31,9,1967,1994,8123
41270,Charles Weinberg,5.837847,29,22,11,1975,1994,8123
41089,Robert Peterson,5.519207,29,22,16,1969,1994,8123
40811,Jesse Teel,6.022408,28,18,10,1976,1994,8123
39738,Robert Green,6.029918,28,21,13,1972,1993,8123
38176,Charles Lamb,6.285643,28,29,10,1977,1993,8123
38597,William Perreault,5.812977,27,22,11,1975,1992,8123
40226,Joseph Bellizzi,6.598497,27,20,8,1980,1994,8123
41354,Roland Rust,5.773085,27,26,9,1979,1994,8123
41464,William Dillon,5.621398,27,28,10,1978,1994,8123
42094,Terence Shimp,5.98424,25,24,9,1976,1994,8123
39779,Claes Fornell,5.634449,25,18,9,1978,1994,8123
39230,John Ryans,7.241319,25,25,12,1968,1991,8123
40687,Roger Kerin,5.477837,25,27,11,1974,1992,8123
40463,Thomas Robertson,5.78392,25,16,10,1968,1993,8123
40593,Gary Lilien,6.171016,24,15,10,1975,1993,8123
