ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,6.382336,39,23,5,1965,1982,1790
38635,Arch Woodside,7.404136,27,20,11,1974,1982,1790
38634,William Bearden,6.652319,25,17,11,1976,1982,1790
38208,Gilbert Churchill,6.807713,25,16,7,1968,1982,1790
39839,Yoram Wind,6.287311,24,22,10,1969,1982,1790
38597,William Perreault,7.458356,23,16,9,1975,1982,1790
38226,John Farley,8.072666,23,17,9,1968,1982,1790
40375,John Swan,6.90721,21,14,8,1974,1982,1790
39885,William Darden,7.269424,20,12,7,1971,1982,1790
39200,Donald Lehmann,7.509223,18,13,6,1972,1982,1790
40811,Jesse Teel,6.88038,17,10,8,1976,1982,1790
42591,Jacob Jacoby,6.9564,17,20,5,1971,1982,1790
43358,Richard Staelin,7.217998,17,18,7,1971,1982,1790
41270,Charles Weinberg,6.548351,16,13,7,1975,1982,1790
41367,Frank Bass,6.391839,16,15,4,1967,1980,1790
41545,David Aaker,6.449413,16,14,8,1969,1982,1790
39738,Robert Green,6.98882,16,12,6,1972,1981,1790
38375,Barry Mason,6.921743,16,15,8,1975,1982,1790
37445,Vijay Mahajan,5.898267,16,20,8,1976,1982,1790
39230,John Ryans,11.202347,15,14,9,1968,1982,1790
39031,Morris Holbrook,7.446059,15,7,6,1979,1982,1790
41133,Noel Capon,8.258803,15,7,5,1972,1982,1790
41089,Robert Peterson,6.235326,15,12,9,1969,1980,1790
40426,Thomas Barry,7.422023,15,12,6,1973,1982,1790
42866,Frank Ronald,6.764673,15,13,2,1964,1979,1790
43097,Donald Morrison,7.178311,15,9,5,1965,1981,1790
40722,Charles Futrell,7.840693,14,8,6,1976,1982,1790
38720,Del Hawkins,8.370039,14,8,7,1972,1981,1790
38687,Richard Durand,6.444941,14,13,7,1975,1982,1790
38077,Ian Mitroff,11.088317,14,6,5,1973,1982,1790
38176,Charles Lamb,7.769144,14,15,6,1977,1982,1790
38161,Richard Olshavsky,6.859139,13,15,5,1972,1982,1790
38449,Parker Lessig,8.204583,13,9,5,1971,1981,1790
37825,Bernard Taylor,9.658468,13,7,4,1976,1982,1790
39517,Coskun Samli,8.659586,13,13,7,1969,1982,1790
41128,Danny Bellenger,7.806036,13,12,5,1973,1982,1790
42169,Fred Reynolds,7.114589,13,8,6,1971,1982,1790
44592,Brian Sternthal,7.087758,13,10,3,1973,1981,1790
45447,William Massy,7.187255,13,9,3,1964,1979,1790
61626,Venkat Srinivasan,6.925097,13,11,6,1973,1982,1790
44625,Robert Blattberg,8.131358,12,9,4,1970,1981,1790
43805,Louis Stern,7.141419,12,11,4,1971,1980,1790
40463,Thomas Robertson,7.183901,12,8,5,1968,1982,1790
40287,Leonard Reid,7.728898,12,9,5,1976,1982,1790
39213,James Hulbert,7.86361,12,8,7,1971,1980,1790
