ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.608009,73,39,13,1965,1995,9065
39200,Donald Lehmann,5.406553,51,44,16,1972,1995,9065
38635,Arch Woodside,6.265114,48,35,13,1974,1994,9065
66010,Dubinsky Alan,5.774933,48,37,14,1979,1995,9065
38634,William Bearden,5.831972,46,29,12,1976,1995,9065
37445,Vijay Mahajan,5.274271,46,52,11,1976,1995,9065
37615,Wayne Desarbo,5.414938,44,45,11,1978,1995,9065
38208,Gilbert Churchill,5.881729,42,32,11,1968,1993,9065
38226,John Farley,5.741284,38,31,13,1968,1995,9065
37430,George Zinkhan,6.071932,37,30,13,1983,1995,9065
43097,Donald Morrison,5.899492,37,28,8,1965,1995,9065
39839,Yoram Wind,5.609112,36,37,14,1969,1992,9065
40375,John Swan,5.948146,36,33,9,1974,1994,9065
40314,A Parasuraman,5.856354,35,30,11,1977,1994,9065
39885,William Darden,6.16229,35,27,11,1971,1995,9065
39031,Morris Holbrook,5.721094,35,24,11,1979,1995,9065
41545,David Aaker,5.845432,35,19,13,1969,1994,9065
43358,Richard Staelin,5.73312,34,37,9,1971,1995,9065
39517,Coskun Samli,6.56763,33,30,11,1969,1994,9065
61626,Venkat Srinivasan,5.949691,32,28,10,1973,1994,9065
40722,Charles Futrell,6.112091,31,20,7,1976,1992,9065
41089,Robert Peterson,5.603596,31,23,17,1969,1995,9065
41354,Roland Rust,5.703331,31,32,11,1979,1995,9065
41367,Frank Bass,5.653684,31,31,9,1967,1995,9065
41270,Charles Weinberg,5.916924,30,22,11,1975,1995,9065
40811,Jesse Teel,6.052515,29,19,10,1976,1995,9065
38176,Charles Lamb,6.400044,29,30,10,1977,1995,9065
39738,Robert Green,6.111319,28,21,13,1972,1993,9065
40593,Gary Lilien,6.012466,27,20,10,1975,1995,9065
40226,Joseph Bellizzi,6.685679,27,20,8,1980,1994,9065
40463,Thomas Robertson,5.889232,27,18,10,1968,1995,9065
38597,William Perreault,5.905008,27,22,11,1975,1992,9065
41464,William Dillon,5.711496,27,28,10,1978,1994,9065
42094,Terence Shimp,6.046447,26,25,9,1976,1995,9065
37777,Roger Calantone,6.043137,26,29,11,1978,1995,9065
39779,Claes Fornell,5.69947,26,18,9,1978,1995,9065
39230,John Ryans,7.27725,26,26,13,1968,1995,9065
40687,Roger Kerin,5.557811,25,27,11,1974,1992,9065
38677,Vithala Rao,5.670785,25,22,12,1969,1995,9065
