ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.521838,79,43,14,1965,1998,12708
39200,Donald Lehmann,5.242228,59,54,17,1972,1999,12708
37615,Wayne Desarbo,5.251042,56,64,12,1978,1999,12708
38635,Arch Woodside,6.205005,53,39,14,1974,1999,12708
38634,William Bearden,5.718501,51,33,13,1976,1998,12708
37445,Vijay Mahajan,5.223892,51,55,12,1976,1998,12708
66010,Dubinsky Alan,5.658298,51,39,15,1979,1997,12708
40375,John Swan,5.879436,43,39,10,1974,1999,12708
38208,Gilbert Churchill,5.850554,42,32,11,1968,1993,12708
38226,John Farley,5.662705,41,32,14,1968,1999,12708
37430,George Zinkhan,5.794994,41,34,13,1983,1999,12708
39031,Morris Holbrook,5.534272,40,33,12,1979,1999,12708
43358,Richard Staelin,5.540804,40,45,9,1971,1999,12708
43097,Donald Morrison,5.676005,39,28,8,1965,1999,12708
40314,A Parasuraman,5.735027,39,32,11,1977,1998,12708
41354,Roland Rust,5.453608,38,39,13,1979,1999,12708
41545,David Aaker,5.694341,37,20,14,1969,1999,12708
39839,Yoram Wind,5.500354,37,37,14,1969,1997,12708
39885,William Darden,6.028094,37,28,11,1971,1998,12708
39517,Coskun Samli,6.236169,37,36,12,1969,1998,12708
61626,Venkat Srinivasan,5.818131,37,32,10,1973,1999,12708
37777,Roger Calantone,5.655386,36,36,15,1978,1999,12708
41270,Charles Weinberg,5.660423,36,30,12,1975,1999,12708
41089,Robert Peterson,5.515149,36,32,17,1969,1999,12708
40722,Charles Futrell,5.993389,33,22,7,1976,1998,12708
41367,Frank Bass,5.597544,33,32,10,1967,1999,12708
41258,Dick Wittink,5.575273,32,38,10,1975,1999,12708
46031,Max Bazerman,6.182025,32,47,6,1981,1999,12708
45147,Morris Michael,6.037144,31,38,10,1984,1999,12708
40463,Thomas Robertson,5.722042,31,22,11,1968,1999,12708
40593,Gary Lilien,5.828834,31,24,10,1975,1999,12708
38176,Charles Lamb,6.200991,31,32,10,1977,1998,12708
