ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,7.290432,30,16,4,1965,1979,879
38635,Arch Woodside,8.720956,22,18,10,1974,1979,879
38208,Gilbert Churchill,9.969248,18,11,5,1968,1979,879
39885,William Darden,10.364464,17,10,6,1971,1979,879
39839,Yoram Wind,7.398633,16,14,6,1969,1979,879
38597,William Perreault,11.321184,16,8,8,1975,1979,879
38634,William Bearden,9.072892,15,11,9,1976,1979,879
38226,John Farley,9.294988,15,12,6,1968,1978,879
42866,Frank Ronald,7.566059,15,13,2,1964,1979,879
42591,Jacob Jacoby,13.142369,14,15,4,1971,1979,879
41089,Robert Peterson,8.019362,13,12,7,1969,1978,879
40375,John Swan,8.569476,13,8,5,1974,1979,879
45447,William Massy,8.211845,13,9,3,1964,1979,879
39738,Robert Green,8.911161,12,10,5,1972,1978,879
41367,Frank Bass,10.269931,12,9,3,1967,1978,879
43158,Ronald Bush,10.04328,11,8,5,1974,1979,879
43358,Richard Staelin,11.497722,11,10,4,1971,1979,879
43805,Louis Stern,10.328018,11,10,4,1971,1979,879
39213,James Hulbert,8.978359,11,7,7,1971,1977,879
40426,Thomas Barry,10.554669,11,10,5,1973,1979,879
40722,Charles Futrell,9.241457,11,7,4,1976,1979,879
40811,Jesse Teel,9.003416,11,7,7,1976,1979,879
38720,Del Hawkins,10.615034,11,7,6,1972,1979,879
38625,John Ivancevich,12.948747,11,8,7,1970,1979,879
38687,Richard Durand,9.579726,10,8,6,1975,1979,879
40891,William Locander,10.220956,10,9,6,1975,1979,879
39200,Donald Lehmann,8.790432,10,8,3,1972,1978,879
43968,Orville Walker,9.799544,10,7,4,1972,1979,879
43216,Philip Kotler,9.718678,10,9,6,1969,1979,879
44592,Brian Sternthal,9.928246,10,9,3,1973,1978,879
44599,John Summers,17.12984,10,6,2,1970,1978,879
41270,Charles Weinberg,9.719817,10,9,6,1975,1979,879
41557,Samuel Craig,10.420273,10,7,4,1973,1979,879
41128,Danny Bellenger,12.34738,10,10,3,1973,1979,879
42169,Fred Reynolds,11.34738,10,5,6,1971,1978,879
42455,George Szybillo,14.101366,10,9,4,1973,1979,879
42865,Arun Jain,7.337129,9,7,4,1972,1978,879
43097,Donald Morrison,8.301822,9,7,3,1965,1977,879
41476,Wilton Anderson,9.903189,9,6,5,1972,1977,879
43967,Neil Ford,10.272209,9,6,2,1970,1979,879
43415,William Cunningham,9.867881,9,7,6,1972,1977,879
38375,Barry Mason,9.626423,9,10,4,1975,1979,879
38176,Charles Lamb,8.92369,9,11,5,1977,1979,879
61626,Venkat Srinivasan,7.874715,9,5,4,1973,1979,879
38677,Vithala Rao,8.274487,8,5,3,1969,1978,879
37445,Vijay Mahajan,7.634396,8,9,6,1976,1979,879
43273,John Howard,9.915717,8,6,6,1971,1976,879
44469,Gerald Albaum,11.410022,8,4,4,1973,1979,879
41421,Dennis Gensch,11.536446,8,7,3,1972,1979,879
42477,Stephen Brown,10.921412,8,7,4,1976,1979,879
42626,Michael Etzel,13.930523,8,4,6,1972,1979,879
46169,Peter Wright,12.853075,7,3,2,1973,1979,879
44795,Allan Shocker,8.219817,7,4,4,1973,1979,879
43003,Dan Robertson,13.291571,7,5,4,1974,1978,879
41173,Warren French,11.320045,7,5,6,1972,1979,879
41133,Noel Capon,9.685649,7,4,5,1972,1979,879
42190,George Moschis,10.963553,7,2,5,1977,1979,879
42114,Bruce Stern,10.095671,7,5,5,1971,1979,879
42254,Jay Klompmaker,9.212984,7,5,5,1976,1979,879
44589,James Bettman,9.822323,7,5,3,1972,1979,879
43254,Ambar Rao,11.457858,7,6,3,1972,1979,879
43898,James Taylor,10.787015,7,6,2,1966,1978,879
40593,Gary Lilien,10.864464,7,4,3,1975,1979,879
40833,Harper Boyd,7.821184,7,7,2,1964,1978,879
38719,James Reinmuth,11.597949,7,4,2,1972,1977,879
39936,Gene Laczniak,9.299544,7,5,3,1977,1979,879
38376,B Wilkinson,10.52164,7,7,4,1973,1979,879
38545,Thomas Bonoma,11.161731,7,4,4,1977,1979,879
38669,Hiram Barksdale,12.296127,7,7,5,1971,1978,879
38748,Michael Geurts,12.589977,7,4,3,1972,1977,879
38746,Richard Hise,12.963553,6,5,5,1976,1979,879
37615,Wayne Desarbo,8.280182,6,3,3,1978,1979,879
39202,Shelby Hunt,9.487471,6,3,4,1972,1978,879
39740,Isabella Cunningham,9.889521,6,2,4,1973,1977,879
40834,Robert Headen,8.431662,6,4,4,1976,1979,879
40848,James Ginter,9.570615,6,6,5,1972,1979,879
40916,Gerald Zaltman,10.171981,6,3,3,1974,1977,879
40934,Larry Rosenberg,11.310933,6,4,5,1971,1977,879
40687,Roger Kerin,8.922551,6,6,5,1974,1979,879
43673,Thomas Kinnear,11.783599,6,2,2,1973,1979,879
