ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.543615,80,43,14,1965,2000,13597
39200,Donald Lehmann,5.196969,60,55,17,1972,2000,13597
37615,Wayne Desarbo,5.267505,56,64,12,1978,1999,13597
37445,Vijay Mahajan,5.22889,54,57,12,1976,2000,13597
38635,Arch Woodside,6.217416,53,39,14,1974,1999,13597
66010,Dubinsky Alan,5.665563,53,41,15,1979,2000,13597
38634,William Bearden,5.716019,51,33,13,1976,1998,13597
38226,John Farley,5.612238,44,35,16,1968,2000,13597
37777,Roger Calantone,5.578184,43,47,15,1978,2000,13597
40375,John Swan,5.859076,43,39,10,1974,1999,13597
37430,George Zinkhan,5.779346,42,35,13,1983,2000,13597
38208,Gilbert Churchill,5.838776,42,32,11,1968,1993,13597
39031,Morris Holbrook,5.524051,41,33,12,1979,2000,13597
40314,A Parasuraman,5.694395,41,32,11,1977,2000,13597
41354,Roland Rust,5.377463,41,41,13,1979,2000,13597
43358,Richard Staelin,5.521035,41,47,9,1971,2000,13597
43097,Donald Morrison,5.687408,39,28,8,1965,1999,13597
41545,David Aaker,5.665784,38,20,14,1969,2000,13597
39839,Yoram Wind,5.499632,38,37,14,1969,2000,13597
39885,William Darden,6.005075,38,29,12,1971,2000,13597
61626,Venkat Srinivasan,5.812591,38,33,11,1973,2000,13597
39517,Coskun Samli,6.204324,37,36,12,1969,1998,13597
41270,Charles Weinberg,5.588555,37,31,12,1975,2000,13597
41089,Robert Peterson,5.511547,36,32,17,1969,1999,13597
41258,Dick Wittink,5.559282,35,39,10,1975,2000,13597
41367,Frank Bass,5.590026,35,35,10,1967,2000,13597
40722,Charles Futrell,5.958664,33,22,7,1976,1998,13597
45147,Morris Michael,5.797219,33,40,11,1984,2000,13597
46031,Max Bazerman,6.160561,32,47,6,1981,1999,13597
40796,C Ferrell,5.97992,32,31,10,1977,2000,13597
40593,Gary Lilien,5.828478,32,24,10,1975,2000,13597
40463,Thomas Robertson,5.726316,31,22,11,1968,1999,13597
38176,Charles Lamb,6.182185,31,32,10,1977,1998,13597
38677,Vithala Rao,5.49463,31,44,12,1969,2000,13597
38722,Paul Farris,5.89894,31,24,11,1975,2000,13597
50263,Sumantra Ghoshal,8.293983,31,11,7,1986,2000,13597
41464,William Dillon,5.489923,30,29,10,1978,2000,13597
42094,Terence Shimp,5.794204,30,30,11,1976,2000,13597
70520,Tamer Salih,6.540305,30,26,9,1979,2000,13597
41261,Wagner Kamakura,5.386363,29,44,10,1984,2000,13597
41248,Jan Steenkamp,5.998749,29,20,8,1989,2000,13597
41230,Richard Bagozzi,5.465578,29,30,11,1978,2000,13597
40445,Scot Burton,6.255442,29,21,13,1987,2000,13597
40687,Roger Kerin,5.407693,29,30,13,1974,2000,13597
40695,Grewal Dhruv,5.806781,29,29,10,1988,2000,13597
40811,Jesse Teel,6.021403,29,19,10,1976,1995,13597
39202,Shelby Hunt,6.025375,29,21,11,1972,2000,13597
39230,John Ryans,6.471829,29,32,14,1968,2000,13597
38811,Michel Wedel,5.809429,29,33,10,1989,2000,13597
39779,Claes Fornell,5.550456,29,22,9,1978,1997,13597
39738,Robert Green,5.948955,29,22,13,1972,1996,13597
45286,Jehoshua Eliashberg,5.561194,29,30,5,1978,2000,13597
40226,Joseph Bellizzi,6.558325,28,20,8,1980,1998,13597
38597,William Perreault,5.806854,28,23,11,1975,1999,13597
41199,Michael Song,6.169682,28,20,10,1991,2000,13597
41688,John Quelch,5.987937,28,26,8,1981,2000,13597
43214,Robert Lusch,5.867461,28,23,9,1976,1997,13597
42591,Jacob Jacoby,5.87305,28,28,7,1971,2000,13597
37701,William Moore,5.651,27,25,10,1979,1999,13597
37702,Louviere Jordan,5.550823,27,47,11,1981,2000,13597
39832,Asc Ehrenberg,6.956531,27,17,10,1965,2000,13597
39929,Kotabe Masaaki,5.928067,26,21,11,1989,2000,13597
40281,Lawrence Chonko,6.147102,26,23,8,1983,2000,13597
40178,Alan Bush,6.152544,26,19,12,1983,2000,13597
38546,Wesley Johnston,6.177331,26,21,10,1977,1999,13597
41213,Rajan Varadarajan,5.738967,26,23,8,1985,1999,13597
44592,Brian Sternthal,6.060385,26,18,4,1973,1999,13597
53053,K Prahalad,6.479185,26,9,5,1976,2000,13597
56839,Diener Ed,8.003015,25,27,1,1986,2000,13597
44589,James Bettman,5.822153,25,15,6,1972,2000,13597
44676,John Hauser,5.681818,25,20,8,1979,2000,13597
44909,Barbara Kahn,5.435716,25,44,6,1986,1999,13597
41168,Betsy Gelb,6.429685,25,20,9,1973,2000,13597
41128,Danny Bellenger,6.008237,25,24,10,1973,1997,13597
41569,John Graham,6.075169,25,34,16,1983,1999,13597
40453,Paul Herbig,6.604295,25,18,5,1990,1997,13597
40287,Leonard Reid,6.507355,25,20,8,1976,1999,13597
40244,James Lumpkin,6.497499,25,18,9,1982,1998,13597
66528,Weitz Barton,5.77817,25,24,9,1977,1999,13597
40175,Donald Jackson,6.438584,24,28,10,1975,2000,13597
39044,Pitt Leyland,6.334142,24,16,10,1985,1999,13597
39350,David Shipley,6.948146,24,22,9,1985,2000,13597
41041,George Day,5.57561,24,23,10,1971,2000,13597
41133,Noel Capon,5.990364,24,15,9,1972,1996,13597
42597,Richard Oliver,5.508605,24,21,10,1977,2000,13597
42704,Winer Russell,5.379082,24,32,10,1979,1999,13597
42064,David Stewart,6.101426,23,19,8,1981,2000,13597
42184,Richard Netemeyer,6.139305,23,17,11,1989,2000,13597
42477,Stephen Brown,6.179832,23,22,10,1976,2000,13597
41557,Samuel Craig,5.997867,23,12,9,1973,2000,13597
40620,Fred Morgan,6.673359,23,17,9,1979,1999,13597
39233,Erdener Kaynak,6.701235,23,22,9,1981,2000,13597
39027,Jagdish Sheth,5.815828,23,23,10,1968,2000,13597
39123,Graham Hooley,7.027949,23,23,10,1984,2000,13597
38967,David Cravens,6.311782,23,16,10,1973,2000,13597
40220,Thomas Ingram,5.996395,23,23,10,1982,2000,13597
39993,Robert Cooper,6.327228,23,10,7,1977,1999,13597
40075,Raaij Van,6.790232,23,13,7,1981,1998,13597
38161,Richard Olshavsky,6.032803,23,23,9,1972,1997,13597
38375,Barry Mason,6.354516,23,25,10,1975,1995,13597
37734,Droge Cornelia,6.317593,23,16,9,1985,2000,13597
45270,Leonard Berry,6.253236,23,15,8,1976,2000,13597
45100,Birger Wernerfelt,5.773389,23,17,6,1985,2000,13597
43254,Ambar Rao,6.008899,23,26,6,1972,1997,13597
43968,Orville Walker,6.22764,23,19,8,1972,1999,13597
44795,Allan Shocker,5.419093,22,36,8,1973,2000,13597
46169,Peter Wright,6.625625,22,21,7,1973,1999,13597
45892,Shelby Mcintyre,6.17358,22,20,8,1977,2000,13597
47634,Neale Margaret,6.706457,22,21,1,1985,1998,13597
40311,Steven Skinner,6.070167,22,17,8,1980,1999,13597
39670,Doyle Peter,6.881288,22,13,12,1975,1998,13597
40570,Michael Levy,5.803324,22,15,8,1980,2000,13597
40659,Marvin Jolson,6.135481,22,19,9,1971,1997,13597
40469,Michael Latour,6.456899,22,21,9,1988,2000,13597
41018,Whan Park,5.85812,22,22,6,1977,2000,13597
41554,Kannan Srinivasan,5.735657,22,25,8,1990,1999,13597
41496,Mark Parry,6.062959,22,8,10,1990,2000,13597
41228,V Kumar,5.630258,22,19,10,1988,2000,13597
56874,Jeff Greenberg,9.501397,22,25,1,1986,2000,13597
50974,Lee Beach,6.509193,22,30,2,1976,1999,13597
49759,Hau Lee,6.423801,22,21,4,1985,2000,13597
52535,Christopher Bartlett,7.385333,21,5,6,1981,2000,13597
41086,Darrel Muehling,6.332524,21,15,9,1983,1998,13597
41178,David Wilemon,6.823551,21,15,7,1970,1998,13597
41486,Hubert Gatignon,5.800161,21,16,8,1984,1998,13597
41062,Robert Hite,6.822889,21,9,9,1985,1992,13597
40964,Subhash Sharma,5.524492,21,30,7,1980,1999,13597
40426,Thomas Barry,6.032436,21,18,8,1973,1993,13597
39240,Jobber David,7.223448,21,20,9,1979,2000,13597
37530,Gregory Northcraft,6.915416,21,16,3,1984,1999,13597
38725,Peter Dickson,5.671668,21,21,9,1978,2000,13597
44738,John Lynch,5.526037,21,37,7,1982,2000,13597
43274,David Ricks,6.491026,21,19,5,1971,1994,13597
44469,Gerald Albaum,5.984112,21,16,11,1973,1998,13597
66701,David Schmittlein,5.650632,21,15,8,1980,2000,13597
65984,Wayne Hoyer,5.772212,20,21,8,1982,2000,13597
44703,Alice Tybout,5.756693,20,15,5,1974,1999,13597
44599,John Summers,6.170711,20,15,4,1970,2000,13597
43805,Louis Stern,5.899529,20,20,5,1971,1995,13597
44769,Richard Petty,7.247719,20,22,4,1983,2000,13597
44812,Eric Johnson,5.480876,20,29,6,1984,1999,13597
45676,Ian Macmillan,6.318108,20,16,7,1982,1998,13597
38185,Mitchell Terence,7.37533,20,13,3,1976,1999,13597
37765,Howard Thomas,7.308031,20,18,7,1971,1996,13597
39138,Diamantopoulos Adamantios,7.935127,20,19,7,1986,1999,13597
39439,Ugur Yavas,6.271256,20,18,8,1977,1995,13597
40286,Lawrence Soley,6.111724,20,13,7,1980,1994,13597
41436,Sh Peter,6.258826,20,21,6,1982,2000,13597
41296,Naresh Malhotra,5.542512,20,28,8,1979,2000,13597
41400,Eitan Muller,5.629523,20,24,7,1978,2000,13597
42486,Gerard Tellis,6.024271,20,15,8,1981,2000,13597
42376,Naveen Donthu,5.875698,20,20,11,1986,2000,13597
41882,Steven Wheelwright,6.634819,20,13,6,1976,1995,13597
42868,David Reibstein,5.629302,20,24,9,1979,2000,13597
50671,Frank Yates,7.486098,20,24,1,1975,1998,13597
51000,Tory Higgins,7.327081,19,28,2,1986,2000,13597
42600,Jerome Kernan,6.031038,19,15,8,1972,1995,13597
43151,Scott Neslin,5.832744,19,29,8,1983,1999,13597
41883,Kim Clark,7.292291,19,11,5,1980,1997,13597
42398,Myron Gable,6.834951,19,19,6,1974,1996,13597
42496,Robert Leone,5.720579,19,16,7,1980,1998,13597
42190,George Moschis,6.309796,19,15,9,1977,1998,13597
42337,Donald Lichtenstein,6.165048,19,14,9,1984,1999,13597
41173,Warren French,5.948367,19,21,11,1972,1997,13597
41192,Lynn Kahle,6.573477,19,11,10,1985,2000,13597
41066,Rajendra Srivastava,5.479185,19,22,9,1979,2000,13597
41518,Russell Belk,6.1713,19,22,5,1980,1998,13597
41589,Erin Anderson,5.773242,19,16,9,1986,1999,13597
41609,Lakshman Krishnamurthi,6.008458,19,15,7,1982,1999,13597
40420,Arun Sharma,5.869961,19,17,7,1990,2000,13597
40801,Souder Wm,6.360179,19,20,3,1976,2000,13597
40891,William Locander,6.352603,19,18,8,1975,1998,13597
40229,James Barnes,6.335539,19,32,11,1980,1998,13597
39864,John Hill,6.481244,19,12,11,1984,2000,13597
39433,Rajshekhar Javalgi,6.147764,19,23,10,1987,2000,13597
38708,John Mowen,6.023977,19,22,12,1980,2000,13597
38578,Pradeep Chintagunta,5.829655,19,21,8,1991,2000,13597
43537,Monroe Kent,6.13401,19,19,7,1975,1999,13597
44677,Glen Urban,5.937187,19,18,7,1970,2000,13597
44660,Paul Bloom,6.455207,19,20,8,1973,2000,13597
