ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.330061,83,46,15,1965,2003,17319
39200,Donald Lehmann,4.899757,77,74,20,1972,2004,17319
66010,Dubinsky Alan,5.290737,66,52,19,1979,2004,17319
37445,Vijay Mahajan,5.070562,64,68,13,1976,2004,17319
37615,Wayne Desarbo,5.052315,62,69,13,1978,2002,17319
38634,William Bearden,5.521018,60,39,13,1976,2004,17319
38635,Arch Woodside,5.845363,60,44,14,1974,2003,17319
37430,George Zinkhan,5.385725,58,53,19,1983,2004,17319
37777,Roger Calantone,5.296974,55,56,17,1978,2004,17319
41354,Roland Rust,5.039207,49,54,15,1979,2004,17319
39031,Morris Holbrook,5.180505,48,41,14,1979,2003,17319
38226,John Farley,5.345594,48,38,17,1968,2004,17319
40314,A Parasuraman,5.296627,47,39,13,1977,2004,17319
40375,John Swan,5.671902,45,42,10,1974,2002,17319
43358,Richard Staelin,5.216075,44,53,10,1971,2002,17319
38811,Michel Wedel,5.520903,43,44,11,1989,2004,17319
61626,Venkat Srinivasan,5.578473,43,36,11,1973,2004,17319
41258,Dick Wittink,5.349693,42,45,10,1975,2004,17319
38208,Gilbert Churchill,5.692516,42,32,11,1968,1993,17319
43097,Donald Morrison,5.398891,42,29,9,1965,2004,17319
70520,Tamer Salih,5.744081,42,41,11,1979,2004,17319
41089,Robert Peterson,5.341378,40,35,18,1969,2003,17319
41270,Charles Weinberg,5.356218,40,33,13,1975,2004,17319
41545,David Aaker,5.511433,39,20,14,1969,2001,17319
39839,Yoram Wind,5.320244,39,38,14,1969,2002,17319
40695,Grewal Dhruv,5.288716,39,39,11,1988,2004,17319
39044,Pitt Leyland,5.82521,39,26,12,1985,2004,17319
39517,Coskun Samli,5.853966,39,38,13,1969,2002,17319
39885,William Darden,5.89456,38,29,12,1971,2000,17319
50263,Sumantra Ghoshal,7.693555,38,13,7,1986,2004,17319
41248,Jan Steenkamp,5.739923,37,26,11,1989,2004,17319
41367,Frank Bass,5.364303,37,38,11,1967,2004,17319
40796,C Ferrell,5.673518,37,31,10,1977,2004,17319
40593,Gary Lilien,5.62588,37,32,10,1975,2004,17319
46031,Max Bazerman,5.810024,37,51,6,1981,2003,17319
41261,Wagner Kamakura,5.167802,36,50,12,1984,2004,17319
40445,Scot Burton,5.923201,35,31,14,1987,2004,17319
38967,David Cravens,5.993301,35,20,12,1973,2004,17319
39202,Shelby Hunt,5.772433,35,25,13,1972,2003,17319
41230,Richard Bagozzi,5.288774,34,32,11,1978,2004,17319
41199,Michael Song,5.833872,34,26,11,1991,2003,17319
39138,Diamantopoulos Adamantios,6.35056,34,35,9,1986,2004,17319
38677,Vithala Rao,5.305,34,48,12,1969,2004,17319
45147,Morris Michael,5.443411,34,40,12,1984,2001,17319
38546,Wesley Johnston,5.718212,33,34,10,1977,2004,17319
39230,John Ryans,6.123744,33,33,14,1968,2004,17319
40722,Charles Futrell,5.722427,33,22,7,1976,1998,17319
40281,Lawrence Chonko,5.727913,33,28,8,1983,2004,17319
42094,Terence Shimp,5.451726,33,32,12,1976,2004,17319
39929,Kotabe Masaaki,5.628652,33,26,11,1989,2004,17319
40463,Thomas Robertson,5.536031,32,23,11,1968,2002,17319
41228,V Kumar,5.392135,32,28,13,1988,2004,17319
41554,Kannan Srinivasan,5.527428,32,36,9,1990,2004,17319
41688,John Quelch,5.643607,32,33,8,1981,2004,17319
38176,Charles Lamb,5.911941,32,32,10,1977,2003,17319
38722,Paul Farris,5.725834,32,24,12,1975,2001,17319
37702,Louviere Jordan,5.253955,31,52,11,1981,2004,17319
42184,Richard Netemeyer,5.918524,31,24,13,1989,2004,17319
41464,William Dillon,5.267294,31,31,10,1978,2001,17319
39738,Robert Green,5.726238,31,23,13,1972,2002,17319
43214,Robert Lusch,5.648804,31,25,10,1976,2004,17319
44589,James Bettman,5.614909,31,15,6,1972,2001,17319
44909,Barbara Kahn,5.114505,31,51,6,1986,2004,17319
45286,Jehoshua Eliashberg,5.363205,31,32,5,1978,2003,17319
44676,John Hauser,5.316433,30,26,8,1979,2004,17319
39779,Claes Fornell,5.349289,30,23,9,1978,2004,17319
40687,Roger Kerin,5.226354,30,32,14,1974,2001,17319
41213,Rajan Varadarajan,5.473495,30,27,8,1985,2003,17319
40226,Joseph Bellizzi,6.315625,30,21,9,1980,2004,17319
41128,Danny Bellenger,5.666416,30,31,12,1973,2004,17319
53053,K Prahalad,6.282711,30,10,5,1976,2003,17319
56839,Diener Ed,6.787446,30,33,1,1986,2004,17319
41168,Betsy Gelb,6.015244,29,22,9,1973,2003,17319
40811,Jesse Teel,5.82267,29,19,10,1976,1995,17319
41569,John Graham,5.75153,29,38,16,1983,2004,17319
42591,Jacob Jacoby,5.675482,29,30,7,1971,2002,17319
37701,William Moore,5.381799,29,27,11,1979,2002,17319
37734,Droge Cornelia,6.06704,29,22,11,1985,2004,17319
43968,Orville Walker,6.051045,29,20,8,1972,2004,17319
44592,Brian Sternthal,5.784386,29,21,5,1973,2004,17319
43254,Ambar Rao,5.59851,28,34,7,1972,2003,17319
