ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.62426,66,36,13,1965,1991,5747
38635,Arch Woodside,6.152975,42,30,12,1974,1991,5747
38208,Gilbert Churchill,6.078663,40,31,11,1968,1990,5747
38634,William Bearden,5.704838,39,25,11,1976,1991,5747
66010,Dubinsky Alan,5.679081,37,32,11,1979,1991,5747
39200,Donald Lehmann,5.730247,36,26,12,1972,1991,5747
37445,Vijay Mahajan,5.12252,35,45,10,1976,1991,5747
39839,Yoram Wind,5.416115,35,37,14,1969,1990,5747
40375,John Swan,5.835537,34,29,9,1974,1991,5747
38226,John Farley,6.023146,34,28,12,1968,1991,5747
43097,Donald Morrison,6.11608,31,19,8,1965,1991,5747
39885,William Darden,6.278628,30,25,9,1971,1991,5747
40722,Charles Futrell,6.019839,30,19,7,1976,1990,5747
40314,A Parasuraman,5.831012,29,28,11,1977,1991,5747
41545,David Aaker,5.793943,29,19,11,1969,1990,5747
37615,Wayne Desarbo,5.498607,29,27,10,1978,1991,5747
39031,Morris Holbrook,5.815001,29,21,9,1979,1991,5747
39517,Coskun Samli,6.710929,27,26,10,1969,1991,5747
39738,Robert Green,6.112774,27,21,12,1972,1991,5747
38176,Charles Lamb,6.282109,27,28,10,1977,1991,5747
41270,Charles Weinberg,5.730247,27,22,10,1975,1991,5747
43358,Richard Staelin,5.635572,27,31,8,1971,1990,5747
41367,Frank Bass,5.449008,26,28,8,1967,1990,5747
38597,William Perreault,6.383745,26,20,10,1975,1989,5747
61626,Venkat Srinivasan,5.855725,26,25,8,1973,1991,5747
39230,John Ryans,7.856595,25,25,12,1968,1991,5747
40226,Joseph Bellizzi,6.578315,25,19,7,1980,1991,5747
40811,Jesse Teel,6.065784,25,17,8,1976,1989,5747
41464,William Dillon,5.851026,24,19,9,1978,1990,5747
40463,Thomas Robertson,5.70884,23,15,9,1968,1991,5747
37430,George Zinkhan,6.10442,23,19,10,1983,1991,5747
42591,Jacob Jacoby,6.140445,23,23,6,1971,1990,5747
44592,Brian Sternthal,6.158719,22,16,3,1973,1991,5747
38375,Barry Mason,6.306822,22,24,9,1975,1990,5747
40593,Gary Lilien,6.206926,22,14,9,1975,1991,5747
40687,Roger Kerin,5.534632,22,23,11,1974,1991,5747
41089,Robert Peterson,5.591193,22,17,14,1969,1991,5747
41128,Danny Bellenger,6.029585,22,20,9,1973,1989,5747
41133,Noel Capon,6.408109,22,14,8,1972,1990,5747
40287,Leonard Reid,6.855899,21,17,8,1976,1991,5747
38677,Vithala Rao,5.650365,21,18,11,1969,1991,5747
39779,Claes Fornell,5.854333,21,14,7,1978,1991,5747
43214,Robert Lusch,6.042812,21,15,8,1976,1991,5747
37701,William Moore,5.825443,20,15,8,1979,1990,5747
40426,Thomas Barry,5.987121,20,17,8,1973,1990,5747
41062,Robert Hite,6.757222,20,9,8,1985,1991,5747
42094,Terence Shimp,5.980682,20,19,8,1976,1991,5747
42064,David Stewart,6.113122,19,17,6,1981,1991,5747
39832,Asc Ehrenberg,8.519143,19,10,8,1965,1990,5747
44589,James Bettman,6.08371,19,13,6,1972,1991,5747
44599,John Summers,6.514444,18,12,3,1970,1991,5747
43968,Orville Walker,6.472502,18,13,6,1972,1987,5747
40286,Lawrence Soley,6.957187,18,10,6,1980,1988,5747
40175,Donald Jackson,6.996171,18,20,10,1975,1989,5747
41688,John Quelch,6.230073,18,16,7,1981,1991,5747
39670,Doyle Peter,6.992168,18,11,11,1975,1990,5747
39202,Shelby Hunt,6.338148,18,11,11,1972,1991,5747
