ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.450254,80,43,14,1965,2000,14344
39200,Donald Lehmann,5.085546,69,64,19,1972,2001,14344
37615,Wayne Desarbo,5.168653,59,67,13,1978,2001,14344
38635,Arch Woodside,6.059332,57,41,14,1974,2001,14344
37445,Vijay Mahajan,5.163982,56,58,12,1976,2001,14344
66010,Dubinsky Alan,5.591508,56,41,15,1979,2001,14344
38634,William Bearden,5.621696,55,37,13,1976,2001,14344
38226,John Farley,5.527086,45,35,17,1968,2001,14344
37777,Roger Calantone,5.488182,45,48,15,1978,2001,14344
40375,John Swan,5.777591,44,41,10,1974,2001,14344
39031,Morris Holbrook,5.445931,43,36,13,1979,2001,14344
43358,Richard Staelin,5.455483,43,49,10,1971,2001,14344
37430,George Zinkhan,5.725092,42,35,13,1983,2000,14344
38208,Gilbert Churchill,5.79042,42,32,11,1968,1993,14344
41354,Roland Rust,5.255037,42,43,13,1979,2001,14344
40314,A Parasuraman,5.607264,41,32,11,1977,2000,14344
43097,Donald Morrison,5.597015,40,29,9,1965,2001,14344
41545,David Aaker,5.625461,39,20,14,1969,2001,14344
41258,Dick Wittink,5.502893,38,40,10,1975,2001,14344
39517,Coskun Samli,6.123056,38,37,12,1969,2001,14344
39839,Yoram Wind,5.432057,38,37,14,1969,2000,14344
39885,William Darden,5.969462,38,29,12,1971,2000,14344
61626,Venkat Srinivasan,5.748518,38,33,11,1973,2000,14344
41270,Charles Weinberg,5.509865,37,31,12,1975,2000,14344
41089,Robert Peterson,5.442097,37,33,17,1969,2001,14344
41367,Frank Bass,5.516558,35,35,10,1967,2000,14344
40796,C Ferrell,5.878547,34,31,10,1977,2001,14344
45147,Morris Michael,5.6781,34,40,12,1984,2001,14344
46031,Max Bazerman,6.006972,33,48,6,1981,2001,14344
40722,Charles Futrell,5.891026,33,22,7,1976,1998,14344
40593,Gary Lilien,5.770759,32,24,10,1975,2000,14344
38722,Paul Farris,5.816356,32,24,12,1975,2001,14344
38811,Michel Wedel,5.710939,32,36,10,1989,2001,14344
38677,Vithala Rao,5.420553,32,46,12,1969,2001,14344
38176,Charles Lamb,6.022031,31,32,10,1977,1998,14344
39202,Shelby Hunt,5.938088,31,23,12,1972,2001,14344
40463,Thomas Robertson,5.646796,31,22,11,1968,1999,14344
41464,William Dillon,5.391131,31,31,10,1978,2001,14344
41248,Jan Steenkamp,5.936484,31,23,9,1989,2001,14344
