ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.455264,68,38,13,1965,1992,6450
38635,Arch Woodside,6.169793,45,32,12,1974,1992,6450
38634,William Bearden,5.654054,42,25,12,1976,1992,6450
38208,Gilbert Churchill,5.84168,40,31,11,1968,1990,6450
66010,Dubinsky Alan,5.587688,40,33,12,1979,1992,6450
39200,Donald Lehmann,5.545665,38,28,13,1972,1992,6450
37445,Vijay Mahajan,5.118312,36,45,10,1976,1992,6450
39839,Yoram Wind,5.397891,36,37,14,1969,1992,6450
38226,John Farley,5.923864,35,28,12,1968,1992,6450
40375,John Swan,5.806791,34,29,9,1974,1991,6450
37615,Wayne Desarbo,5.461932,33,31,10,1978,1992,6450
40722,Charles Futrell,5.931927,31,20,7,1976,1992,6450
41545,David Aaker,5.66677,31,19,12,1969,1992,6450
43097,Donald Morrison,5.949449,31,19,8,1965,1991,6450
39517,Coskun Samli,6.547836,30,28,11,1969,1992,6450
39885,William Darden,6.020778,30,25,9,1971,1991,6450
40314,A Parasuraman,5.734842,29,28,11,1977,1991,6450
39031,Morris Holbrook,5.739494,29,21,9,1979,1991,6450
41270,Charles Weinberg,5.716855,28,22,10,1975,1992,6450
61626,Venkat Srinivasan,5.805551,28,25,8,1973,1992,6450
41367,Frank Bass,5.475577,27,28,9,1967,1992,6450
40811,Jesse Teel,5.990075,27,18,9,1976,1992,6450
39738,Robert Green,6.058303,27,21,12,1972,1991,6450
38597,William Perreault,5.765855,27,22,11,1975,1992,6450
37430,George Zinkhan,6.006512,27,23,12,1983,1992,6450
38176,Charles Lamb,6.227942,27,28,10,1977,1991,6450
43358,Richard Staelin,5.601488,27,31,8,1971,1990,6450
40226,Joseph Bellizzi,6.591254,26,19,8,1980,1992,6450
41089,Robert Peterson,5.510931,26,21,15,1969,1992,6450
41464,William Dillon,5.882927,25,19,9,1978,1992,6450
40687,Roger Kerin,5.346255,25,27,11,1974,1992,6450
39230,John Ryans,7.767405,25,25,12,1968,1991,6450
40463,Thomas Robertson,5.698557,23,15,9,1968,1991,6450
40593,Gary Lilien,6.159249,23,14,10,1975,1992,6450
39779,Claes Fornell,5.647542,23,17,9,1978,1992,6450
41133,Noel Capon,6.222825,23,15,8,1972,1992,6450
43214,Robert Lusch,5.808807,23,19,8,1976,1992,6450
42591,Jacob Jacoby,5.993022,23,23,6,1971,1990,6450
42094,Terence Shimp,5.971778,22,20,8,1976,1992,6450
44592,Brian Sternthal,6.130097,22,16,3,1973,1991,6450
41128,Danny Bellenger,5.992556,22,20,9,1973,1989,6450
38375,Barry Mason,6.279733,22,24,9,1975,1990,6450
38677,Vithala Rao,5.597767,21,18,11,1969,1991,6450
37701,William Moore,5.706621,21,17,8,1979,1992,6450
41062,Robert Hite,6.769731,21,9,9,1985,1992,6450
40287,Leonard Reid,6.708171,21,17,8,1976,1991,6450
40426,Thomas Barry,5.947278,20,17,8,1973,1990,6450
39670,Doyle Peter,7.027446,20,12,11,1975,1992,6450
38722,Paul Farris,6.103892,20,17,7,1975,1992,6450
39202,Shelby Hunt,6.005737,20,14,11,1972,1992,6450
42064,David Stewart,6.147154,20,18,6,1981,1992,6450
43805,Louis Stern,6.034734,19,19,5,1971,1992,6450
