ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
42591,Jacob Jacoby,12.728723,12,12,4,1971,1977,189
41089,Robert Peterson,8.170212,12,12,6,1969,1977,189
39738,Robert Green,8.941489,11,8,5,1972,1977,189
40375,John Swan,7.962765,10,7,4,1974,1977,189
40426,Thomas Barry,10.452127,10,10,5,1973,1977,189
41367,Frank Bass,9.414893,9,7,3,1967,1976,189
41476,Wilton Anderson,9.765957,9,6,5,1972,1977,189
43415,William Cunningham,9.739361,9,7,6,1972,1977,189
43158,Ronald Bush,9.473404,7,5,5,1974,1977,189
39740,Isabella Cunningham,9.840425,6,2,4,1973,1977,189
42781,Kelly Shuptrine,10.05851,6,5,4,1974,1977,189
42114,Bruce Stern,10.425531,6,4,5,1971,1977,189
56005,Bruce Grady,9.303191,5,3,1,1970,1972,189
42455,George Szybillo,13.611702,5,6,4,1973,1977,189
42793,Albert Bruno,12.425531,5,4,4,1974,1976,189
41182,Ronald Dornoff,7.760638,5,6,3,1972,1977,189
41045,Ronald Tatham,8.595744,5,4,4,1973,1976,189
40538,David Wilson,14.143617,5,4,4,1972,1977,189
40687,Roger Kerin,8.898936,5,4,4,1974,1977,189
40722,Charles Futrell,8.393617,5,3,2,1976,1977,189
40149,Michael Harvey,9.659574,5,3,2,1974,1977,189
45793,Eli Cox,10.702127,5,3,3,1974,1977,189
45468,M Venkatesan,8.484042,5,4,1,1968,1976,189
45417,Robert Buzzell,11.287234,5,5,2,1965,1975,189
44640,Frederick Sturdivant,11.265957,5,6,5,1973,1977,189
44434,Edgar Pessemier,10.553191,5,5,2,1967,1973,189
43302,Paul Hamelman,11.654255,4,3,4,1972,1976,189
44674,William Wilkie,11.25,4,4,2,1973,1975,189
44614,Peter Bennett,9.914893,4,3,2,1969,1975,189
45690,Edward Mazze,12.627659,4,3,2,1972,1974,189
38306,Albert Wildt,13.398936,4,3,3,1968,1977,189
38176,Charles Lamb,7.845744,4,7,4,1977,1977,189
40985,Lee Mathews,14.148936,4,3,4,1972,1977,189
42806,Richard Hansen,10.515957,4,5,4,1972,1976,189
42748,Wells William,17.425531,4,3,1,1965,1967,189
42600,Jerome Kernan,8.329787,4,4,1,1972,1977,189
42583,Paul Solomon,10.430851,4,4,4,1975,1977,189
43152,Darral Clarke,10.335106,4,3,2,1972,1976,189
42103,Mark Alpert,9.005319,4,3,3,1972,1975,189
56207,Pruden Henry,9.101063,4,4,2,1971,1977,189
56274,Eugene Klippel,12.255319,3,3,2,1974,1976,189
56006,Witt Robert,10.297872,3,1,1,1970,1972,189
56068,Lonsdale Ronald,10.175531,3,3,1,1966,1968,189
56098,Lo Leonard,16.452127,3,2,1,1966,1967,189
55920,Fohn Monoky,13.18617,3,4,3,1972,1977,189
42478,Robert Chestnut,13.702127,3,3,2,1977,1977,189
42382,Alan Resnik,11.420212,3,1,2,1977,1977,189
41074,William Crissy,10.712765,3,3,3,1967,1976,189
41258,Dick Wittink,10.398936,3,2,1,1975,1976,189
40522,Thomas Hustad,11.484042,3,2,2,1973,1975,189
38684,Jean Weber,11.489361,3,3,3,1972,1977,189
37445,Vijay Mahajan,9.132978,3,4,3,1976,1977,189
39027,Jagdish Sheth,8.776595,3,3,2,1968,1973,189
40007,Chatrathi Rao,8.93617,3,3,3,1974,1975,189
46023,Richard Nordstrom,8.946808,3,2,2,1976,1977,189
46151,Richard Heslin,14.542553,3,3,1,1970,1973,189
45590,Eric Langeard,9.930851,3,2,2,1974,1975,189
44598,Carol Berning,13.659574,3,3,2,1974,1977,189
43668,Douglas Tigert,9.962765,3,5,2,1967,1973,189
44443,Wayne Talarzyk,9.090425,2,2,1,1972,1972,189
43360,Richard Cardozo,10.127659,2,2,2,1971,1973,189
43366,Robert Anderson,11.345744,2,3,1,1975,1976,189
43354,James Cagley,9.143617,2,2,1,1971,1973,189
44600,Donald Speller,13.723404,2,1,2,1974,1974,189
44791,Peter Reingen,9.324468,2,1,1,1977,1977,189
44639,Kenneth Miller,12.25,2,2,2,1977,1977,189
46048,G Samuelson,11.053191,2,1,1,1976,1976,189
46007,William Cummings,9.478723,2,1,1,1976,1976,189
45488,Phillip White,9.93617,2,1,1,1975,1976,189
45632,Robert Hisrich,7.973404,2,3,2,1972,1974,189
45633,Michael Peters,8.223404,2,2,2,1973,1974,189
45645,Russell Moore,10.723404,2,2,2,1971,1974,189
39716,James Mcneal,8.829787,2,2,2,1967,1977,189
39520,David Gardner,11.978723,2,3,1,1974,1976,189
40337,Philip Burger,10.74468,2,3,1,1967,1972,189
38795,Dennis Sweeney,9.579787,2,2,2,1976,1976,189
38175,Donald Stem,8.824468,2,3,2,1977,1977,189
40718,Patrick Kelly,11.414893,2,2,2,1975,1976,189
40710,Joseph Hair,10.441489,2,3,2,1976,1977,189
40636,Gilbert Harrell,10.909574,2,1,2,1974,1975,189
40986,Klaus Backhaus,15.12234,2,3,1,1976,1977,189
40848,James Ginter,10.335106,2,2,2,1972,1977,189
41181,Guy Banville,7.776595,2,2,2,1973,1974,189
42833,Ivan Preston,12.840425,2,3,1,1976,1977,189
42628,Roger Tremblay,11.446808,2,1,1,1975,1975,189
41882,Steven Wheelwright,11.319148,2,2,2,1976,1977,189
42394,Barbara Pletcher,7.803191,2,3,2,1974,1977,189
42479,Charles Lachance,14.691489,2,2,1,1977,1977,189
42512,Anees Sheikh,11.446808,2,1,1,1977,1977,189
56110,Perloff Robert,15.489361,2,3,1,1967,1970,189
56081,Grubb Edward,11.409574,2,2,1,1968,1971,189
56317,Longman Douglas,10.074468,2,2,1,1974,1977,189
53509,Bradley Gale,12.281914,1,1,1,1975,1975,189
56183,Schott Barbara,11.739361,1,1,1,1972,1972,189
56209,Matell Michael,13.723404,1,1,1,1971,1971,189
56248,Blake Brian,15.510638,1,2,1,1970,1970,189
56269,Fitzsimmons James,10.127659,1,1,1,1976,1976,189
56291,Johnson Barry,11.393617,1,2,1,1975,1975,189
56029,Mandell Robert,10.909574,1,1,1,1969,1969,189
56010,Dunn Robert,9.819148,1,1,1,1977,1977,189
56073,Haaland Gordon,9.478723,1,1,1,1968,1968,189
56080,Schooler Robert,14.393617,1,1,1,1968,1968,189
56082,Hupp Gregg,12.404255,1,1,1,1968,1968,189
56044,Pennington Allan,9.164893,1,1,1,1969,1969,189
56148,Kyner David,13.723404,1,1,1,1973,1973,189
56162,Sharpe Louis,10.760638,1,1,1,1972,1972,189
56171,Kolin Marshall,12.276595,1,2,1,1965,1965,189
56172,Murphy Malcolm,12.276595,1,2,1,1965,1965,189
56178,Chinsky Jack,18.420212,1,1,1,1965,1965,189
56112,Favell Alice,9.930851,1,2,1,1974,1974,189
56127,Thompson William,9.824468,1,1,1,1967,1967,189
56130,Gubar George,18.420212,1,1,1,1966,1966,189
56139,Vass Frank,11.170212,1,1,1,1966,1966,189
56102,Hamelaman Paul,13.62234,1,1,1,1974,1974,189
56104,Fulcher David,10.728723,1,2,1,1974,1974,189
54807,Leland Wooton,11.446808,1,1,1,1977,1977,189
54306,Sidney Schoeffler,12.281914,1,1,1,1974,1974,189
54985,Christopher Korth,9.93617,1,1,1,1974,1974,189
54035,Roy Adler,12.260638,1,1,1,1976,1976,189
55924,Paul Thistlethwaite,9.941489,1,1,1,1977,1977,189
55902,Jr Cox,11.707446,1,1,1,1967,1967,189
55919,Jmarc Dekorte,14.180851,1,1,1,1977,1977,189
55778,Terry Bibbens,13.420212,1,1,1,1974,1974,189
55817,Reed Herbert,11.420212,1,3,1,1976,1976,189
55818,Mcgill Michael,11.420212,1,3,1,1976,1976,189
55873,Lubitz Amy,14.691489,1,2,1,1977,1977,189
42454,Arlene Sosanie,14.601063,1,2,1,1977,1977,189
41881,Arnold Stephen,10.957446,1,1,1,1973,1973,189
42942,Ivan Ross,9.164893,1,1,1,1972,1972,189
