ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.359037,83,46,15,1965,2003,16289
39200,Donald Lehmann,4.988519,73,70,20,1972,2003,16289
66010,Dubinsky Alan,5.512094,63,46,17,1979,2003,16289
37615,Wayne Desarbo,5.082883,62,69,13,1978,2002,16289
37445,Vijay Mahajan,5.097863,62,66,12,1976,2003,16289
38635,Arch Woodside,5.871868,60,44,14,1974,2003,16289
38634,William Bearden,5.543897,59,39,13,1976,2003,16289
37777,Roger Calantone,5.345407,54,55,17,1978,2003,16289
37430,George Zinkhan,5.423379,51,48,15,1983,2003,16289
39031,Morris Holbrook,5.233423,48,41,14,1979,2003,16289
41354,Roland Rust,5.120763,46,51,14,1979,2002,16289
40314,A Parasuraman,5.374386,45,34,12,1977,2003,16289
40375,John Swan,5.70248,45,42,10,1974,2002,16289
38226,John Farley,5.416257,45,35,17,1968,2001,16289
43358,Richard Staelin,5.257551,44,53,10,1971,2002,16289
38208,Gilbert Churchill,5.732625,42,32,11,1968,1993,16289
43097,Donald Morrison,5.465987,41,29,9,1965,2003,16289
61626,Venkat Srinivasan,5.623465,41,34,11,1973,2002,16289
38811,Michel Wedel,5.567166,40,42,11,1989,2003,16289
41258,Dick Wittink,5.394462,40,42,10,1975,2003,16289
41089,Robert Peterson,5.379604,40,35,18,1969,2003,16289
41545,David Aaker,5.549177,39,20,14,1969,2001,16289
39517,Coskun Samli,6.018357,39,38,13,1969,2002,16289
39839,Yoram Wind,5.340925,39,38,14,1969,2002,16289
39885,William Darden,5.940815,38,29,12,1971,2000,16289
39044,Pitt Leyland,5.871807,37,25,12,1985,2003,16289
41270,Charles Weinberg,5.411038,37,31,12,1975,2000,16289
46031,Max Bazerman,5.863457,37,51,6,1981,2003,16289
50263,Sumantra Ghoshal,7.808202,37,13,7,1986,2003,16289
70520,Tamer Salih,5.804887,37,36,10,1979,2003,16289
41248,Jan Steenkamp,5.803843,36,25,10,1989,2003,16289
41367,Frank Bass,5.446279,36,36,11,1967,2002,16289
40796,C Ferrell,5.753806,36,31,10,1977,2003,16289
40593,Gary Lilien,5.665275,36,32,10,1975,2002,16289
40695,Grewal Dhruv,5.585093,36,36,11,1988,2003,16289
39202,Shelby Hunt,5.832084,35,25,13,1972,2003,16289
40445,Scot Burton,5.961996,34,29,14,1987,2003,16289
41261,Wagner Kamakura,5.197261,34,48,12,1984,2003,16289
41199,Michael Song,5.911529,34,26,11,1991,2003,16289
45147,Morris Michael,5.502885,34,40,12,1984,2001,16289
40722,Charles Futrell,5.778241,33,22,7,1976,1998,16289
39138,Diamantopoulos Adamantios,6.438605,33,35,8,1986,2003,16289
38967,David Cravens,6.068271,33,20,11,1973,2003,16289
38677,Vithala Rao,5.342092,33,47,12,1969,2003,16289
38176,Charles Lamb,5.946463,32,32,10,1977,2003,16289
38722,Paul Farris,5.745149,32,24,12,1975,2001,16289
39230,John Ryans,6.177615,32,33,14,1968,2003,16289
40463,Thomas Robertson,5.562684,32,23,11,1968,2002,16289
41230,Richard Bagozzi,5.341601,32,30,11,1978,2003,16289
41464,William Dillon,5.297765,31,31,10,1978,2001,16289
39738,Robert Green,5.781188,31,23,13,1972,2002,16289
39929,Kotabe Masaaki,5.703339,31,26,11,1989,2003,16289
45286,Jehoshua Eliashberg,5.400601,31,32,5,1978,2003,16289
44589,James Bettman,5.664354,31,15,6,1972,2001,16289
44909,Barbara Kahn,5.16902,30,50,6,1986,2003,16289
38546,Wesley Johnston,5.81913,30,30,10,1977,2002,16289
37702,Louviere Jordan,5.307035,30,49,11,1981,2002,16289
42094,Terence Shimp,5.518418,30,30,11,1976,2000,16289
41213,Rajan Varadarajan,5.54273,30,27,8,1985,2003,16289
40687,Roger Kerin,5.280451,30,32,14,1974,2001,16289
53053,K Prahalad,6.318025,30,10,5,1976,2003,16289
56839,Diener Ed,6.841723,29,31,1,1986,2003,16289
40281,Lawrence Chonko,5.862168,29,26,8,1983,2003,16289
40226,Joseph Bellizzi,6.396549,29,20,8,1980,2001,16289
41168,Betsy Gelb,6.043713,29,22,9,1973,2003,16289
