ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,6.775327,37,22,5,1965,1981,1452
38635,Arch Woodside,8.090282,26,20,11,1974,1981,1452
39839,Yoram Wind,6.39421,22,21,9,1969,1981,1452
38226,John Farley,8.766368,22,16,9,1968,1981,1452
38208,Gilbert Churchill,8.00758,21,13,7,1968,1981,1452
38634,William Bearden,7.617505,21,14,11,1976,1981,1452
38597,William Perreault,9.869055,20,14,8,1975,1981,1452
40375,John Swan,7.11716,19,13,7,1974,1981,1452
39885,William Darden,8.91523,18,11,6,1971,1981,1452
39200,Donald Lehmann,8.201929,16,11,6,1972,1981,1452
39738,Robert Green,7.15093,16,12,6,1972,1981,1452
40811,Jesse Teel,7.778084,16,9,8,1976,1981,1452
41367,Frank Bass,6.740868,16,15,4,1967,1980,1452
41089,Robert Peterson,6.40317,15,12,9,1969,1980,1452
42591,Jacob Jacoby,9.254996,15,15,5,1971,1981,1452
42866,Frank Ronald,6.827705,15,13,2,1964,1979,1452
43097,Donald Morrison,7.51206,15,9,5,1965,1981,1452
43358,Richard Staelin,7.321847,15,17,6,1971,1981,1452
41270,Charles Weinberg,7.20951,14,11,7,1975,1981,1452
38720,Del Hawkins,8.919365,14,8,7,1972,1981,1452
38375,Barry Mason,7.665058,14,13,7,1975,1981,1452
38449,Parker Lessig,8.333563,13,9,5,1971,1981,1452
38176,Charles Lamb,7.87319,13,14,6,1977,1981,1452
37445,Vijay Mahajan,5.995864,13,16,7,1976,1981,1452
40722,Charles Futrell,8.018607,13,7,6,1976,1980,1452
40426,Thomas Barry,7.365954,13,12,5,1973,1981,1452
44592,Brian Sternthal,7.52929,13,10,3,1973,1981,1452
45447,William Massy,7.389386,13,9,3,1964,1979,1452
44625,Robert Blattberg,8.425913,12,9,4,1970,1981,1452
43805,Louis Stern,7.728463,12,11,4,1971,1980,1452
42169,Fred Reynolds,9.892487,12,6,6,1971,1981,1452
37615,Wayne Desarbo,7.279807,12,10,4,1978,1981,1452
37825,Bernard Taylor,12.782219,12,6,4,1976,1980,1452
38568,Ronald Anderson,7.208821,12,5,8,1977,1981,1452
38625,John Ivancevich,11.117849,12,8,7,1970,1980,1452
39213,James Hulbert,8.316333,12,8,7,1971,1980,1452
61626,Venkat Srinivasan,7.465885,12,11,6,1973,1981,1452
39517,Coskun Samli,9.034458,11,10,6,1969,1981,1452
