ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.883133,58,32,11,1965,1989,4673
38635,Arch Woodside,6.42851,38,30,12,1974,1989,4673
38208,Gilbert Churchill,6.286815,37,30,10,1968,1988,4673
38634,William Bearden,5.930864,36,22,11,1976,1989,4673
39839,Yoram Wind,5.662029,34,37,14,1969,1989,4673
66010,Dubinsky Alan,5.972174,34,27,9,1979,1989,4673
39200,Donald Lehmann,6.026755,30,22,10,1972,1989,4673
38226,John Farley,6.366224,30,24,11,1968,1988,4673
40375,John Swan,6.055008,30,24,9,1974,1989,4673
40722,Charles Futrell,6.371789,29,18,7,1976,1989,4673
37445,Vijay Mahajan,5.530607,28,36,10,1976,1989,4673
39885,William Darden,6.555864,28,22,9,1971,1989,4673
41545,David Aaker,6.077268,27,18,11,1969,1989,4673
43097,Donald Morrison,6.363869,27,16,7,1965,1989,4673
43358,Richard Staelin,5.841395,26,30,8,1971,1987,4673
39031,Morris Holbrook,6.066138,26,19,9,1979,1989,4673
38597,William Perreault,6.712542,26,20,10,1975,1989,4673
39517,Coskun Samli,7.06678,25,23,10,1969,1989,4673
40811,Jesse Teel,6.286386,25,17,8,1976,1989,4673
41270,Charles Weinberg,6.061643,24,18,8,1975,1987,4673
38176,Charles Lamb,6.528253,24,26,9,1977,1989,4673
37615,Wayne Desarbo,5.877782,23,19,9,1978,1988,4673
39738,Robert Green,6.542594,23,19,10,1972,1987,4673
41367,Frank Bass,5.968535,23,24,6,1967,1989,4673
41464,William Dillon,5.995505,23,19,9,1978,1989,4673
40314,A Parasuraman,6.21297,23,26,10,1977,1989,4673
40226,Joseph Bellizzi,7.322131,22,16,7,1980,1989,4673
41128,Danny Bellenger,6.301797,22,20,9,1973,1989,4673
42591,Jacob Jacoby,6.329837,22,23,6,1971,1989,4673
61626,Venkat Srinivasan,6.098458,22,21,8,1973,1989,4673
41133,Noel Capon,6.762842,21,13,7,1972,1988,4673
41089,Robert Peterson,5.911172,21,17,13,1969,1989,4673
40463,Thomas Robertson,5.912243,21,13,7,1968,1989,4673
40687,Roger Kerin,5.879708,21,21,11,1974,1988,4673
40287,Leonard Reid,7.207191,20,14,8,1976,1985,4673
39230,John Ryans,8.479666,20,16,11,1968,1989,4673
38375,Barry Mason,6.504494,20,21,9,1975,1987,4673
37701,William Moore,6.048373,19,15,8,1979,1989,4673
37430,George Zinkhan,6.375856,19,15,8,1983,1989,4673
38677,Vithala Rao,6.07791,19,16,11,1969,1989,4673
39779,Claes Fornell,6.130565,19,13,6,1978,1988,4673
43214,Robert Lusch,6.263056,19,14,8,1976,1989,4673
44592,Brian Sternthal,6.382491,19,13,3,1973,1987,4673
43968,Orville Walker,6.712542,18,13,6,1972,1987,4673
40175,Donald Jackson,7.31464,18,20,10,1975,1989,4673
38720,Del Hawkins,6.945419,18,11,8,1972,1989,4673
40286,Lawrence Soley,7.25321,18,10,6,1980,1988,4673
40426,Thomas Barry,6.30565,18,17,6,1973,1988,4673
40593,Gary Lilien,6.566352,18,10,8,1975,1988,4673
42094,Terence Shimp,6.10702,17,17,7,1976,1989,4673
38687,Richard Durand,6.061001,17,16,8,1975,1988,4673
39670,Doyle Peter,7.296232,17,11,11,1975,1989,4673
