ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.211384,83,46,15,1965,2003,19695
39200,Donald Lehmann,4.761247,81,79,20,1972,2006,19695
66010,Dubinsky Alan,5.094749,70,58,20,1979,2006,19695
37430,George Zinkhan,5.148623,69,63,20,1983,2006,19695
37445,Vijay Mahajan,4.962577,67,70,13,1976,2006,19695
37615,Wayne Desarbo,4.874581,67,76,13,1978,2006,19695
38635,Arch Woodside,5.624809,66,52,14,1974,2006,19695
38634,William Bearden,5.331319,65,45,13,1976,2006,19695
37777,Roger Calantone,5.100436,64,66,18,1978,2006,19695
70520,Tamer Salih,5.550878,57,55,11,1979,2006,19695
41354,Roland Rust,4.858687,55,63,15,1979,2006,19695
40314,A Parasuraman,4.941962,52,49,14,1977,2006,19695
40695,Grewal Dhruv,5.012389,50,56,12,1988,2006,19695
39031,Morris Holbrook,5.033766,49,43,15,1979,2006,19695
43358,Richard Staelin,4.887833,49,71,11,1971,2006,19695
38226,John Farley,5.207626,48,38,17,1968,2004,19695
38811,Michel Wedel,5.241037,47,57,11,1989,2006,19695
40375,John Swan,5.56408,45,42,10,1974,2002,19695
41230,Richard Bagozzi,5.038184,45,48,15,1978,2006,19695
41258,Dick Wittink,5.147659,45,58,10,1975,2005,19695
39044,Pitt Leyland,5.63862,44,30,12,1985,2006,19695
43097,Donald Morrison,5.229714,43,33,10,1965,2005,19695
61626,Venkat Srinivasan,5.367269,43,36,11,1973,2004,19695
41270,Charles Weinberg,5.229206,42,37,13,1975,2006,19695
38208,Gilbert Churchill,5.532192,42,32,11,1968,1993,19695
41089,Robert Peterson,5.127348,41,38,18,1969,2005,19695
41199,Michael Song,5.356555,41,32,11,1991,2006,19695
39839,Yoram Wind,5.145018,41,39,15,1969,2006,19695
38578,Pradeep Chintagunta,5.240428,40,41,9,1991,2006,19695
40593,Gary Lilien,5.401695,40,34,10,1975,2006,19695
46031,Max Bazerman,5.632527,40,53,6,1981,2006,19695
41261,Wagner Kamakura,4.948156,39,61,12,1984,2006,19695
41545,David Aaker,5.353661,39,20,14,1969,2001,19695
41248,Jan Steenkamp,5.568294,39,26,11,1989,2006,19695
40796,C Ferrell,5.528485,39,32,10,1977,2005,19695
41367,Frank Bass,5.238651,39,43,11,1967,2006,19695
39517,Coskun Samli,5.670661,39,38,13,1969,2002,19695
50263,Sumantra Ghoshal,7.503859,39,13,7,1986,2005,19695
39885,William Darden,5.743475,38,29,12,1971,2000,19695
40445,Scot Burton,5.548491,38,34,14,1987,2006,19695
41228,V Kumar,5.203107,38,32,14,1988,2006,19695
38677,Vithala Rao,5.111556,37,59,13,1969,2006,19695
39726,Laroche Michel,5.920381,37,42,15,1980,2006,19695
38967,David Cravens,5.720574,37,21,12,1973,2006,19695
39929,Kotabe Masaaki,5.514369,36,28,12,1989,2005,19695
40281,Lawrence Chonko,5.52681,36,31,8,1983,2006,19695
38546,Wesley Johnston,5.540976,36,37,10,1977,2006,19695
39138,Diamantopoulos Adamantios,6.09805,36,35,9,1986,2006,19695
44769,Richard Petty,6.382045,36,39,5,1983,2006,19695
45147,Morris Michael,5.302833,36,45,12,1984,2006,19695
41554,Kannan Srinivasan,5.235503,35,50,9,1990,2006,19695
42094,Terence Shimp,5.280999,35,34,12,1976,2006,19695
42376,Naveen Donthu,5.421702,35,32,14,1986,2006,19695
42486,Gerard Tellis,5.481771,35,25,12,1981,2006,19695
39202,Shelby Hunt,5.635421,35,25,13,1972,2003,19695
44589,James Bettman,5.275972,35,28,7,1972,2005,19695
44909,Barbara Kahn,4.948359,35,55,7,1986,2006,19695
41213,Rajan Varadarajan,5.304965,34,29,9,1985,2006,19695
38722,Paul Farris,5.469584,34,25,13,1975,2006,19695
39230,John Ryans,5.89941,33,33,14,1968,2004,19695
37702,Louviere Jordan,5.12095,33,63,11,1981,2005,19695
37734,Droge Cornelia,5.740174,33,24,12,1985,2006,19695
41688,John Quelch,5.482938,33,33,8,1981,2005,19695
41296,Naresh Malhotra,5.202193,33,40,13,1979,2006,19695
40722,Charles Futrell,5.493246,33,22,7,1976,1998,19695
39451,Pierre Berthon,5.496547,33,28,12,1996,2006,19695
45286,Jehoshua Eliashberg,5.149436,33,36,5,1978,2006,19695
43214,Robert Lusch,5.51442,33,27,10,1976,2006,19695
44676,John Hauser,5.140398,32,29,8,1979,2005,19695
39779,Claes Fornell,5.1667,32,26,9,1978,2006,19695
40687,Roger Kerin,5.096729,32,32,14,1974,2006,19695
40463,Thomas Robertson,5.389001,32,23,11,1968,2002,19695
41464,William Dillon,5.127145,32,31,10,1978,2005,19695
51000,Tory Higgins,5.882045,32,44,3,1986,2006,19695
38176,Charles Lamb,5.764496,32,32,10,1977,2003,19695
56839,Diener Ed,6.552503,32,33,1,1986,2006,19695
53053,K Prahalad,6.053417,31,10,5,1976,2005,19695
39123,Graham Hooley,6.413476,31,30,10,1984,2006,19695
41128,Danny Bellenger,5.518635,31,31,12,1973,2006,19695
41168,Betsy Gelb,5.827815,31,23,9,1973,2006,19695
42477,Stephen Brown,5.538641,31,33,12,1976,2005,19695
42184,Richard Netemeyer,5.594038,31,24,13,1989,2004,19695
40420,Arun Sharma,5.431451,31,24,9,1990,2006,19695
40178,Alan Bush,5.635625,31,22,12,1983,2006,19695
39738,Robert Green,5.589671,31,23,13,1972,2002,19695
65984,Wayne Hoyer,5.327358,31,32,10,1982,2006,19695
66528,Weitz Barton,5.16934,31,33,10,1977,2006,19695
39027,Jagdish Sheth,5.455925,30,26,12,1968,2005,19695
44592,Brian Sternthal,5.568904,30,23,5,1973,2005,19695
40226,Joseph Bellizzi,6.231745,30,21,9,1980,2004,19695
41569,John Graham,5.550066,30,40,16,1983,2006,19695
37701,William Moore,5.246623,30,32,11,1979,2006,19695
38597,William Perreault,5.552147,30,25,13,1975,2006,19695
43151,Scott Neslin,5.116939,30,49,9,1983,2006,19695
43968,Orville Walker,5.848329,29,20,8,1972,2004,19695
42064,David Stewart,5.503909,29,24,9,1981,2006,19695
42591,Jacob Jacoby,5.475373,29,30,7,1971,2002,19695
40811,Jesse Teel,5.592718,29,19,10,1976,1995,19695
41018,Whan Park,5.491571,29,26,8,1977,2006,19695
42704,Winer Russell,4.978318,29,48,11,1979,2005,19695
43590,Christian Homburg,5.744338,29,23,9,1988,2006,19695
39495,Constantine Katsikeas,5.857926,29,28,11,1991,2006,19695
40220,Thomas Ingram,5.421448,29,33,10,1982,2005,19695
40570,Michael Levy,5.18239,29,24,9,1980,2005,19695
40964,Subhash Sharma,5.154107,29,40,11,1980,2006,19695
41041,George Day,5.058799,29,35,11,1971,2006,19695
41557,Samuel Craig,5.624098,29,15,10,1973,2006,19695
38708,John Mowen,5.563928,28,27,13,1980,2005,19695
43254,Ambar Rao,5.400578,28,34,7,1972,2003,19695
53132,Nohria Nitin,6.772976,28,32,5,1991,2006,19695
56874,Jeff Greenberg,7.820249,28,31,2,1986,2006,19695
40175,Donald Jackson,5.644104,28,32,11,1975,2006,19695
41962,Saeed Saimee,5.620544,28,23,9,1974,2006,19695
39832,Asc Ehrenberg,6.280694,28,19,10,1965,2002,19695
39571,Ruyter De Ko,6.785924,28,20,10,1993,2006,19695
56729,Baumeister Roy,6.798517,28,37,1,1986,2006,19695
49759,Hau Lee,5.874073,27,24,4,1985,2004,19695
39433,Rajshekhar Javalgi,5.684675,27,32,10,1987,2006,19695
45270,Leonard Berry,5.527216,27,21,8,1976,2004,19695
44184,Joel Huber,4.909464,27,61,7,1979,2005,19695
44469,Gerald Albaum,5.539047,27,21,13,1973,2005,19695
43537,Monroe Kent,5.505128,27,29,8,1975,2005,19695
39360,Moncrief William,5.39936,27,35,7,1985,2006,19695
40891,William Locander,5.654666,27,28,10,1975,2006,19695
40287,Leonard Reid,6.0654,26,21,8,1976,2006,19695
39233,Erdener Kaynak,6.10785,26,24,9,1981,2005,19695
38725,Peter Dickson,5.222301,26,27,12,1978,2004,19695
46169,Peter Wright,5.975322,26,26,8,1973,2005,19695
48785,Amnon Rapoport,5.4739,26,40,6,1984,2006,19695
38042,Dalton Dan,7.035746,26,13,6,1979,2005,19695
40166,Jean Chebat,5.650045,26,32,7,1985,2006,19695
40335,Earl Honeycutt,5.847974,26,31,7,1989,2006,19695
56718,Mikulincer Mario,7.876053,26,29,1,1986,2006,19695
41294,Michael Johnson,5.426322,25,25,8,1987,2006,19695
41311,Rik Pieters,5.434396,25,22,15,1988,2004,19695
42597,Richard Oliver,5.194373,25,22,10,1977,2006,19695
42298,Sharon Beatty,6.160404,25,26,8,1986,2006,19695
39240,Jobber David,6.61638,25,22,9,1979,2004,19695
44660,Paul Bloom,5.640499,25,31,11,1973,2006,19695
44738,John Lynch,5.021783,25,50,8,1982,2006,19695
44746,John Payne,5.402863,25,15,6,1978,2004,19695
44812,Eric Johnson,5.098557,25,33,7,1984,2004,19695
44921,Itamar Simonson,5.082207,25,28,6,1988,2005,19695
39350,David Shipley,6.538945,25,22,9,1985,2001,19695
40038,Valarie Zeithaml,5.254899,25,18,11,1984,2006,19695
37649,Michael Hitt,6.190514,25,25,5,1982,2006,19695
40244,James Lumpkin,6.023357,25,18,9,1982,1998,19695
40453,Paul Herbig,6.144511,25,18,5,1990,1997,19695
41066,Rajendra Srivastava,5.059104,25,32,12,1979,2004,19695
41551,Sunil Gupta,4.924494,25,47,8,1988,2006,19695
41422,Greg Allenby,5.47065,25,31,5,1991,2006,19695
41589,Erin Anderson,5.355488,25,23,10,1986,2006,19695
39670,Doyle Peter,6.261043,25,17,12,1975,2006,19695
41400,Eitan Muller,5.362953,24,28,8,1978,2005,19695
41133,Noel Capon,5.558596,24,15,9,1972,1996,19695
40380,Marshall Greg,5.583426,24,26,4,1992,2006,19695
45676,Ian Macmillan,5.934751,24,18,7,1982,2006,19695
43981,Frank Kardes,5.15624,24,38,7,1986,2006,19695
39439,Ugur Yavas,5.867726,24,21,9,1977,2006,19695
41979,Griffith David,5.606377,24,27,8,1998,2006,19695
