ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
39200,Donald Lehmann,4.665709,87,93,22,1972,2008,22278
37551,Paul Green,5.149481,83,46,15,1965,2003,22278
37430,George Zinkhan,5.079095,74,69,20,1983,2008,22278
37615,Wayne Desarbo,4.805225,72,94,13,1978,2008,22278
66010,Dubinsky Alan,5.029537,71,59,20,1979,2007,22278
37777,Roger Calantone,5.024554,71,74,18,1978,2008,22278
37445,Vijay Mahajan,4.870763,70,73,13,1976,2008,22278
38635,Arch Woodside,5.469542,68,55,14,1974,2008,22278
38634,William Bearden,5.232616,67,45,13,1976,2007,22278
70520,Tamer Salih,5.414149,63,69,11,1979,2008,22278
40695,Grewal Dhruv,4.926291,61,66,12,1988,2008,22278
41354,Roland Rust,4.803384,55,63,15,1979,2006,22278
38811,Michel Wedel,5.091439,52,65,11,1989,2008,22278
39031,Morris Holbrook,4.947344,52,47,16,1979,2008,22278
43358,Richard Staelin,4.817794,52,76,11,1971,2008,22278
40314,A Parasuraman,4.899672,52,49,14,1977,2006,22278
38226,John Farley,5.11559,50,42,18,1968,2008,22278
39044,Pitt Leyland,5.379045,49,35,13,1985,2008,22278
41199,Michael Song,5.3039,47,36,11,1991,2008,22278
41228,V Kumar,5.012613,47,51,14,1988,2008,22278
41230,Richard Bagozzi,4.996229,46,50,15,1978,2008,22278
41248,Jan Steenkamp,5.42573,45,35,11,1989,2008,22278
41258,Dick Wittink,5.082506,45,58,10,1975,2005,22278
39726,Laroche Michel,5.663868,45,48,16,1980,2008,22278
40375,John Swan,5.529155,45,42,10,1974,2002,22278
38578,Pradeep Chintagunta,5.142209,44,44,9,1991,2008,22278
41261,Wagner Kamakura,4.860124,44,69,12,1984,2008,22278
41270,Charles Weinberg,5.161018,44,39,13,1975,2008,22278
40593,Gary Lilien,5.279974,43,40,10,1975,2008,22278
61626,Venkat Srinivasan,5.298648,43,36,11,1973,2004,22278
41089,Robert Peterson,5.06464,43,39,18,1969,2008,22278
43097,Donald Morrison,5.143376,43,33,10,1965,2005,22278
38208,Gilbert Churchill,5.465951,42,32,11,1968,1993,22278
39839,Yoram Wind,5.085379,42,40,16,1969,2007,22278
39138,Diamantopoulos Adamantios,5.929568,42,41,10,1986,2008,22278
46031,Max Bazerman,5.545181,42,55,6,1981,2008,22278
44769,Richard Petty,6.246756,42,45,5,1983,2008,22278
38677,Vithala Rao,5.031512,40,72,13,1969,2008,22278
41367,Frank Bass,5.143062,40,46,11,1967,2007,22278
40445,Scot Burton,5.451362,40,36,14,1987,2008,22278
40796,C Ferrell,5.465951,40,33,11,1977,2007,22278
39929,Kotabe Masaaki,5.424159,40,34,12,1989,2008,22278
39517,Coskun Samli,5.597522,39,38,13,1969,2002,22278
42486,Gerard Tellis,5.378776,39,27,12,1981,2008,22278
43214,Robert Lusch,5.385644,39,30,11,1976,2008,22278
50263,Sumantra Ghoshal,7.250617,39,13,7,1986,2005,22278
41545,David Aaker,5.330654,39,20,14,1969,2001,22278
45147,Morris Michael,5.190285,39,52,12,1984,2008,22278
38546,Wesley Johnston,5.440588,38,39,10,1977,2008,22278
37702,Louviere Jordan,5.023881,38,74,13,1981,2008,22278
44589,James Bettman,5.14984,38,34,9,1972,2008,22278
43590,Christian Homburg,5.57602,38,30,9,1988,2008,22278
42376,Naveen Donthu,5.344031,38,33,15,1986,2008,22278
39885,William Darden,5.715985,38,29,12,1971,2000,22278
39451,Pierre Berthon,5.392108,37,31,12,1996,2008,22278
38967,David Cravens,5.684203,37,21,12,1973,2006,22278
42094,Terence Shimp,5.18858,37,38,12,1976,2008,22278
40281,Lawrence Chonko,5.463796,37,31,8,1983,2007,22278
44909,Barbara Kahn,4.8779,37,62,7,1986,2008,22278
44676,John Hauser,5.027202,36,36,8,1979,2008,22278
45286,Jehoshua Eliashberg,5.079364,36,39,5,1978,2008,22278
41213,Rajan Varadarajan,5.215154,36,31,10,1985,2008,22278
41554,Kannan Srinivasan,5.139381,36,51,9,1990,2007,22278
37734,Droge Cornelia,5.668851,35,26,13,1985,2008,22278
56839,Diener Ed,6.342954,35,38,1,1986,2008,22278
40420,Arun Sharma,5.319342,35,26,9,1990,2008,22278
40570,Michael Levy,5.091484,35,27,9,1980,2007,22278
39202,Shelby Hunt,5.575301,35,25,13,1972,2003,22278
65984,Wayne Hoyer,5.230057,34,35,11,1982,2008,22278
56729,Baumeister Roy,6.581765,34,44,1,1986,2008,22278
38722,Paul Farris,5.424877,34,25,13,1975,2006,22278
41688,John Quelch,5.432957,34,34,9,1981,2008,22278
41128,Danny Bellenger,5.470305,34,35,13,1973,2008,22278
43151,Scott Neslin,4.980428,34,63,10,1983,2008,22278
41979,Griffith David,5.319208,34,46,11,1998,2008,22278
41168,Betsy Gelb,5.709925,33,26,9,1973,2008,22278
41296,Naresh Malhotra,5.125645,33,40,13,1979,2006,22278
39230,John Ryans,5.783004,33,33,14,1968,2004,22278
39027,Jagdish Sheth,5.392647,33,27,12,1968,2008,22278
40722,Charles Futrell,5.453965,33,22,7,1976,1998,22278
42477,Stephen Brown,5.482964,33,36,12,1976,2008,22278
41464,William Dillon,5.063742,33,33,10,1978,2008,22278
51000,Tory Higgins,5.823764,33,45,4,1986,2008,22278
40687,Roger Kerin,5.057413,32,32,14,1974,2006,22278
40463,Thomas Robertson,5.329128,32,23,11,1968,2002,22278
40178,Alan Bush,5.580868,32,24,12,1983,2007,22278
39779,Claes Fornell,5.117879,32,26,9,1978,2006,22278
66528,Weitz Barton,5.083628,32,34,11,1977,2007,22278
39571,Ruyter De Ko,6.290882,32,23,10,1993,2008,22278
38176,Charles Lamb,5.736095,32,32,10,1977,2003,22278
44184,Joel Huber,4.791713,32,69,7,1979,2008,22278
53053,K Prahalad,5.981191,32,11,5,1976,2007,22278
39123,Graham Hooley,6.258876,31,30,10,1984,2006,22278
38597,William Perreault,5.508282,31,25,13,1975,2007,22278
39738,Robert Green,5.550118,31,23,13,1972,2002,22278
39495,Constantine Katsikeas,5.738564,31,32,11,1991,2008,22278
40964,Subhash Sharma,5.077793,31,42,12,1980,2008,22278
42184,Richard Netemeyer,5.518337,31,24,13,1989,2004,22278
44592,Brian Sternthal,5.482201,31,24,5,1973,2008,22278
43537,Monroe Kent,5.358037,31,33,8,1975,2008,22278
41557,Samuel Craig,5.578444,30,15,10,1973,2007,22278
41041,George Day,5.043991,30,35,11,1971,2008,22278
40220,Thomas Ingram,5.385734,30,33,10,1982,2007,22278
38708,John Mowen,5.459352,30,30,13,1980,2008,22278
53132,Nohria Nitin,6.407909,30,34,5,1991,2008,22278
56874,Jeff Greenberg,6.890514,30,35,2,1986,2008,22278
37701,William Moore,5.163666,30,32,11,1979,2006,22278
40226,Joseph Bellizzi,6.172419,30,21,9,1980,2004,22278
41018,Whan Park,5.391704,30,26,8,1977,2007,22278
41569,John Graham,5.465457,30,40,16,1983,2006,22278
42298,Sharon Beatty,6.045921,30,30,8,1986,2008,22278
42064,David Stewart,5.416662,30,26,9,1981,2007,22278
43968,Orville Walker,5.758136,29,20,8,1972,2004,22278
44921,Itamar Simonson,4.95933,29,33,6,1988,2008,22278
40808,Charles Taylor,5.488396,29,37,8,1991,2008,22278
40811,Jesse Teel,5.54361,29,19,10,1976,1995,22278
42591,Jacob Jacoby,5.40342,29,30,7,1971,2002,22278
40166,Jean Chebat,5.456165,29,35,8,1985,2008,22278
40891,William Locander,5.596803,29,31,10,1975,2008,22278
42704,Winer Russell,4.852762,29,48,11,1979,2005,22278
46169,Peter Wright,5.894195,29,29,8,1973,2008,22278
43254,Ambar Rao,5.314719,28,34,7,1972,2003,22278
41422,Greg Allenby,5.352426,28,40,5,1991,2008,22278
41551,Sunil Gupta,4.874668,28,50,9,1988,2008,22278
41589,Erin Anderson,5.275396,28,24,10,1986,2008,22278
37649,Michael Hitt,6.05041,28,34,6,1982,2008,22278
39360,Moncrief William,5.35063,28,37,7,1985,2008,22278
40175,Donald Jackson,5.577411,28,32,11,1975,2006,22278
40335,Earl Honeycutt,5.781299,28,33,8,1989,2008,22278
39832,Asc Ehrenberg,6.181218,28,19,10,1965,2002,22278
39371,Evans Kenneth,5.403151,28,34,9,1982,2008,22278
39433,Rajshekhar Javalgi,5.593482,28,32,10,1987,2007,22278
41311,Rik Pieters,5.346096,28,24,15,1988,2007,22278
41962,Saeed Saimee,5.536068,28,23,9,1974,2006,22278
44469,Gerald Albaum,5.478206,28,21,13,1973,2007,22278
45189,Zeelenberg Marcel,5.509494,27,31,7,1996,2008,22278
45270,Leonard Berry,5.476186,27,21,8,1976,2004,22278
44738,John Lynch,4.91058,27,54,9,1982,2008,22278
42240,Morgan Robert,5.773308,27,24,12,1991,2008,22278
44812,Eric Johnson,5.012254,27,37,8,1984,2008,22278
40518,John Ford,5.839296,27,33,12,1985,2008,22278
49759,Hau Lee,5.783408,27,24,4,1985,2004,22278
56718,Mikulincer Mario,7.68739,27,32,1,1986,2007,22278
65755,Hanssens Dominique,5.261256,27,45,11,1980,2008,22278
39233,Erdener Kaynak,6.028325,27,26,9,1981,2007,22278
38725,Peter Dickson,5.142389,27,28,13,1978,2007,22278
40287,Leonard Reid,5.986847,27,22,8,1976,2007,22278
40380,Marshall Greg,5.553754,27,29,4,1992,2008,22278
45676,Ian Macmillan,5.86385,27,20,7,1982,2008,22278
41066,Rajendra Srivastava,4.981281,26,34,12,1979,2008,22278
48785,Amnon Rapoport,5.400412,26,40,6,1984,2006,22278
65756,Dekimpe Marnik,5.40755,26,35,10,1991,2008,22278
42507,Nan Zhou,5.623827,26,33,13,1986,2008,22278
41518,Russell Belk,5.579656,26,28,7,1980,2008,22278
39439,Ugur Yavas,5.815684,26,22,10,1977,2008,22278
40382,Karande Kiran,5.648202,26,31,13,1991,2008,22278
38042,Dalton Dan,6.928446,26,13,6,1979,2005,22278
44746,John Payne,5.310544,26,16,7,1978,2008,22278
42081,Deborah Macinnis,5.422004,26,26,9,1986,2008,22278
44660,Paul Bloom,5.521075,25,31,11,1973,2006,22278
45706,Hua Teck,5.215693,25,48,5,1996,2008,22278
