ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
39200,Donald Lehmann,4.690606,84,84,20,1972,2007,20942
37551,Paul Green,5.181844,83,46,15,1965,2003,20942
37430,George Zinkhan,5.117186,71,66,20,1983,2007,20942
66010,Dubinsky Alan,5.065374,71,59,20,1979,2007,20942
37445,Vijay Mahajan,4.901532,68,72,13,1976,2007,20942
37615,Wayne Desarbo,4.840504,68,76,13,1978,2007,20942
38634,William Bearden,5.280311,67,45,13,1976,2007,20942
38635,Arch Woodside,5.584547,67,53,14,1974,2007,20942
37777,Roger Calantone,5.071725,67,67,18,1978,2007,20942
70520,Tamer Salih,5.472565,60,59,11,1979,2007,20942
40695,Grewal Dhruv,4.961224,59,61,12,1988,2007,20942
41354,Roland Rust,4.826321,55,63,15,1979,2006,20942
40314,A Parasuraman,4.915238,52,49,14,1977,2006,20942
39031,Morris Holbrook,4.97937,51,46,15,1979,2007,20942
43358,Richard Staelin,4.845948,50,73,11,1971,2007,20942
38811,Michel Wedel,5.181223,49,58,11,1989,2007,20942
38226,John Farley,5.155579,49,41,18,1968,2007,20942
39044,Pitt Leyland,5.43145,46,32,13,1985,2007,20942
41230,Richard Bagozzi,5.018337,45,48,15,1978,2006,20942
41258,Dick Wittink,5.115085,45,58,10,1975,2005,20942
40375,John Swan,5.540088,45,42,10,1974,2002,20942
39726,Laroche Michel,5.70818,44,47,16,1980,2007,20942
41199,Michael Song,5.330595,43,34,11,1991,2007,20942
43097,Donald Morrison,5.187908,43,33,10,1965,2005,20942
38578,Pradeep Chintagunta,5.182608,43,43,9,1991,2007,20942
61626,Venkat Srinivasan,5.318848,43,36,11,1973,2004,20942
39839,Yoram Wind,5.113939,42,40,16,1969,2007,20942
41228,V Kumar,5.148082,42,34,14,1988,2007,20942
41261,Wagner Kamakura,4.91242,42,64,12,1984,2007,20942
41270,Charles Weinberg,5.190726,42,37,13,1975,2006,20942
41089,Robert Peterson,5.095363,42,38,18,1969,2007,20942
38208,Gilbert Churchill,5.505611,42,32,11,1968,1993,20942
41248,Jan Steenkamp,5.485745,41,29,11,1989,2007,20942
40593,Gary Lilien,5.33198,41,37,10,1975,2007,20942
46031,Max Bazerman,5.577097,41,54,6,1981,2007,20942
44769,Richard Petty,6.267847,40,44,5,1983,2007,20942
40796,C Ferrell,5.486748,40,33,11,1977,2007,20942
41367,Frank Bass,5.18065,40,46,11,1967,2007,20942
40445,Scot Burton,5.501122,39,35,14,1987,2007,20942
39517,Coskun Samli,5.631727,39,38,13,1969,2002,20942
39929,Kotabe Masaaki,5.459481,39,33,12,1989,2007,20942
50263,Sumantra Ghoshal,7.302277,39,13,7,1986,2005,20942
41545,David Aaker,5.34664,39,20,14,1969,2001,20942
39138,Diamantopoulos Adamantios,5.990401,39,39,9,1986,2007,20942
38677,Vithala Rao,5.078363,38,60,13,1969,2007,20942
45147,Morris Michael,5.23528,38,50,12,1984,2007,20942
39885,William Darden,5.729907,38,29,12,1971,2000,20942
38967,David Cravens,5.700635,37,21,12,1973,2006,20942
40281,Lawrence Chonko,5.497827,37,31,8,1983,2007,20942
42486,Gerard Tellis,5.43484,37,26,12,1981,2007,20942
42094,Terence Shimp,5.244544,36,36,12,1976,2007,20942
42376,Naveen Donthu,5.366553,36,33,14,1986,2007,20942
44589,James Bettman,5.231077,36,30,8,1972,2007,20942
38546,Wesley Johnston,5.481304,36,37,10,1977,2006,20942
41554,Kannan Srinivasan,5.198319,36,51,9,1990,2007,20942
37702,Louviere Jordan,5.055345,35,67,13,1981,2007,20942
44909,Barbara Kahn,4.902105,35,55,7,1986,2006,20942
43214,Robert Lusch,5.410247,35,29,10,1976,2007,20942
40570,Michael Levy,5.127644,35,27,9,1980,2007,20942
41213,Rajan Varadarajan,5.226541,35,31,10,1985,2007,20942
39202,Shelby Hunt,5.59276,35,25,13,1972,2003,20942
39451,Pierre Berthon,5.445537,34,28,12,1996,2007,20942
45286,Jehoshua Eliashberg,5.105439,34,38,5,1978,2007,20942
44676,John Hauser,5.102669,34,31,8,1979,2007,20942
38722,Paul Farris,5.445489,34,25,13,1975,2006,20942
56839,Diener Ed,6.432118,34,36,1,1986,2007,20942
37734,Droge Cornelia,5.70159,33,24,12,1985,2006,20942
39230,John Ryans,5.838403,33,33,14,1968,2004,20942
41688,John Quelch,5.461009,33,33,8,1981,2005,20942
41296,Naresh Malhotra,5.160403,33,40,13,1979,2006,20942
40722,Charles Futrell,5.468459,33,22,7,1976,1998,20942
40420,Arun Sharma,5.396256,33,25,9,1990,2007,20942
65984,Wayne Hoyer,5.281314,33,35,11,1982,2007,20942
66528,Weitz Barton,5.131178,32,34,11,1977,2007,20942
40463,Thomas Robertson,5.358913,32,23,11,1968,2002,20942
40687,Roger Kerin,5.079222,32,32,14,1974,2006,20942
40178,Alan Bush,5.61062,32,24,12,1983,2007,20942
41464,William Dillon,5.101666,32,31,10,1978,2005,20942
39779,Claes Fornell,5.128503,32,26,9,1978,2006,20942
39027,Jagdish Sheth,5.422615,32,27,12,1968,2007,20942
43590,Christian Homburg,5.636598,32,26,9,1988,2007,20942
