ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37551,Paul Green,5.630633,45,27,9,1965,1985,2730
38635,Arch Woodside,6.617442,33,25,11,1974,1985,2730
38634,William Bearden,5.979846,31,20,11,1976,1985,2730
38208,Gilbert Churchill,5.995602,30,23,8,1968,1985,2730
39839,Yoram Wind,5.516672,29,31,12,1969,1984,2730
40375,John Swan,6.300842,25,18,9,1974,1985,2730
38226,John Farley,6.455111,25,20,9,1968,1984,2730
38597,William Perreault,6.590326,25,18,10,1975,1984,2730
37445,Vijay Mahajan,5.244778,23,35,9,1976,1985,2730
39200,Donald Lehmann,5.966654,23,17,7,1972,1985,2730
43358,Richard Staelin,6.029681,22,23,8,1971,1985,2730
66010,Dubinsky Alan,6.067423,22,14,6,1979,1985,2730
39885,William Darden,6.581531,21,14,7,1971,1984,2730
40722,Charles Futrell,6.780505,21,14,7,1976,1985,2730
40811,Jesse Teel,6.166727,21,12,8,1976,1985,2730
40287,Leonard Reid,7.076218,20,14,8,1976,1985,2730
39738,Robert Green,6.517772,20,17,7,1972,1985,2730
41270,Charles Weinberg,5.849761,20,17,7,1975,1984,2730
41545,David Aaker,5.761451,20,16,9,1969,1985,2730
42591,Jacob Jacoby,5.984243,20,23,6,1971,1984,2730
41367,Frank Bass,5.75632,19,21,5,1967,1985,2730
41089,Robert Peterson,5.72554,19,14,11,1969,1985,2730
43097,Donald Morrison,6.262,19,11,7,1965,1985,2730
39517,Coskun Samli,7.487724,19,17,9,1969,1985,2730
39031,Morris Holbrook,6.130817,18,13,7,1979,1985,2730
38375,Barry Mason,6.492854,18,19,8,1975,1985,2730
41133,Noel Capon,7.249175,18,11,6,1972,1984,2730
41128,Danny Bellenger,6.53536,17,14,6,1973,1985,2730
44592,Brian Sternthal,6.098937,17,13,3,1973,1984,2730
39230,John Ryans,9.363503,17,14,10,1968,1985,2730
40687,Roger Kerin,5.769512,17,15,10,1974,1985,2730
