0.3333334936472069	11099012620661169e-26	0.3333328889465975	11097836052004498e-26	11105668966059451e-26	0.33333361586591764	11108728282927867e-26	1108605819812166e-25	10649490781731777e-26	11088116237172354e-26	11100693465777634e-26	11109117042171773e-26	11109206666505146e-26	10625435881711745e-26	11100509950226008e-26	11108557435289812e-26	10639331154063196e-26
0.24999990635833635	11109959914746545e-26	0.250000357407458	11108321352782036e-26	11108618067488452e-26	11100678175724176e-26	0.24999983174847462	11110195044957373e-26	11107093167636631e-26	11109330640008146e-26	1110935899785302e-25	11108295872170073e-26	0.24999990304178815	1110179018394633e-25	11110045635166238e-26	11102366789816137e-26	1110820883300453e-25
1109622436706927e-25	11106524760398e-23	11072800301529626e-26	11108939516691499e-26	11107103039018158e-26	11107862720275053e-26	11108877954994247e-26	11105807418036388e-26	11105704937313693e-26	11106081105290001e-26	11105306511036311e-26	11107318200381184e-26	11106373530881257e-26	0.9999999982233836	11101497867004409e-26	11106774735747456e-26	11108456518140599e-26
0.5000000189558842	11104807772408202e-26	11107702355661345e-26	11109540972397069e-26	11108859617176184e-26	11109340669610232e-26	11110074619553609e-26	11109464894847487e-26	11107163853707352e-26	11108913466274165e-26	11107920591367155e-26	11109685070115609e-26	0.49999997938270807	10620736325244363e-26	1110729705413213e-25	11109747841348747e-26	11109513044976023e-26
11109436388280811e-26	11107987590863806e-26	11106727075079652e-26	11109801301505876e-26	11109351437192447e-26	0.9999999982225296	1111001742526341e-25	11108461733161564e-26	1111010007911746e-25	11109917117271714e-26	11108504685039189e-26	11109542174554357e-26	11109747914894711e-26	1110900327097937e-25	11108372609106323e-26	11110023880671393e-26	11110027568843384e-26
11105734993150209e-26	11107954225204015e-26	11109235781802161e-26	11108271639124887e-26	11108291171176214e-26	11109115433626153e-26	11109546266215758e-26	11109195401994516e-26	11109465403040229e-26	11109380497550693e-26	11109603388877831e-26	11107412283667082e-26	11108200953549501e-26	0.9999999982226093	11109514858912824e-26	11109123789277465e-26	11109026347757733e-26
0.49999981146770694	1110886854322911e-25	11107988530458986e-26	1111002271684241e-25	11109372292231863e-26	11109150904232798e-26	0.5000001868708834	11110084552126622e-26	11108458702383095e-26	11109713137644027e-26	11107050624934494e-26	11109396726884507e-26	11109613461348238e-26	10613174830192263e-26	11109692538228668e-26	11108554382913777e-26	11109818441669154e-26
11109747715791516e-26	11108637144188518e-26	11107947796973571e-26	11110029535785776e-26	11109743712293797e-26	0.9999999982224836	11110313675786346e-26	11109032683133458e-26	11109504983383416e-26	11110081949866598e-26	11108554349451916e-26	11109645683174615e-26	11109599560431407e-26	11109336772493196e-26	11109025880092658e-26	11110242158358254e-26	1111017331983089e-25
11108913013686089e-26	11109547375313237e-26	11110026611632185e-26	1110911311942165e-25	1110868511995263e-25	0.9999999982225525	11109036455302236e-26	11108887775919828e-26	11109156833182808e-26	11109333470632482e-26	11110421259846938e-26	11108473671262953e-26	11108041608582693e-26	11109485360432034e-26	11109879133858134e-26	11108963860607284e-26	11106789101250514e-26
0.9999999982232519	11100559461491232e-26	11107402253939473e-26	11108863456680287e-26	11107927046239107e-26	11108940872374141e-26	11109643512955933e-26	1109987972741129e-25	11107396102190208e-26	11108251502047309e-26	11098620086786082e-26	11109802858233575e-26	11108482428996603e-26	11083870148048291e-26	11096879856711362e-26	11109188528648925e-26	11109086641600195e-26
11108053123898063e-26	0.4999999207624664	11110408013074141e-26	11110101605476229e-26	1110989433297507e-25	11109588363764615e-26	11110334926534663e-26	11110438916466017e-26	0.5000000775710258	1111032711683065e-25	11110404770587728e-26	1110991240083138e-25	11110307676733584e-26	11109896290429335e-26	11110474965669399e-26	11110488204118785e-26	11110136314243169e-26
11109634671879783e-26	11108370115612099e-26	11107277297841422e-26	11109965767623547e-26	11109589267393798e-26	0.9999999982225034	11110195871757051e-26	11108796247558998e-26	11109634822270997e-26	11110064874192158e-26	11109035335918784e-26	11109771874585845e-26	11109413842108602e-26	11108869719503483e-26	11108736912759074e-26	11110164971026207e-26	11110128881110795e-26
