11080469925562347e-26	11109260397441833e-26	11080169690323151e-26	11109087427951702e-26	11106090894314643e-26	0.2500000296552853	11108358650487856e-26	11101209515127312e-26	11108247877086667e-26	11110883789472921e-26	11112187744071458e-26	1110861115847777e-25	11106186290375192e-26	11110138907906163e-26	11080596340339417e-26	0.2499999729192318	11107087504617563e-26	10606225374451578e-26	11111261393810324e-26	11108396166717865e-26	11109934750224517e-26	0.24999981897792445	11108303160154812e-26	11106928636841384e-26	11074830773746648e-26	11109044231306186e-26	11105042121578861e-26	11106940669941607e-26	11109490359898421e-26	11109486429496125e-26	11110114751555575e-26	11077418323158717e-26	11103485081477073e-26	11102141513325177e-26	11106620824212416e-26	1110732849747422e-25	11103285087059954e-26	11106175044960895e-26	11106963702558604e-26	11111644242497213e-26	10612723846264038e-26	11108412541705079e-26	11108507053504217e-26	11108234950609699e-26	10606359823199956e-26	11102980668144234e-26	11093122560507455e-26	11103032718350935e-26	11108713559238385e-26	11108741623755783e-26	11110344350944442e-26	11087476417963683e-26	11110655312575295e-26	11108094306401908e-26	11099133944129038e-26	11109643281835981e-26	11105189996529995e-26	11104081396409165e-26	11108555316127416e-26	11107518221568472e-26	11110598463023259e-26	11107894788978287e-26	1111052964910691e-25	1110812591008423e-25	1111050950603628e-25	11101963138012128e-26	11111475333172038e-26	1110420069689122e-25	11106104297562551e-26	11109262242769563e-26	11099502193284934e-26	11111569939874166e-26	1110708210903709e-25	11106243671655604e-26	1110964381745571e-25	1110735911164883e-25	1110086533369644e-25	11110709053333826e-26	1110860575622592e-25	11102223037753791e-26	10866657015348039e-26	11108705405819799e-26	11102995335354918e-26	11110424778200586e-26	11108522735569184e-26	11106968358734734e-26	11107806423225068e-26	11106769393410446e-26	11110370927511312e-26	11111523251902717e-26	11108636128042577e-26	11111620856234549e-26	11110379562741853e-26	11109285712087267e-26	11108932440087074e-26	11110452149585575e-26	11110309026596038e-26	11108706811549232e-26	11109872364010313e-26	11110394825932569e-26	11109688810826195e-26	11099129236188422e-26	0.2500001669148007	11098256795679032e-26	11107804741846767e-26	11107485783596799e-26	11107306823038082e-26	11111105885567208e-26
1065579120608748e-25	11066576600519494e-26	10660216090503368e-26	10646563096069755e-26	10649176790255814e-26	0.5000001287998426	10647672626121851e-26	10651688329369362e-26	10647699335446524e-26	10646255997675282e-26	10645131722001954e-26	10646778574616563e-26	10647600931876773e-26	10646471997358102e-26	1064963535494924e-25	10647223191692764e-26	11108624885863951e-26	1064983797747616e-25	10648307808512334e-26	10648133311091356e-26	10646981938770581e-26	10651789225277088e-26	11057801848288699e-26	10649064206935033e-26	10654710775771813e-26	10646725042113765e-26	10650730437991906e-26	10647467652729956e-26	10648959833771521e-26	10646685865578952e-26	11109557750260574e-26	10650196585238969e-26	10650950425404184e-26	10651505481926156e-26	10648694622772125e-26	11109905230479415e-26	1109626881080257e-25	10648287577771759e-26	10648498934133844e-26	11109675540454926e-26	1108606617295566e-25	1064789271008624e-25	1064753345596992e-25	10647695631362251e-26	10649148988499261e-26	10650757656600345e-26	10657943065637304e-26	10649713968177781e-26	10648496485288398e-26	10647387342760279e-26	10645855998385671e-26	10657677772931871e-26	10645879916701797e-26	10647771724776533e-26	10646579220010367e-26	10646805035452694e-26	10651548918156917e-26	10648145160137321e-26	10647500869926552e-26	10648151823116344e-26	1064666010614888e-25	10647463363427125e-26	10645968124059226e-26	10647671473501411e-26	10647030721876895e-26	10648765004271082e-26	10647057232771514e-26	1065051296391166e-25	10648022901098413e-26	11104817545950138e-26	106509465076661e-24	10648227476422267e-26	11109922964481236e-26	10647322533133366e-26	10646804607955124e-26	10647616300845207e-26	10654448405980935e-26	10648840114581788e-26	11027128453893853e-26	10651161211283817e-26	10652834995301209e-26	10647410419092489e-26	10647597044968918e-26	10646135997274534e-26	10647772463676558e-26	10648170636755301e-26	11109911690099807e-26	10647182083320073e-26	1064994420421366e-25	10646050678275358e-26	0.4999998598455844	10652961964154504e-26	10646463748460042e-26	10647662609897752e-26	11104405105738475e-26	10647279489692284e-26	10646005912649885e-26	10646895108786966e-26	11109738074462416e-26	10646406472675678e-26	11103750137281737e-26	1065350270226722e-25	10648978824732012e-26	10647361269893474e-26	10647874312057094e-26	10648354436852829e-26	1064822190083333e-25	10649656126606871e-26
1060597929540849e-25	1063267843411955e-25	1063566525572825e-25	10610330484707301e-26	10614898124656601e-26	0.9999999885498142	10611141073587306e-26	10619737287885795e-26	10611791744928625e-26	10607721727559421e-26	10606000151050713e-26	10609953052912363e-26	10612691904565243e-26	10609320033817428e-26	10615689856470562e-26	10619235743519295e-26	10612909753777271e-26	10615812172608797e-26	10615089935348472e-26	10611682813611324e-26	11110438823136704e-26	10619945402332454e-26	10616222794527982e-26	10613401506100916e-26	106219588631795e-24	10604899364919384e-26	10618322290363857e-26	10611863677415336e-26	1063087291433818e-25	11106059649275296e-26	10604603234931312e-26	10635182813799644e-26	10620340116184906e-26	11109260917402873e-26	10612566386300367e-26	11109579998008206e-26	10605031806799551e-26	10610897623344407e-26	10609115542414926e-26	10609258219246286e-26	11109604182918804e-26	10613444517951489e-26	10610576903975856e-26	10611181296850541e-26	10614655523391471e-26	10617548655431728e-26	11093983055559757e-26	10617658056862068e-26	10616605371210774e-26	1061119185286619e-25	10611136901343245e-26	10639904088211797e-26	10609035563647471e-26	10611643541005971e-26	10636420015247141e-26	10610007037037794e-26	10618747264622058e-26	10612610702939189e-26	10607994327604634e-26	11059093600169823e-26	11110200957175789e-26	10610743961794348e-26	10608291319924782e-26	11099843891039756e-26	10610217892130167e-26	10612407599653142e-26	10613658589641562e-26	10614582932426422e-26	10610869016863081e-26	10615561571101882e-26	1110853717385996e-25	10613292617016957e-26	1061462664456429e-25	10615822661523419e-26	11108731934899741e-26	10611665836819178e-26	10614493045301084e-26	11090984157806372e-26	10613153162607482e-26	10604901336223565e-26	10604732315343944e-26	10606368398665185e-26	11107898996530641e-26	11110111675122956e-26	1060549158756195e-25	10612776027879516e-26	10619724530981796e-26	10610808717585013e-26	10613928383689842e-26	11110048317490156e-26	11108896924592985e-26	10614430967799586e-26	10610213900401852e-26	10612002134985587e-26	11109859807346111e-26	10612220296302848e-26	10608959245283834e-26	10612954325770352e-26	10607645454734923e-26	11110153916630776e-26	11109409136253191e-26	10619395686362033e-26	10608613856595068e-26	1061538804726546e-25	10619589659582241e-26	10613599129763803e-26	1061259650851013e-25	10616942845781576e-26
10614801859949622e-26	10613948525393934e-26	10621959168357285e-26	11098724403846861e-26	10614465066167244e-26	10617588636887065e-26	10613866443484061e-26	1061588218461552e-25	10617816325233858e-26	10615117623166564e-26	1061278086120643e-25	10613705522141917e-26	1061358943217905e-25	10614158907575288e-26	10615428951697107e-26	10620563936076174e-26	11109667347426251e-26	10615148454897226e-26	11102961916056198e-26	10614176578354232e-26	10615803979862054e-26	10617297657953578e-26	10620391697240604e-26	10615116243551107e-26	10617805024936612e-26	10613216302305492e-26	10616217284587388e-26	10614286918432702e-26	1061914506874821e-25	10613363957805569e-26	10614155462609191e-26	10650174912558379e-26	10617183189036664e-26	10615076884486083e-26	10615045066101616e-26	11104803879887233e-26	10613245534875715e-26	11106173592166443e-26	10614806140264861e-26	11092555277991681e-26	11080376190034416e-26	10617431262467704e-26	10614351233491556e-26	106131602039663e-24	10615546519423714e-26	10616746326061286e-26	0.9999999885780065	10616368441204443e-26	10615824771789588e-26	10614485362054167e-26	10614366073109893e-26	10615944391811282e-26	11109716735361007e-26	10614604916115982e-26	10614785931094172e-26	10613791024735916e-26	10615428437232527e-26	10615971687904555e-26	10615394519137371e-26	11109749085860406e-26	10615356385102908e-26	1061394673457717e-25	10613830634678938e-26	11100353719043186e-26	10614051974120332e-26	10614530610877113e-26	10614661511723965e-26	10615431487868774e-26	10614563006347872e-26	10613763948794999e-26	10615722093708609e-26	10614283455035072e-26	10614292541437196e-26	10618067752660479e-26	10614506326046911e-26	10614079894613945e-26	10617030385228631e-26	10614826037700065e-26	10614636401780719e-26	10614175416359399e-26	10616226164510878e-26	10613660738402489e-26	10615696156107794e-26	10613758503943146e-26	10613887105339462e-26	10614325608630522e-26	10616866071498637e-26	10614857609908799e-26	10613998935390537e-26	10614581233456518e-26	10615021875903986e-26	10615942908312284e-26	10614426611504835e-26	10615080577347357e-26	11110207704109316e-26	1061458187251781e-25	10613519491620894e-26	10613774225120157e-26	10614756289940947e-26	10614406189989676e-26	10614339245678653e-26	1061766567068242e-25	10614604222948551e-26	10615082604449438e-26	11107967832875596e-26	10613557377008458e-26	10614931952452529e-26	1110332734820411e-25
10650152677409048e-26	106515166399638e-24	10651403545749632e-26	10650159305781054e-26	106508076799264e-24	11102436467779371e-26	10650964911122762e-26	10651463472623923e-26	11108168849958913e-26	10650316896984326e-26	10649982200643139e-26	10650475808434875e-26	11109488382183546e-26	1065027364585453e-25	10651084780549807e-26	10651292429973825e-26	10650287430973665e-26	10654870726149729e-26	10650682714540429e-26	11110603439597998e-26	10650339382738788e-26	11110373010826401e-26	10650928687971417e-26	10650137657416188e-26	10655428283488576e-26	10650481067003611e-26	10651146657805575e-26	10650418563129345e-26	1065059482461891e-25	11104262562540932e-26	10650511214203691e-26	10656574099501385e-26	10651254898639778e-26	10651691714561346e-26	1065040539726983e-25	10650324778734226e-26	11108277579207376e-26	10651295859718674e-26	10650175210531288e-26	10650509718204054e-26	11104676554844547e-26	10650866490393277e-26	11108366395557093e-26	10649933454604325e-26	10651280334661114e-26	10651524617683788e-26	10650114190321813e-26	1110809807583607e-25	1065092153151815e-25	10650441744679357e-26	10649841491748345e-26	10653903584687725e-26	10650784969754133e-26	10650357662747073e-26	106531511010219e-24	10650113061628864e-26	11106534681419553e-26	10651137987808308e-26	10650146316569607e-26	10651228622508128e-26	10650337449062466e-26	10650155819649623e-26	10650188786588786e-26	1110729278284319e-25	10650171129623457e-26	10651531024042178e-26	10649895190640392e-26	1065126734863174e-25	10955231779108038e-26	10650162209604353e-26	10650590549618676e-26	10650466035778306e-26	1065014594219122e-25	1110764735773053e-25	10650412286089126e-26	10650955477458448e-26	10651321276002131e-26	10650514563698799e-26	10651014462205257e-26	10651659128750592e-26	10651220225615236e-26	1065042740214834e-25	10651367870914061e-26	10650314959247733e-26	10650918788716803e-26	106505398332037e-24	1065061046262322e-25	10650442398995162e-26	10650474418687361e-26	10650263420469965e-26	10650498157281105e-26	10650801781365705e-26	10650291188484735e-26	10650055339873663e-26	0.999999988536631	10650518041862687e-26	10650405640464648e-26	10650321011771066e-26	11106165501956338e-26	10649824677725327e-26	10650043069907958e-26	10650688481568839e-26	10651136120577494e-26	10651563374153547e-26	10650596811482266e-26	10650217169349379e-26	10650698729846089e-26	10650549196966756e-26
10615982729645726e-26	10615935879802648e-26	10616384249243474e-26	10615950454872801e-26	10616211962078132e-26	10616438528568172e-26	1061593137802566e-25	0.9999999886408345	10616149966874984e-26	10616000132138479e-26	10615872071889738e-26	10615922559754134e-26	10615916201237293e-26	10615947400454288e-26	10616018236366358e-26	10616019735915004e-26	10615930506826268e-26	10615961330290194e-26	10616067674196542e-26	10615948369335753e-26	10616038036799197e-26	10616149727277881e-26	1061629498024525e-25	10615999765409442e-26	10616150896107245e-26	10615895819305018e-26	1061606314465339e-25	10615954424340696e-26	10616254863509893e-26	10615874354163951e-26	10615948385696629e-26	10618179164302793e-26	10616114625169431e-26	10615999544960322e-26	10615996221858112e-26	10615929263229542e-26	10615897112815044e-26	10616014008477649e-26	1061598296482238e-25	1061597250739261e-25	10615931102219802e-26	10616128507428967e-26	10615937174669049e-26	10615893270098802e-26	10616023800059617e-26	10616090306909305e-26	10615956498201287e-26	10616068016814974e-26	10616032007139881e-26	10615941950005244e-26	1061597312342722e-25	10616803297436411e-26	10615942348827186e-26	10615961700134483e-26	10616148176010502e-26	10615927393880552e-26	10616017276577083e-26	10616047745254972e-26	10616015403536375e-26	10615951981738856e-26	10616104836834051e-26	1061593576791537e-25	10615929408338398e-26	10615986011892104e-26	10615941535820325e-26	1061596757649413e-25	10615976027559526e-26	1061601745350529e-25	10615969590558081e-26	1061592625404865e-25	10616033506650907e-26	10615955124053938e-26	10615985315449971e-26	10616164220829368e-26	10616080940111379e-26	10615942387652366e-26	10616106245191187e-26	10615984060577719e-26	10615973626186031e-26	10615948290838073e-26	10616061338444048e-26	10615964412786272e-26	10616077465565053e-26	10615925421842139e-26	10615934356679181e-26	10615982095208616e-26	10616007247324293e-26	10615985798777476e-26	1061593862685129e-25	10615970335852527e-26	10616018241842863e-26	10616045741597212e-26	10615978401208575e-26	10616000303281427e-26	10616088209506472e-26	106159700406422e-24	10615912070252735e-26	10615926477759002e-26	10615981314009055e-26	10615960980845574e-26	10615946303711157e-26	10616779057558914e-26	1061597185691842e-25	10615998194580224e-26	10616109470945055e-26	10615914454856074e-26	10615989892841381e-26	10616077653396228e-26
10601857983869824e-26	10602223196740082e-26	10602191722398545e-26	10601854300822813e-26	10602042630011516e-26	1111063396027865e-25	10602072609913042e-26	10602208009206243e-26	11110513278016467e-26	10601897150426819e-26	10601806385710056e-26	10601939998883151e-26	1111011253988888e-25	10601885292288042e-26	10602105143448257e-26	10602161532070107e-26	10601888990364248e-26	10603139423194783e-26	1060199604719676e-25	10602025031385337e-26	10601903048342545e-26	1111087707107474e-25	10602064240374778e-26	1060185326960539e-25	10603292990262821e-26	10601941676206114e-26	10602121942533792e-26	10601924492048638e-26	10601986703068786e-26	11110427057292282e-26	10601949275379483e-26	1060360949102249e-25	10602151337370039e-26	10602272774728858e-26	10601920926059483e-26	10601892238206127e-26	11110489450629093e-26	10602176723174333e-26	10601858587897298e-26	10601949157337509e-26	10601875781735466e-26	10602045934345384e-26	11110470277710489e-26	10601793383984129e-26	10602158246411462e-26	10602224630658451e-26	10601848108056808e-26	1060214784446794e-25	10602061016556297e-26	10601930773366998e-26	10601768219703912e-26	106028739900616e-24	1060202590461949e-25	10601908972634515e-26	10602688771543801e-26	10601844220342493e-26	10603650849240662e-26	10602119588560177e-26	10601850881758421e-26	10602144380460047e-26	1060183296323989e-25	1060184269346764e-25	10601862281884089e-26	0.9999999886101164	10601858203472658e-26	10602226373222374e-26	10601785568959841e-26	10602154719301836e-26	1110272356040498e-25	1060185508666361e-25	10601971168312652e-26	1060193735141935e-25	10601855916548979e-26	1111058785885655e-25	10601922939647812e-26	10602070297094626e-26	10602122388966284e-26	10601950498725577e-26	10601874585787575e-26	1060226120744545e-25	10602141920022752e-26	10601926886241477e-26	10602182028268484e-26	10601896441117359e-26	10602087422426616e-26	10601957345128317e-26	10601976486182635e-26	10601930966893279e-26	10601939622388623e-26	10601881064080971e-26	10601946053619735e-26	10602027501544814e-26	10601882256746333e-26	10601820861941894e-26	1060196796233329e-25	10601951538825854e-26	10601920960648283e-26	10601898073905493e-26	1060191052977599e-25	10601763390655064e-26	10601825027501734e-26	10601997631243621e-26	1060213557464198e-25	10602235167779985e-26	10601962522655081e-26	10601869961400152e-26	10602000412599299e-26	1060195993887053e-25
10616126541346615e-26	10616077587242831e-26	10616066866006956e-26	10615934128361202e-26	10616056141515495e-26	10616302527600147e-26	10616020355434304e-26	10616072440330836e-26	10615974573281673e-26	10615951071659422e-26	10615915429753481e-26	10615967599582387e-26	10616097795324913e-26	10615946750062159e-26	1061603217355466e-25	10616054243033562e-26	10615947687804845e-26	10616438363097985e-26	10615989393462133e-26	106160008369569e-24	10615953372946002e-26	0.5000000134842502	10616018197684939e-26	10615968365120032e-26	10616498667355372e-26	1061596900298828e-25	106160387473389e-24	10615961679533311e-26	1061603725013047e-25	0.49999997526276757	10615971503340475e-26	10616623276280336e-26	10616050249811072e-26	10616105539900502e-26	10615960147963346e-26	10615944349238238e-26	10615961969489488e-26	10616007497507901e-26	10615936670802603e-26	10615971178783832e-26	1061594296233881e-25	1061600911582407e-25	10615954093975265e-26	10615911094345999e-26	10616054357591726e-26	10616078950175409e-26	10616112133515763e-26	10616048884985527e-26	1061601620641956e-25	1061596399988318e-25	1061590117568712e-25	10616333806094362e-26	10615997318153624e-26	10615953372001682e-26	10616270793966765e-26	10615924046572181e-26	10616078395712292e-26	10616037826079681e-26	10615933407072493e-26	1061604764034797e-25	10615956493370277e-26	10615936300985286e-26	10615937256362347e-26	10615990725555091e-26	10615938505344372e-26	10616079631288366e-26	10615901002789631e-26	10616051571664324e-26	10616426795997658e-26	10615934435174042e-26	10615979937273622e-26	10615966565162393e-26	10616014172873415e-26	10616029079255236e-26	10615961570312924e-26	10616019953160257e-26	10616067256373437e-26	1061597170236815e-25	10615958550537805e-26	10616093277784228e-26	10616046566056906e-26	10615962476392364e-26	10616062267227956e-26	10615950583430078e-26	10616126677537415e-26	1061597437842415e-25	10615981858583516e-26	10615964074515101e-26	10615967452475444e-26	10615941753854153e-26	106159699654066e-24	10616000546728712e-26	10615943995464448e-26	10615953265351161e-26	1061596740546444e-25	106159722712538e-24	10615960196930807e-26	10615951221477235e-26	10615956086731388e-26	10615922964590906e-26	1061591872927062e-25	10615990119187809e-26	10616051472896435e-26	10616083077304262e-26	10615964130665532e-26	10615940243198891e-26	10615991211104327e-26	10615961232998422e-26
10597956831753545e-26	11110005769263493e-26	10595517027738528e-26	1059259099870251e-25	10594415557068391e-26	10594224537662108e-26	10594098407820006e-26	10595641448154884e-26	10593638214753165e-26	10593241810595377e-26	10592459141698981e-26	10593847819707694e-26	1059506732766562e-25	11109449421157753e-26	10594846209012642e-26	10595281638964064e-26	10593176100520077e-26	10597126784858798e-26	10594001937954141e-26	10595218892421777e-26	10592871117968723e-26	10594509694687182e-26	10594525193031622e-26	10593452583484019e-26	1060394425272579e-25	10593479886811376e-26	11103384120431161e-26	10593450817952021e-26	11106225440510107e-26	1059427686776482e-25	11098523219044492e-26	1060209079304378e-25	11107603585719668e-26	10596186422875272e-26	10593422971204295e-26	10767989152377449e-26	11098122757858801e-26	1059407137086218e-25	10593101009124395e-26	1059411670015849e-25	11109499432496883e-26	10594389938469366e-26	10593883605446386e-26	10592371555478391e-26	105952685015535e-24	10595768447239195e-26	10593794268395023e-26	10595179208551115e-26	1059426318843244e-25	10593680444286681e-26	10592361591804518e-26	10600756512129566e-26	10593503981399847e-26	10593336187630177e-26	11109720558683362e-26	10592480939804571e-26	10595092536026022e-26	10594847312845317e-26	105929468333073e-24	1059514901829189e-25	10593069215843624e-26	10593160201987386e-26	1059259827707669e-25	10596054878252842e-26	10593234043969894e-26	1059497848370794e-25	10593062762049314e-26	1059522895469685e-25	1061801883222092e-25	10592913945958606e-26	10593812071805856e-26	10593549939773069e-26	10593554216711186e-26	10593588145708816e-26	10593984167104932e-26	10597730875371608e-26	10593510649258939e-26	10593595947010093e-26	10593671435621658e-26	10596050229053299e-26	10595130219092469e-26	1059346904381288e-25	10595649892997548e-26	10593233837222203e-26	10593957101057628e-26	10593704487654318e-26	10593577240987585e-26	0.9999999886160341	1059378955288496e-25	10593137398415284e-26	10593617210233192e-26	10594651499506989e-26	10590219793814606e-26	10593504649682902e-26	10592662721788712e-26	10596199704699987e-26	10593423328183585e-26	1059402365289737e-25	1059419096505458e-25	10593649174360424e-26	10592574910344334e-26	10594203627258076e-26	10594759019180921e-26	10595813026601842e-26	10593965509749118e-26	10593028962820147e-26	10593789287358753e-26	10595818086874176e-26
10629931365980874e-26	10628658899074163e-26	10641768910491394e-26	10625416736631614e-26	10629274732193565e-26	10633464371839466e-26	10625811805683415e-26	10625760530275628e-26	10625242063889245e-26	0.4999997594076429	10623022304911562e-26	1062508699782632e-25	11106794999553138e-26	10625218918918551e-26	11109877807978584e-26	10628723145090135e-26	10627459415903035e-26	10627417319675743e-26	10630532337125193e-26	1062690123390004e-25	10629377176920315e-26	10631853173463475e-26	10634897933178496e-26	11091798784424602e-26	10633522329495902e-26	10624293493579734e-26	10630294323600495e-26	10627207102664873e-26	10627155601424075e-26	10624519984664112e-26	10624817011632957e-26	11110208802089715e-26	11108939094724042e-26	10626457980064183e-26	1062706385822293e-25	10628444695364649e-26	10625073465815348e-26	11073173494005508e-26	11109729314316744e-26	10626161683076501e-26	10626461464089325e-26	10630203481815793e-26	10625621764739377e-26	10624780781072443e-26	10628849735204023e-26	10631306117477702e-26	11057268719095429e-26	1062521481789936e-25	1062555199843088e-25	10625799034202643e-26	10627173501536322e-26	10656178107319735e-26	10624594088048149e-26	10626941795349282e-26	10682534741919445e-26	10625550269535733e-26	11109907766964488e-26	10628304614386727e-26	10630448595004115e-26	10626148965545035e-26	10626437563320683e-26	10625672665529136e-26	1062516692023066e-25	11106992449917347e-26	10625792905801839e-26	11109905833102687e-26	10626475802852717e-26	11108387220266216e-26	1062598750844752e-25	10625687985195565e-26	10630345421242589e-26	10626570557476728e-26	10630613681594322e-26	10628717770835852e-26	10628850876884207e-26	1062615077208036e-25	10628478763609191e-26	1062565923386339e-25	10628172863719019e-26	10627900073791571e-26	10632255084002364e-26	10624430763173476e-26	10632088002574874e-26	10625193363539315e-26	10625799757085e-23	10627735386863783e-26	1062822342128125e-25	1062523748174318e-25	10625845497656892e-26	10873944591214377e-26	1062783447590973e-25	10631137341579941e-26	1062807802909394e-25	10628024966110334e-26	0.5000002292575265	1062638563904947e-25	10624854381049065e-26	10625372141537317e-26	10624748343769241e-26	10626327263202837e-26	10625736758781714e-26	1110869855277757e-25	10626640721949429e-26	10627893040558473e-26	1063093458262912e-25	10626140284186242e-26	10626589192962729e-26	11108731667877221e-26
