0.3333333606204758	11100011896979274e-26	11093840573383479e-26	11110569840988908e-26	11103799521217846e-26	11108929284377134e-26	11096113001494867e-26	1109138801597319e-25	11104969978534405e-26	11103533516547967e-26	11099044659244773e-26	11101963653990014e-26	11085666563850773e-26	1110713927029911e-25	1064774767413428e-25	10644380248086219e-26	11099142429910886e-26	11093637690140948e-26	10912188917558543e-26	11101247163683783e-26	11102545255189431e-26	11074649222090564e-26	11099409689552294e-26	11099491992943031e-26	11103108221153611e-26	11093253065974991e-26	11078700899588202e-26	11090621508945206e-26	11088893901111545e-26	11108765345654005e-26	1063787444024037e-25	11073022933748558e-26	0.3333334794935118	11094357783431376e-26	11101433439956611e-26	10751217487901494e-26	11088824433918197e-26	11111052259981108e-26	11100180627106149e-26	11107308096844135e-26	11102004072189928e-26	11102925924750957e-26	11060408134422767e-26	11084157573211211e-26	11107590592471948e-26	11109703484701956e-26	11101165133635466e-26	11102047782345157e-26	11094837541421316e-26	11105210332154935e-26	11098566099528828e-26	11110770633091091e-26	11091114007163009e-26	11099279615202844e-26	1108572766548785e-25	1110222254222728e-25	11096073362991138e-26	11103591010513705e-26	11101558599118764e-26	11091056724086816e-26	1109302191110478e-25	10913120100628955e-26	10691087108759698e-26	11100135105886171e-26	11096152984400226e-26	11083703462011065e-26	11088981276289537e-26	11110785532685088e-26	11100596692933038e-26	11069126510638727e-26	11099733235224148e-26	11078048470062153e-26	11110785605871254e-26	11100793880250933e-26	11093823816128166e-26	11103377422531567e-26	10834842171430146e-26	11093410239299062e-26	11110260666808745e-26	11106998318475615e-26	11080329348222607e-26	10732940090640873e-26	11110653465948304e-26	1110513880270161e-25	0.33333314816851956	11109823317328055e-26	10666420082746265e-26	11104200676639538e-26	11110829665372468e-26	110965601261257e-24	11031624021337426e-26	1109306228262399e-25	11100898899688346e-26	10746276603439233e-26	1111075032204721e-25	11006314293096731e-26	11099782699612723e-26	11073100071651667e-26	11092504812361219e-26	11093909119544905e-26	11101977625620559e-26	11086373648197177e-26	11042262747816733e-26	11099362542135446e-26	11091980186772779e-26	11101746013707842e-26	11095617260675432e-26	10661773155021108e-26	11064231873365568e-26
10592907194103161e-26	0.9999999885389456	10592888751837964e-26	1059286656649352e-25	10592777371302961e-26	10592704914415377e-26	10593217537453713e-26	1059311721825541e-25	10592805633113052e-26	10592774196176385e-26	10592536164860662e-26	1059278285305446e-25	10593195006450849e-26	10592702694955497e-26	10592935736250531e-26	10592882857599162e-26	10592977366505144e-26	1059303048954511e-25	10593191136947812e-26	10592868049063034e-26	10592790890515541e-26	1059311129476039e-25	10592890695112748e-26	10592832663473069e-26	1059275088355808e-25	10593089354897008e-26	10593132059681703e-26	10592850114133346e-26	10592989614670574e-26	10592879366947035e-26	10592730565413566e-26	1059300029120236e-25	10592772902631368e-26	10592951588615046e-26	10592786862199058e-26	10592842546298245e-26	10592788415918381e-26	10592830205762107e-26	1059312315289456e-25	10592766882115781e-26	10592844541173717e-26	10592770838769433e-26	1059293315780735e-25	10592936656877903e-26	10592700587067646e-26	10593332928920543e-26	10592840273991905e-26	10592758130919074e-26	11110628206860878e-26	10592712161467979e-26	10592805712285037e-26	10592885413435442e-26	10592903818296934e-26	10593013607632587e-26	10593027872339935e-26	10592844740291628e-26	11110885173756018e-26	10592919147769305e-26	10592825101759972e-26	10592889642596508e-26	10593014500271774e-26	10592848997361235e-26	10592876670753227e-26	1059288094556363e-25	10592774295523388e-26	10592982356193812e-26	10592894227985402e-26	10592930437446386e-26	10592905315649082e-26	10593215533082584e-26	10592892399315458e-26	10592988361275158e-26	10592866506980968e-26	10592861154518523e-26	10592857653159735e-26	10592852498822874e-26	11110906194346729e-26	10592839843716747e-26	10592952803438125e-26	10592586057383532e-26	10593088863394981e-26	10592957440875258e-26	10592710656857562e-26	10592743408877404e-26	10593399138470323e-26	10592676969422993e-26	1059330291391373e-25	10592821789670478e-26	10592892727280584e-26	10592792184741694e-26	10593172296202813e-26	10592831963632663e-26	10592872007099042e-26	10592883750259169e-26	10592743722390425e-26	10593407772476589e-26	105928476017945e-24	10592862794279504e-26	10592855627738466e-26	10592929430529595e-26	10592821536616105e-26	10593209314054222e-26	10593239934560884e-26	10592842101435336e-26	10592958240415375e-26	10592774699984624e-26	10592877059392561e-26	11110393288057727e-26	10593142754046846e-26
10660941093758439e-26	10636347571644517e-26	10632777399753013e-26	10662783637074383e-26	10637465849653393e-26	10636669911010262e-26	10657616193887508e-26	11094574703173426e-26	10636026299347331e-26	10633268823482648e-26	10636082821829597e-26	1063697730893606e-25	10636064711541552e-26	1110663064748948e-25	10641977690776839e-26	10640261097524529e-26	10634110231669507e-26	10639036472448739e-26	10648638988870123e-26	10642422298839126e-26	10636502342307364e-26	10642980528059039e-26	10635525012469199e-26	10640154378503587e-26	10632586911323303e-26	10648040165018342e-26	10656430964101512e-26	10639040446624342e-26	10643355924050236e-26	10633796811837387e-26	10635367312920075e-26	1064001715262785e-25	0.33333348541248164	10641177129294625e-26	10636878667184097e-26	11097773417608199e-26	11106101814580818e-26	10638210416304112e-26	10638506818921771e-26	1063434772282838e-25	10635179266189584e-26	0.3333331001798232	10634390116489604e-26	10638214543746874e-26	10633463757574181e-26	11092923812506716e-26	11102297980132895e-26	10641247909397666e-26	10683020072745006e-26	10632174322223662e-26	11107770860653158e-26	10632654758394294e-26	11107837648670551e-26	10638304980391561e-26	10638179030888154e-26	10636742029630721e-26	10637792746065903e-26	11105431722162001e-26	10636643129679307e-26	10634251152683686e-26	1063717119329676e-25	10635868769181965e-26	10638516599644826e-26	1063263398403921e-25	10636163455672985e-26	10642166748741269e-26	11108864393074536e-26	10637623935797168e-26	11107951879936695e-26	10637736342264536e-26	0.33333340304580117	10635296155589137e-26	10636414466194912e-26	10638773862646997e-26	10636836907767672e-26	1110423173309262e-25	10654478866605031e-26	10637139315591799e-26	10640168444762453e-26	10635182031237259e-26	10643074145965096e-26	10643363527983055e-26	10633269985631412e-26	10636389660060803e-26	106533286489503e-24	11104651350563313e-26	10642064507049999e-26	10638118521648938e-26	10636644821714182e-26	11094707354220098e-26	10638524131299583e-26	10636456212760354e-26	10641914915838032e-26	11099367814603905e-26	11098106774049112e-26	10647669096300815e-26	1063948275533855e-25	10636370241284503e-26	1063506452042517e-25	10638097697348033e-26	11108898284157234e-26	1064533108786334e-25	10643881777405882e-26	10637140226445381e-26	11108289675465533e-26	10643297840889623e-26	10651999246126584e-26	10639698479901978e-26	10645017835711842e-26
10581530277194677e-26	10580367651086538e-26	1058498803460862e-25	10583839902906685e-26	10583166940928365e-26	10580972662598177e-26	10596756607693971e-26	10584225377220699e-26	10582658689045784e-26	10585988389221488e-26	10582571660577112e-26	10584960308726493e-26	11108073765968707e-26	10581146415464501e-26	10580789084670932e-26	1058173034908113e-25	10582368727483225e-26	10582841877332254e-26	10584787392473508e-26	1058288286620691e-25	10581649198065768e-26	1111004014465849e-25	10581980049283915e-26	10590506804595706e-26	10580315521351349e-26	1058261103400965e-25	10591438154825092e-26	10582995454702906e-26	1058363204513285e-25	11109312616641479e-26	11109949235347719e-26	1058485509482383e-25	10583023556177732e-26	10583265787983339e-26	10580775087742871e-26	1103028592896931e-25	10580251525583829e-26	10584366679064755e-26	11110114126180356e-26	10581931472376986e-26	10579915966141147e-26	10581984875511943e-26	10585515893408341e-26	10581235763550328e-26	10581188916699359e-26	0.4999997904839024	10594846580008831e-26	10580703471043922e-26	11106339572934034e-26	10579807927153727e-26	10581213090651774e-26	10582462837628857e-26	10582308761086154e-26	10591491172003121e-26	10583054513345924e-26	10580975465620102e-26	10584155452271596e-26	1058005561073617e-25	10583197364256195e-26	11092512750624919e-26	10580982332749617e-26	11104115058760751e-26	10587635647496495e-26	0.5000001981195211	11097552987766989e-26	10585743203509011e-26	10585667234325386e-26	10583778034130857e-26	10589147498401171e-26	10581734751991556e-26	10582537191675622e-26	10582321677242839e-26	10581170049708166e-26	10584573796363335e-26	10580890194931939e-26	10581362564296935e-26	10586324021740126e-26	10583530853458018e-26	10591157173381959e-26	10582721228717813e-26	10587752663130453e-26	10582941962448391e-26	10580806349306634e-26	1109199803827824e-25	10582511912410704e-26	10589218299149615e-26	1058271063349368e-25	11102003402759538e-26	10580488370118334e-26	1058814620846559e-25	10582950077538208e-26	105831044992764e-24	10581242675409957e-26	1058274972854111e-25	10583372212685735e-26	10583742472918317e-26	10582933151905483e-26	10584292418478513e-26	10580552919851534e-26	11097879855238443e-26	10581528932477844e-26	10581810919863693e-26	105866020012396e-24	11109850223205044e-26	1058294721052471e-25	10581170703578349e-26	10581064329624035e-26	10590610901765689e-26	10584839316483137e-26
10656536136411984e-26	106540318593137e-24	1065385430542834e-25	10664447047806281e-26	10653762657487056e-26	10652517888842102e-26	10660699232832147e-26	10657090489343665e-26	10653200892399268e-26	11109489526236582e-26	11108295559703072e-26	10653178647139092e-26	10654100555050443e-26	10651920676178894e-26	1065440210429992e-25	10655311186498874e-26	10654250386691815e-26	10654845930359048e-26	10656228938941046e-26	10652569284476898e-26	10653108394847587e-26	10656919847409681e-26	10653439691772434e-26	10654822198224355e-26	10651938799672953e-26	10656403138913132e-26	10661592678872838e-26	10654462204809795e-26	10657388930658688e-26	10657054313976461e-26	11109445202616815e-26	10654767807370637e-26	11109052994806135e-26	10655413083482679e-26	10652975276626988e-26	10653640171675509e-26	10654441521838555e-26	10654486267729478e-26	10654964333164645e-26	10652741219021977e-26	10654602179133737e-26	10652860226364196e-26	10654855648491047e-26	10655808818317398e-26	10652132134545583e-26	106542215927642e-24	11109602073032733e-26	11109707097713717e-26	10653778797866487e-26	10651827326239883e-26	1065421550324191e-25	10653950926178856e-26	10654635587119001e-26	10653759110577e-23	10656227276231589e-26	10653479750470914e-26	10652661017003066e-26	10653991114221216e-26	10653197743843574e-26	10652578174162376e-26	10653358834089758e-26	11057693941753654e-26	10654114986660404e-26	10653423000073038e-26	10653193722990781e-26	11103357386093001e-26	10653873395629224e-26	10654231501115085e-26	10654332182760803e-26	10654666149800042e-26	10654695978844529e-26	10653145769954317e-26	10653438181594892e-26	10654276443978491e-26	0.9999999884327831	10653164816184529e-26	10655871998621904e-26	1065676977263721e-25	10654221033520395e-26	11109043559623913e-26	10656297544053782e-26	10654984088751922e-26	1065213541529085e-25	10652377800881699e-26	10658587888615403e-26	1065201713085931e-25	10655280734340493e-26	10654337608898736e-26	11105809740205974e-26	11088607817217984e-26	10654547446175455e-26	10652781189314048e-26	11109632560951337e-26	10654219314350063e-26	10850509692397717e-26	10657852102516383e-26	10654482821723337e-26	10653334799571329e-26	10652827643000955e-26	10654010430140789e-26	10652597379354727e-26	10656904532093497e-26	11108863116519662e-26	1065366053968839e-25	10654744300563575e-26	10655397034046057e-26	10658726962023698e-26	10654641538481154e-26	1065678106139383e-25
10966931065333782e-26	11110693521134832e-26	11070641813064179e-26	1086012698581891e-25	11050501096098937e-26	1109406981123111e-25	1065037909072465e-25	10629342428758813e-26	1106843779950424e-25	11064840537808562e-26	1111060705864648e-25	11050365603112088e-26	11029398732714767e-26	11083375424126303e-26	11012634169402831e-26	11030930607219345e-26	1107313946687431e-25	11058441992841516e-26	10970063233967114e-26	11081858991974924e-26	11076225763478753e-26	11022382046441942e-26	11088291802433216e-26	11034302514899622e-26	11099998476428311e-26	11062652773733006e-26	10930512590725721e-26	11052316619347424e-26	10744919607931034e-26	11101142005435858e-26	1111017202452331e-25	11015239214624614e-26	11110697019153237e-26	11050217360787956e-26	11095827208503256e-26	11110598827751391e-26	11075894252778424e-26	11076140148804725e-26	11074072577729915e-26	11085626099024061e-26	11088009490048947e-26	10620977123659748e-26	11044428853314928e-26	11110494247873234e-26	11078131794089768e-26	11110395760985289e-26	10865755507852809e-26	11098928674566902e-26	11110670155850287e-26	11097618110089903e-26	11081290192685032e-26	11044189811987068e-26	11048017161087683e-26	10921024673813517e-26	11058592197716465e-26	0.5000000520873356	10625772557274355e-26	11110161538766416e-26	10913118854668765e-26	11083972207948281e-26	11109711634258874e-26	11110648174421852e-26	11042390259333357e-26	11045149952769184e-26	1107148103622119e-25	1095595907458946e-25	11000631699427599e-26	10968577412812794e-26	1111036807607535e-25	11088282305347798e-26	1110993393893708e-25	11110441698298192e-26	11093916529111739e-26	1104570043844767e-25	11081814249458725e-26	11079213798602502e-26	11036539236420707e-26	1109327758127643e-25	1109003812744322e-25	11037294645154846e-26	10958994086703346e-26	11064495792169535e-26	11078928290230645e-26	1062509569446391e-25	11007458814583185e-26	11013065557678196e-26	1103086773842398e-25	10947389014769632e-26	11084547096102002e-26	10825543194121093e-26	11027584613549434e-26	11077649538833244e-26	11072732326327444e-26	1106947550298854e-25	11096510869632994e-26	11001911511112614e-26	10960436161294584e-26	11064005065640931e-26	10730905074108134e-26	11053286125454698e-26	11081318790177597e-26	11056882982491069e-26	0.4999999361152079	1111043378099917e-25	11057322739910725e-26	11084852032776456e-26	11070533697957668e-26	11039529287573469e-26	10976976965544549e-26
10634301812569541e-26	10634398691251366e-26	10635758607286221e-26	10635615765486844e-26	10635060679311978e-26	1063383057116988e-25	10639430159913687e-26	10637833533323248e-26	10634742697860308e-26	10634510224945702e-26	10633712216694747e-26	10634404471581267e-26	11109920793857101e-26	10633806653510882e-26	10636085201718727e-26	10635354502737943e-26	10635391486178099e-26	10636131825851512e-26	1064685779355482e-25	10635544765183273e-26	10634673851966e-23	10637776726767646e-26	10635662076454078e-26	10634974430686986e-26	10634342920823057e-26	10636122566215177e-26	10637975604360294e-26	10635071124621058e-26	10636606586284239e-26	11106632807229451e-26	10633962075497065e-26	10636924126374315e-26	10634497538818869e-26	10636340235791473e-26	10635221836708583e-26	10635178876193501e-26	10634221704312627e-26	11105763066556308e-26	11108816140166534e-26	10634438437609221e-26	10635150186831326e-26	10634477147111062e-26	10636060175981687e-26	1063507680878551e-25	10633874950111924e-26	10640013205125002e-26	10634932593368844e-26	10634352568879644e-26	1110932393328056e-25	10633821143931265e-26	10636511043707624e-26	10635268089051979e-26	11108231421360597e-26	11110135097218889e-26	10637453081692521e-26	10635200275128862e-26	0.9999999884377379	1063592430154614e-25	11109606536058176e-26	10635617721660712e-26	10636041692393101e-26	11109429058197478e-26	10635511443480272e-26	10635584341088189e-26	10635000465580588e-26	11108931358981479e-26	10635787479195521e-26	10636245101740855e-26	10635789990425212e-26	1063740408313384e-25	10635546220102288e-26	1110917185658185e-25	10635412412917907e-26	10635245891119838e-26	10635387026966547e-26	11107276189851262e-26	10635658194249107e-26	10635016724969468e-26	10634646607530637e-26	10634118907233563e-26	1063756176319248e-25	10636295395542304e-26	10633863814292347e-26	10634506095534427e-26	10634588686359377e-26	10633564088225299e-26	11109225988082863e-26	10634952698667295e-26	10635775233564319e-26	10634450536869293e-26	10638393352228534e-26	10635075760892834e-26	10635454002534303e-26	11109697590511154e-26	10634645044725033e-26	10640592257334086e-26	10635053523984742e-26	10634336257539965e-26	11108602850948856e-26	10635012206157815e-26	10638144152923235e-26	10636701232320604e-26	10640135033412911e-26	11103341421575081e-26	10636105473681489e-26	10634388212722703e-26	10639652006547373e-26	10635963840723926e-26	10638077892499886e-26
11110858601802772e-26	0.9999999884310385	10640890919618044e-26	11108044791479385e-26	10626612143261783e-26	10627639382077212e-26	10621954720773597e-26	10636745706489138e-26	11109004606431965e-26	10626866862115755e-26	10616908033714408e-26	11109283890320111e-26	1061686602143044e-25	10622800679944561e-26	10650727788160929e-26	11109687538396904e-26	10629999541395767e-26	10635157921329524e-26	10708878685040385e-26	10630087289363405e-26	10627808795970584e-26	10645811447565136e-26	106357043346439e-24	10629753004217054e-26	10625565361892178e-26	10633239855635038e-26	11089314016445128e-26	10633265561127967e-26	10638403939886438e-26	10645496968898027e-26	1062927860622648e-25	10625909735462496e-26	10622176598449884e-26	11109376788333481e-26	10627859874785797e-26	106260137972e-21	1063442210840945e-25	11110279766277688e-26	10635550714358261e-26	10625825776949213e-26	11108769025832138e-26	10626680006536575e-26	10638863453863055e-26	10637488551136087e-26	11104565317281066e-26	10650443000806805e-26	10628840241499899e-26	10624740663178456e-26	10617302113952007e-26	1062519218302615e-25	10631326189235845e-26	11076814713652133e-26	1063258623966675e-25	10629525146866508e-26	11065544683534993e-26	10628109922126864e-26	106368179845314e-24	10628579351354238e-26	10626441719293954e-26	106470722716296e-24	10623404615102563e-26	10617786771328736e-26	10634542801851222e-26	10630117052630195e-26	10648900758074972e-26	10642589186973479e-26	10638344430416416e-26	11108235502225033e-26	11109587087658119e-26	10649496032160188e-26	11109547102147378e-26	106323867655395e-24	10632159682453089e-26	1063340319527148e-25	10621372211285315e-26	10627520073513504e-26	10633757437679208e-26	10636511170335492e-26	10644282966533917e-26	10623322831386118e-26	10643405220527393e-26	10634888245677229e-26	10624608988642681e-26	10625459148849379e-26	10649726166236414e-26	10619935397307904e-26	10649347834024119e-26	11109593442322054e-26	10621827515356445e-26	11108784541293415e-26	10661324479726875e-26	10635574072310263e-26	10629312665527213e-26	10623258351389024e-26	10629004075686035e-26	10673145392318964e-26	10630294771586316e-26	10646965326632575e-26	1061976910104868e-25	10631182613210298e-26	1110955098528662e-25	10621045988876318e-26	10650625419293645e-26	10628281142463336e-26	10636331319837745e-26	10629981965985167e-26	10631707010858843e-26	10617314099437435e-26	1065074479666967e-25
10613327412066415e-26	10613412014626557e-26	10613313571051954e-26	10613163027532997e-26	1061320786060839e-25	10613216465525291e-26	10613279845503368e-26	10613295626967592e-26	1061313406994962e-25	1061325744217635e-25	10613318752635619e-26	10613230679355299e-26	10613173223007675e-26	10613163755014722e-26	10613481263108919e-26	1061332040157327e-25	10613313790473309e-26	1061337477147261e-25	10613536518213681e-26	10613207653807168e-26	10613232685046421e-26	10613312565408077e-26	10613230425988102e-26	10613277663537393e-26	1061329844829197e-25	1061333589381068e-25	10613378444447806e-26	10613225813327956e-26	10613293646905858e-26	1061337649604722e-25	10613510164125628e-26	10613467966200033e-26	10613306651004755e-26	10613331190311435e-26	10613220357391203e-26	10613335733160526e-26	10613236449844034e-26	10613155629056693e-26	1061332018432444e-25	1061321052367819e-25	10613333584669955e-26	10613239982689324e-26	10613452214962398e-26	10613291415739293e-26	10613160802642035e-26	10613299836000809e-26	10613231162074755e-26	10613170308987463e-26	10613252768649335e-26	10613191093574143e-26	10613140457386356e-26	106132570340043e-24	10613375452399552e-26	10613453930511781e-26	10613251305255563e-26	10613226202756369e-26	1061318990500319e-25	0.9999999885229399	1061335917040236e-25	10613288374937164e-26	10613469635164794e-26	10613299355378681e-26	10613262263514817e-26	10613246316080172e-26	10613303456273204e-26	10613399983819863e-26	10613367989347879e-26	10613246690595023e-26	10613230883378544e-26	10613336445272019e-26	10613273306751154e-26	10613373794597086e-26	1061323753587243e-25	10613257319475999e-26	1061327410037135e-25	10613207420279481e-26	1111080975563441e-25	10613205297290237e-26	10613340266249174e-26	10613163865326555e-26	10613380565944769e-26	10613305828029597e-26	1061320936340439e-25	10613244589609072e-26	1061331937109797e-25	1061319841555339e-25	1061322461338189e-25	10613206452584895e-26	10613211947166164e-26	10613351467876187e-26	10613407986808527e-26	10613241498291221e-26	10613241092533182e-26	1110991129273924e-25	10613361760507387e-26	106140216373379e-24	10613270112044118e-26	10614537644281524e-26	10613404561135456e-26	10613311679642184e-26	10613238238626183e-26	10613309669482634e-26	10613413828605898e-26	11087489386073597e-26	1061333099950716e-25	10613350839775808e-26	10613219611776042e-26	10613567000896126e-26	10613538341771747e-26
11096471008423162e-26	11097320595035676e-26	11095543155952187e-26	11110248310082624e-26	1110423580634434e-25	11104946023596635e-26	11104480887957767e-26	11110795400360002e-26	11106773261564862e-26	11100370739243942e-26	10637825141797176e-26	11101553565937624e-26	11108090757924403e-26	11106521645411364e-26	10642635400958628e-26	11091154732667622e-26	11094576474289666e-26	11089678836095757e-26	11110898445702008e-26	11101293152598454e-26	11099134671729746e-26	10636981794752489e-26	11095009092395582e-26	11098682934387469e-26	10629375186677302e-26	11074508842818312e-26	11089305112181169e-26	11102151259597397e-26	0.49999976253891704	11091993620442353e-26	11080054487523365e-26	1108783356858275e-25	10637369189801104e-26	11093922950721856e-26	11109745688982997e-26	10657852635676935e-26	11092312119500521e-26	11110742655980323e-26	11101895312720852e-26	11110417341913705e-26	10629448029816616e-26	11101770282229915e-26	11081232308391029e-26	11101351302620629e-26	11107602019558238e-26	11105344922530475e-26	11079544462685545e-26	11106944706512621e-26	11102390742963113e-26	1110546766489197e-25	11102430029822714e-26	11097759926291601e-26	11102918984935158e-26	11090378659106359e-26	1110080396714566e-25	11102792675309984e-26	0.5000002256482992	11101510560036738e-26	11091237809305183e-26	10623655424998234e-26	11087703725343674e-26	10637234803656082e-26	10633166560492378e-26	11103139591726168e-26	11096449991467256e-26	11086997252822181e-26	11092431128883213e-26	11105564432595074e-26	11102482758766282e-26	10710979792680991e-26	11110533649939329e-26	11089777793086838e-26	11102919130919613e-26	11100377435990569e-26	11098987361827727e-26	11104268631631636e-26	11066433866509984e-26	11110504481073811e-26	11095486694009001e-26	11107392012504162e-26	11089085965808529e-26	11095773595064332e-26	11110687902722366e-26	11102966436151411e-26	11094904841545283e-26	11104878820952825e-26	11102118114360141e-26	11110531345254629e-26	11110477227573802e-26	11110344510120255e-26	11086204552502696e-26	11101650757452254e-26	11101682034781784e-26	1066143900722256e-25	11091777677906455e-26	11020214015500699e-26	11100703869972377e-26	10642655385025414e-26	11090254117249454e-26	11095612507491208e-26	11101907129500176e-26	11110343693655765e-26	11085570983798839e-26	11095356769234441e-26	1109394063128202e-25	11100485415426301e-26	11110367061956755e-26	10794109794645049e-26	11070319624442542e-26
