0.2499999769345155	11110559653780107e-26	11109887748737733e-26	11100571059193235e-26	11109803255556439e-26	11108232013178108e-26	11110240452301312e-26	0.2500002885229627	11109905311561779e-26	11105878494178387e-26	11109862298081252e-26	11106486746031209e-26	1110804913801829e-25	11110189174304891e-26	11109297080420573e-26	11109689610466898e-26	11108341531684428e-26	11109464211275081e-26	0.24999967656499877	11108098072379626e-26	0.25000005608907766
0.24999997001554217	0.25000034574887775	11107048345377134e-26	11110069012620856e-26	0.24999996197413873	11109953938756089e-26	11110513005390524e-26	11109642114654434e-26	11109139570490313e-26	11015328415824862e-26	0.24999972037388776	11110001575700007e-26	11108690045367949e-26	11096876695705428e-26	11109329301463842e-26	11110408413260875e-26	11109608138636623e-26	11109764053619496e-26	1110998714050799e-25	11109778214613881e-26	11109255239299392e-26
11109342760473924e-26	11110189941833755e-26	11110214911669828e-26	11109339406964907e-26	0.33333319876785833	11108915868696991e-26	0.3333335092737288	11109938129505598e-26	11110051076134374e-26	11108571922806582e-26	11110379755856038e-26	11108763473874269e-26	11108451916835284e-26	11109569392522752e-26	11109740678144665e-26	0.3333332899587228	111088754947367e-24	11109928711873992e-26	11109725066742399e-26	11107743799533703e-26	11109259073531694e-26
11109710026462811e-26	11109657321945788e-26	11109927108799696e-26	1110942879642217e-25	11109088958489518e-26	11108461500058446e-26	11109865770823463e-26	0.5000001857033688	11110036020629932e-26	11108868963421005e-26	11109486014042076e-26	11109679009739922e-26	11108435758452392e-26	11109580225161771e-26	11109718017479966e-26	11109565366809813e-26	11108058280979896e-26	11109780233902378e-26	11110046450051267e-26	0.49999981218583783	11109918390642813e-26
11109075829327062e-26	11108651717363804e-26	11109377220226823e-26	1110985985663383e-25	11106728460720477e-26	11107554271472298e-26	11108719471895124e-26	11109502337572224e-26	11109596900709972e-26	11109447726436029e-26	11108994976578745e-26	11109594052290052e-26	11107959605795317e-26	11108312374626173e-26	0.99999999777838	11109145086931537e-26	11104734969974768e-26	11108634840131957e-26	1110909495391371e-25	11104542649031657e-26	11102504586571607e-26
11110096830020594e-26	0.5000000290173485	11109927590910627e-26	11109479087627899e-26	0.4999999688718748	11109383659206262e-26	11110279966735731e-26	11109925792260179e-26	11109899250102399e-26	11109191779934189e-26	11109670759829656e-26	11109869563580321e-26	11108039551517213e-26	11109455466093706e-26	11109657244231544e-26	1111017579502389e-25	11107998770492164e-26	11109392713006086e-26	11109811067065593e-26	1110546902383018e-25	11109929035058229e-26
11109168330899559e-26	1110939593949862e-25	11109815397185155e-26	11107909123653132e-26	11109417757972187e-26	11109237177096842e-26	11108103645744858e-26	0.5000001457142107	11109123437679623e-26	11108458656872055e-26	11109582428790302e-26	11109753730076437e-26	11109231037810206e-26	11108911716484857e-26	11108819656347823e-26	11106462327715832e-26	0.499999852175117	11108785222586813e-26	11108426152832876e-26	11110325250953336e-26	11106294326076843e-26
11108367012223692e-26	11108635152424513e-26	11109310375681122e-26	11109337341745146e-26	11108158238953822e-26	1110797707676312e-25	11109261604097281e-26	11109452851045914e-26	11109379304852462e-26	11109272439191963e-26	11108991993069773e-26	111090279512426e-24	1110832183826003e-25	11108855322937068e-26	0.9999999977782577	11108986811727996e-26	11107168189728885e-26	1110906032157469e-25	1110908160731143e-25	1110642692390599e-25	111091577081984e-24
11105659802379175e-26	11108205422320442e-26	11109563058849056e-26	0.9999999977784786	11108191055282052e-26	11104677759588281e-26	11109485431710356e-26	11108731876330011e-26	11108666237771093e-26	11108251493202065e-26	11109244500001672e-26	11107837548683509e-26	1110529502450669e-25	11108499527082984e-26	11109386629214377e-26	11108707983704889e-26	11108769942535687e-26	11108820846767798e-26	11109324969389901e-26	11097322603884215e-26	1110747578107763e-25
11103861821999667e-26	11107147640521494e-26	11108869370282036e-26	0.9999999977784679	11107628502904517e-26	1110740277098558e-25	11109298568950055e-26	11107229072228743e-26	11109345834683626e-26	11109264139585781e-26	11108595291071889e-26	11107881330741215e-26	11107520635616942e-26	11107555092437681e-26	11108965224280935e-26	11108210218400963e-26	11106239070375111e-26	11108299758411593e-26	11106908224254066e-26	11106479516209277e-26	11106517577217798e-26
11109486510105791e-26	1110960710009384e-25	11110011771298381e-26	11109655383737398e-26	11108565330260695e-26	11108889450589809e-26	11109953902113822e-26	0.9999999977781668	11109919640124148e-26	1110921265329115e-25	11109679284054036e-26	11109955041350022e-26	11108791751085931e-26	11109142443758346e-26	11109840318339185e-26	11109720034841821e-26	11106455865199795e-26	1110971997884575e-25	11109454311065324e-26	11107509773139235e-26	1110779030350518e-25
11109504890113652e-26	11109594518075446e-26	11110001294572603e-26	11109407960405586e-26	11107915116183365e-26	11108838471159671e-26	11109014549115353e-26	0.999999997778203	11110011399435378e-26	11109742187571235e-26	11109224848707427e-26	11110184628803922e-26	11108614757822938e-26	11109407403334313e-26	11109666084883914e-26	11109428630704095e-26	11107053328508405e-26	11109344168714942e-26	11109564809177604e-26	11108542417434684e-26	11104665982334683e-26
11109255323748171e-26	11109569938635694e-26	11110250808381879e-26	11108604377862828e-26	11106817158477804e-26	11107965631134299e-26	11109183671821805e-26	11108710664940608e-26	11109595851413194e-26	0.9999999977784346	11109060662733996e-26	11109308197517792e-26	11107487509334595e-26	11109744887895007e-26	11109200719072406e-26	11109850735057478e-26	1110406058111291e-25	1110829615089004e-25	11107314350720869e-26	1110033343278115e-25	11101909412559456e-26
11109709346779971e-26	0.33333326971866717	11108996810297623e-26	11063867236606268e-26	11109749195226132e-26	11107877290831477e-26	11109973998497922e-26	11109863324482595e-26	11109750063126436e-26	11099734191762939e-26	11109525890014218e-26	11095969352832485e-26	11107044615435448e-26	11108961729126361e-26	11105484589816534e-26	11109272243608249e-26	11107808758832975e-26	0.33333340126981875	0.333333327012611	11106823188921532e-26	11109907128520811e-26
11108246317981715e-26	11110117339947781e-26	11109476946905568e-26	11109119683448939e-26	11109039940300535e-26	11110006752219459e-26	11109316534213287e-26	1110939763226499e-25	11109399273781987e-26	11109427690487072e-26	11108659969798141e-26	0.9999999977781762	11109236059242203e-26	11109606055770448e-26	1110937817075023e-25	11109245574072817e-26	11108935544709628e-26	11109560513437533e-26	11109238223630811e-26	11107398320264038e-26	11107560730142019e-26
