0.25000038179035744	11110701656203584e-26	11109721327908781e-26	11110065842652185e-26	11110163340002266e-26	11108577459302829e-26	11109850934259221e-26	0.25000014808801385	11110726263740904e-26	11109577760936013e-26	11110599253390809e-26	11109179991426659e-26	11108810363510665e-26	1110996361701784e-25	11110492945465167e-26	10635018468615158e-26	0.2499996622139013	11110041710851441e-26	0.24999980624599255
0.249999981757971	0.25000021425557944	11108164163090098e-26	0.250000129832456	11108177247576907e-26	11105154800889622e-26	11110630053250504e-26	10639465918237346e-26	11108329948953774e-26	11105131123211565e-26	0.24999967249743008	11087207482753954e-26	11107953391440124e-26	1110829446280223e-25	11110330644154456e-26	10627501485103314e-26	1111040155839479e-25	11109206168612556e-26	11110387115021083e-26
11110442928283051e-26	1111034987537077e-25	11108438611736579e-26	0.5000000355567535	11108746082813157e-26	11109246199728784e-26	0.49999996255463175	1110945731446246e-25	11110003520718792e-26	11109434599794835e-26	1111038323182326e-25	11109224658499289e-26	11108762041520877e-26	11109449348112649e-26	11110293092226834e-26	11108487073781372e-26	11109757061878483e-26	11109998665899932e-26	11108999846418434e-26
11110612985107578e-26	11109877993361659e-26	11106696992537971e-26	1110987587640085e-25	11109283169396718e-26	11109969954574555e-26	11109813110931823e-26	0.9999999980003138	11110413522630136e-26	11109426262030262e-26	11109444935348588e-26	11108234307721499e-26	1110926885029307e-25	11106370112231574e-26	1110933845948202e-25	1110921279763807e-25	11110321239734358e-26	11110125828826192e-26	11110367106495802e-26
11110112007289098e-26	11109984172643428e-26	11108232305929093e-26	11110140215258448e-26	11106841445051062e-26	11108808771018292e-26	11108604353083149e-26	11109720441787859e-26	11109110388502788e-26	11109300148203663e-26	1110940363113742e-25	1110418309657104e-25	1110845092061519e-25	11107798009830265e-26	11109300609548919e-26	0.9999999980004184	11109674972028202e-26	11108899304428854e-26	11109597098269271e-26
11110729694127245e-26	0.3333335645707497	11105516746605732e-26	0.3333333236818276	11109289916490585e-26	11106222092139358e-26	11110518703595938e-26	11108041734563463e-26	11107689968229978e-26	11108041676101004e-26	11109610430851206e-26	11108465304960033e-26	11108178196509726e-26	11105381524051506e-26	0.3333331099749881	10615974817823588e-26	11110584805501862e-26	11109473271007902e-26	11109748901813756e-26
11110588016963654e-26	11108940306186666e-26	11108771588995993e-26	1110986199334131e-25	11109019689151222e-26	11109028420216692e-26	11108933584291718e-26	0.5000001310543504	0.4999998670618508	11109633088023345e-26	11109740915243742e-26	11108615524276718e-26	11107558894387811e-26	11110221561912495e-26	1110759872690682e-25	10632330147140494e-26	11110004085155383e-26	11108740714237456e-26	11110284119784094e-26
11109303159096201e-26	11108998809378905e-26	107607937141305e-24	11108149104820219e-26	1110347478009886e-25	11106823938610936e-26	1110544744627632e-25	11105960694736955e-26	11101812727954802e-26	11092352687890675e-26	1109711106936134e-25	11103641328307549e-26	11105343788698257e-26	11007507824998392e-26	11108593667029695e-26	0.999999998005513	11108940445547826e-26	11109317136062979e-26	1110514838849022e-25
11110014132980918e-26	11108964703704907e-26	11110216308954208e-26	11109566277041609e-26	11109202835568024e-26	11109519387056863e-26	11109418743911461e-26	1111010740575643e-25	0.500000047703773	0.49999995040773343	11109218270321907e-26	11108571612096795e-26	11108455129510732e-26	11110123052035962e-26	1110714526255383e-25	1109968558821348e-25	11109939242079046e-26	11109785226959961e-26	11109415752543959e-26
11110483920831278e-26	11110216849630817e-26	11107415635130861e-26	11110334400471374e-26	11109942909265553e-26	0.9999999980002596	11109523995906663e-26	111104236637251e-24	11110221800983605e-26	1110971386569808e-25	11109814888126456e-26	11108988306088286e-26	11109898550872046e-26	11107378632411462e-26	11109443517979941e-26	11110044959583382e-26	111101164860378e-24	11110051906191482e-26	11110048771167303e-26
1111038202789073e-25	11109696418069436e-26	11108040683617382e-26	11109999847794047e-26	11108176120346076e-26	11109229681660531e-26	11108994409563926e-26	0.9999999980003282	11110147557372233e-26	11109303688639392e-26	11109390192087359e-26	11108955700218409e-26	11108306666151728e-26	11108962817328783e-26	11109376667246574e-26	11108932807281658e-26	1110964730553177e-25	1110972949266783e-25	11109877378067196e-26
11110397912175549e-26	11110087562957311e-26	11109193603797649e-26	11109779933378095e-26	11108578618236609e-26	11109525462675892e-26	11109591033336543e-26	0.9999999980003065	11110638008002545e-26	11109921445849454e-26	11109796250096783e-26	11109206030260215e-26	11107815311283791e-26	11109592411231167e-26	11107496622269379e-26	11108574945346284e-26	11109646624540687e-26	11109482885097349e-26	11110007157760265e-26
11110562447411914e-26	1111046358618325e-25	11109467073660212e-26	1111034301650125e-25	11109202917767646e-26	11109792234496598e-26	11110532409588805e-26	11110380313806283e-26	1111014328798359e-25	1111008672236866e-25	0.9999999980002419	11110014847679102e-26	1110850563611702e-25	11109864822465547e-26	11108237129222958e-26	1110968566690317e-25	11108891174958299e-26	11109919482879944e-26	11109688924033648e-26
11110209609771145e-26	0.33333359672730534	11108396394635025e-26	11110566485515494e-26	11108638834391163e-26	10624903654041601e-26	11109962200762871e-26	1095733995821004e-25	1110972547584027e-25	1110901396703986e-25	11109992689989047e-26	11107211634063157e-26	11108290028802236e-26	1110900700985668e-25	11109935710221283e-26	10617002103367587e-26	0.333333213511396	0.33333318799509404	11110276611388268e-26
11110396072297603e-26	11110374920917196e-26	1110908238921504e-25	11110529201933672e-26	11109228296360539e-26	11109697547834795e-26	11109880484087575e-26	11110161784005862e-26	11109954641850064e-26	11109979441492048e-26	11110007029889173e-26	11106302783378314e-26	0.9999999980002596	11108646061982806e-26	11109337633268829e-26	11110218662419645e-26	11110070974858984e-26	11110035127901762e-26	11110112039873198e-26
11110265938700109e-26	11110381318556421e-26	11106979505389038e-26	11110367100091872e-26	0.9999999980002614	11109967936788834e-26	11110007468307917e-26	11110210148929712e-26	11110165983163727e-26	11109585590067481e-26	11109731863631893e-26	11110277706832675e-26	11108927076052427e-26	11109340806605947e-26	11108260867767718e-26	11110134826586795e-26	11109626629336645e-26	11110174413783874e-26	11109487698233043e-26
11110392407678177e-26	11110163607300644e-26	0.33333321115157943	11110156309271588e-26	11109476935124017e-26	11109172375993183e-26	11109838984281607e-26	11110261106793625e-26	11110444041930212e-26	0.3333334049052176	1111008025532318e-25	11109494032202419e-26	11108511438734419e-26	0.3333333821656786	11108755596533024e-26	11107298558220709e-26	111088524532308e-24	11109943140340823e-26	1110958126582497e-25
1111034099755843e-25	11110065811905434e-26	11109527692300338e-26	11110566170035224e-26	11108478545548144e-26	11109780631906945e-26	11110089408567533e-26	11110280135602094e-26	0.5000000760260676	11110135427202348e-26	11109724701888742e-26	11109304539498766e-26	11108696337482185e-26	0.49999992208528077	11109244573921184e-26	11109463857016296e-26	11109797036598458e-26	11110043002544405e-26	11109623218725441e-26
11110146719055187e-26	11110386849546736e-26	1110988767628405e-25	11110052518338141e-26	11109107113187931e-26	11109661088885962e-26	11109936013303278e-26	11110132474184311e-26	1111013452387585e-25	0.9999999980002918	11109664210195781e-26	11109238405374255e-26	11106753132503572e-26	11110148483035739e-26	11108209002007848e-26	11109768418725299e-26	11108387766439519e-26	11109860758840172e-26	11109343452135309e-26
11105928100100634e-26	11105664112274017e-26	11106282898312284e-26	11109176222284744e-26	11094857966238861e-26	11106475297019841e-26	11107466893560859e-26	11109747557192026e-26	11106718664980011e-26	11107778558551098e-26	11103107625087528e-26	11107935499659286e-26	11102426630063671e-26	11107561214311516e-26	11100768289946126e-26	0.9999999980009708	11101609334418071e-26	11109060802013823e-26	1111032707344588e-25
11107399222818802e-26	11108353136339749e-26	11100380380100408e-26	11109032780404626e-26	11091971841582474e-26	11105982044517771e-26	1110866834848937e-25	11098604772914219e-26	11105174005367897e-26	11105606422957943e-26	11105903807739482e-26	1110698354179269e-25	11099166892041068e-26	11105443781656666e-26	11104599914260418e-26	0.9999999980012992	11093879109364655e-26	11106208833018591e-26	1110670572921389e-25
11110269092029501e-26	11110235880939196e-26	11107721330027316e-26	1111047260030872e-25	0.5000000439360188	11109812615946805e-26	11110091299142685e-26	11110116185118671e-26	11109937155786139e-26	11109622782930782e-26	1110975413028089e-25	0.49999995417533405	11109332107250252e-26	11108837327977573e-26	11109519436528576e-26	11109786678808934e-26	11109644722528616e-26	11110043256510755e-26	1110950155014554e-25
11110246617544957e-26	11110328191472192e-26	11108310870681574e-26	0.9999999980003644	1110895136921222e-25	11109269563039884e-26	11110059001590591e-26	11109678311294427e-26	11109968821127075e-26	11109486813257549e-26	11110124784058065e-26	11108735199009297e-26	11106188011555539e-26	11109290406422498e-26	11108949739487106e-26	11109297561483479e-26	11106587667308989e-26	11109221916920558e-26	11108817831559017e-26
11110437079523103e-26	11110119601207836e-26	1110858107114286e-25	11110231460943369e-26	0.4999999530223607	11109689642707162e-26	11109901085098604e-26	11110083517368892e-26	11110119009348256e-26	11109886079041442e-26	11109667066583472e-26	11108563630494299e-26	0.5000000450890001	11108490246080583e-26	1110819077355376e-25	11109832110095367e-26	11110095284019783e-26	11110053625701014e-26	11109953002141445e-26
11105793694363512e-26	11105547521689597e-26	11106164621606793e-26	11084101822367448e-26	1109445464857015e-25	11106375097878407e-26	11107379048335332e-26	11109718484827714e-26	11106626885015027e-26	11107705006381122e-26	11109630405450374e-26	111078629329226e-24	11102213966161758e-26	11107474708593241e-26	11100483474420768e-26	0.9999999980013135	11101364342137226e-26	11100411145526088e-26	11105335347533313e-26
